结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,解析时间,丢包,发包数,丢包数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,结果 IP 地址,结果国家名称,结果省名称,结果归属地
2013-02-27 17:14:40.547666,QQ空间,123.89.176.38,NULL,QQ空间,www.qzone.qq.com,网页类,NULL,0.000,100,0,5.49,5.66,5.39,0.05,0.05,0.21,0.00,0.04,112.90.140.193,中国,广东, 联通
2013-02-27 17:14:42.337879,天空软件站,222.50.124.62,NULL,天空软件站,www.skycn.com,下载类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125.39.78.230,中国,天津, 联通
2013-02-27 17:14:48.723257,广东铁通6-gzdx01(shrs)电信出口,222.50.124.102,NULL,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,NULL,0.000,100,0,0.60,0.81,0.53,0.04,0.02,0.28,0.00,0.04,222.50.124.130,中国,广东, 铁通
2013-02-27 17:14:49.228866,poco,222.50.124.98,NULL,poco,www.poco.cn,网页类,NULL,5.000,100,5,66.77,77.95,62.33,2.60,2.72,15.26,0.06,2.60,124.95.150.158,中国,辽宁, 联通
2013-02-27 17:14:53.927206,kuaipan.cn,222.50.124.2,NULL,kuaipan.cn,kuaipan.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.112.66.22,中国,江苏, 移动
2013-02-27 17:14:56.638912,糗事百科,222.50.124.30,NULL,糗事百科,www.qiushibaike.com,网页类,NULL,0.000,100,0,55.79,57.78,53.47,1.46,1.55,4.04,0.00,1.29,183.203.15.209,中国,山西, 移动
2013-02-27 17:14:56.827963,qq邮箱,222.50.124.78,NULL,qq邮箱,www.mail.qq.com,网页类,NULL,1.000,100,1,6.12,7.89,4.63,0.77,0.83,3.00,0.00,0.69,120.196.210.104,中国,广东, 移动
2013-02-27 17:15:03.985236,微博,222.50.124.66,NULL,微博,www.weibo.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-27 17:15:04.332937,环球网,222.50.124.70,NULL,环球网,www.huanqiu.com,网页类,NULL,0.000,100,0,47.81,48.12,47.60,0.12,0.11,0.40,0.00,0.09,125.39.187.20,中国,天津, 联通
2013-02-27 17:15:11.495478,youdao.com,222.50.124.50,NULL,youdao.com,youdao.com,广东铁通TOPn网站,NULL,0.000,100,0,67.62,70.94,67.12,0.73,0.50,3.60,0.00,0.79,61.135.218.30,中国,北京, 联通
2013-02-27 17:15:15.550736,53kf.com,222.50.124.2,NULL,53kf.com,53kf.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.227.58.188,中国,浙江, 电信
2013-02-27 17:15:16.169606,4399.com,222.50.124.102,NULL,4399.com,4399.com,广东铁通TOPn网站,NULL,0.000,100,0,32.29,33.11,32.10,0.16,0.15,0.83,0.00,0.17,115.182.52.231,中国,北京, 移动
2013-02-27 17:15:16.475487,91dos.com,222.50.124.102,NULL,91dos.com,91dos.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.225.117.140,中国,浙江, 电信
2013-02-27 17:15:17.786063,so.com,222.50.124.110,NULL,so.com,so.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182.118.31.240,中国,河南, 联通
2013-02-27 17:15:18.185896,安卓商城官网,222.50.124.38,NULL,安卓商城官网,https://play.google.com/store,网页类,NULL,0.000,100,0,0.60,1.38,0.52,0.09,0.07,0.76,0.00,0.10,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:15:23.171564,小说阅读网,222.50.124.14,NULL,小说阅读网,www.readnovel.com,网页类,NULL,0.000,100,0,50.65,57.16,50.36,0.67,0.27,6.56,0.00,0.90,60.210.23.74,中国,山东, 联通
2013-02-27 17:15:25.776803,迅雷看看,222.50.124.86,NULL,迅雷看看,www.kankan.com,网页类,NULL,0.000,100,0,2.83,3.11,2.68,0.07,0.08,0.36,0.00,0.07,61.235.96.93,中国,广东, 铁通
2013-02-27 17:15:39.704689,sdo.com,222.50.124.26,NULL,sdo.com,sdo.com,广东铁通TOPn网站,NULL,0.000,100,0,31.97,32.81,31.61,0.23,0.26,1.05,0.01,0.20,114.80.132.136,中国,上海, 电信
2013-02-27 17:15:41.221969,liebao.cn,222.50.124.110,NULL,liebao.cn,liebao.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.112.68.197,中国,江苏, 移动
2013-02-27 17:15:43.795433,ad-plus.cn,222.50.124.90,NULL,ad-plus.cn,ad-plus.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220.181.20.30,中国,北京, 电信
2013-02-27 17:15:44.600732,QQ空间,222.50.124.6,NULL,QQ空间,www.qzone.qq.com,网页类,NULL,0.000,100,0,4.67,4.83,4.55,0.05,0.06,0.20,0.00,0.04,112.90.140.193,中国,广东, 联通
2013-02-27 17:15:47.042741,广州网,222.50.124.62,NULL,广州网,www.020.com,网页类,NULL,60.000,100,60,3.73,3.96,3.63,0.07,0.08,0.30,0.00,0.07,120.31.61.171,中国,广东, 铁通
2013-02-27 17:15:47.400710,黑龙江联通,110.209.253.254,NULL,黑龙江联通,www.hl.cnc.cn,网页类,NULL,0.000,100,0,62.54,65.19,62.19,0.34,0.25,2.85,0.00,0.43,221.212.213.106,中国,黑龙江, 联通
2013-02-27 17:15:50.534005,和讯网,123.89.176.38,NULL,和讯网,www.hexun.com,网页类,NULL,0.000,100,0,33.58,34.47,33.29,0.21,0.18,1.04,0.00,0.24,219.239.236.198,中国,北京, 电信
2013-02-27 17:15:54.547252,和讯网,222.50.124.62,NULL,和讯网,www.hexun.com,网页类,NULL,0.000,100,0,30.21,33.62,29.97,0.44,0.28,3.60,0.00,0.58,219.239.236.198,中国,北京, 电信
2013-02-27 17:15:57.510198,sohu.com,222.50.124.90,NULL,sohu.com,sohu.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.135.181.176,中国,北京, 联通
2013-02-27 17:16:01.339077,cbsi.com.cn,222.50.124.26,NULL,cbsi.com.cn,cbsi.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,50.26,51.07,49.88,0.25,0.27,1.10,0.00,0.23,118.67.124.252,中国,北京, 其它运营商
2013-02-27 17:16:06.229447,vipshop.com,222.50.124.2,NULL,vipshop.com,vipshop.com,广东铁通TOPn网站,NULL,0.000,100,0,29.87,30.37,29.73,0.13,0.13,0.50,0.00,0.13,180.186.22.30,中国,北京, 移动
2013-02-27 17:16:10.935256,it168.com,222.50.124.102,NULL,it168.com,it168.com,广东铁通TOPn网站,NULL,0.000,100,0,32.23,32.35,32.14,0.04,0.04,0.17,0.00,0.03,223.202.33.211,中国,北京, 移动
2013-02-27 17:16:11.240127,小说阅读网,222.50.124.98,NULL,小说阅读网,www.readnovel.com,网页类,NULL,7.000,100,7,48.00,49.45,44.41,1.24,1.33,4.70,0.04,1.08,60.210.23.74,中国,山东, 联通
2013-02-27 17:16:15.978525,qq邮箱,222.50.124.66,NULL,qq邮箱,www.mail.qq.com,网页类,NULL,0.000,100,0,5.52,6.63,4.31,0.72,0.82,2.21,0.00,0.60,120.196.210.104,中国,广东, 移动
2013-02-27 17:16:22.851520,poco,222.50.124.82,NULL,poco,www.poco.cn,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182.118.46.157,中国,河南, 联通
2013-02-27 17:16:22.970923,华军软件园,222.50.124.34,NULL,华军软件园,www.onlinedown.net,下载类,NULL,0.000,100,0,33.00,33.75,32.70,0.17,0.18,0.75,0.00,0.15,120.193.11.195,中国,浙江, 移动
2013-02-27 17:16:26.593236,37cs.com,222.50.124.50,NULL,37cs.com,37cs.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:16:27.766706,xcy8.com,222.50.124.110,NULL,xcy8.com,xcy8.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.10.173.39,中国,广东, 电信
2013-02-27 17:16:27.934517,poco,222.50.124.18,NULL,poco,www.poco.cn,网页类,NULL,0.000,100,0,143.19,152.41,137.94,3.12,1.56,9.12,0.03,1.52,218.59.209.165,中国,山东, 联通
2013-02-27 17:16:36.968378,poco,222.50.124.94,NULL,poco,www.poco.cn,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:16:37.087179,126.com,222.50.124.110,NULL,126.com,126.com,广东铁通TOPn网站,NULL,0.000,100,0,38.19,41.76,37.92,0.41,0.28,3.66,0.00,0.52,220.181.12.218,中国,北京, 其它运营商
2013-02-27 17:16:40.774489,sandai.net,222.50.124.90,NULL,sandai.net,sandai.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:16:44.474577,3322.org,222.50.124.70,NULL,3322.org,3322.org,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.160.239.28,中国,江苏, 电信
2013-02-27 17:16:52.087940,hao123.com,222.50.124.90,NULL,hao123.com,hao123.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.132.19,中国,北京, 电信
2013-02-27 17:16:58.502631,37wan.com,222.50.124.26,NULL,37wan.com,37wan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.129.216.157,中国,广东, 电信
2013-02-27 17:16:59.132638,china.com,222.50.124.50,NULL,china.com,china.com,广东铁通TOPn网站,NULL,0.000,100,0,112.27,124.92,107.46,2.30,0.94,15.74,0.01,2.01,221.194.139.60,中国,河北, 联通
2013-02-27 17:17:02.397455,778669.com,222.50.124.70,NULL,778669.com,778669.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:17:03.506249,91dos.com,222.50.124.2,NULL,91dos.com,91dos.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.225.117.140,中国,浙江, 电信
2013-02-27 17:17:05.520893,qpic.cn,222.50.124.102,NULL,qpic.cn,qpic.cn,广东铁通TOPn网站,NULL,0.000,100,0,13.51,13.96,13.35,0.10,0.09,0.56,0.00,0.09,112.90.139.50,中国,广东, 联通
2013-02-27 17:17:05.909390,53kf.com,222.50.124.70,NULL,53kf.com,53kf.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.227.58.188,中国,浙江, 电信
2013-02-27 17:17:06.116356,3322.org,222.50.124.26,NULL,3322.org,3322.org,广东铁通TOPn网站,NULL,0.000,100,0,32.40,32.77,32.10,0.14,0.14,0.47,0.00,0.11,61.160.239.28,中国,江苏, 电信
2013-02-27 17:17:11.011714,新浪,222.50.124.14,NULL,新浪,www.sina.com.cn,网页类,NULL,0.000,100,0,37.00,39.71,36.83,0.28,0.15,2.69,0.00,0.37,211.98.132.64,中国,北京, 铁通
2013-02-27 17:17:14.329922,flashget.com,222.50.124.110,NULL,flashget.com,flashget.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221.123.176.106,中国,北京, 其它运营商
2013-02-27 17:17:27.743200,工商银行,222.50.124.38,NULL,工商银行,www.icbc.com.cn,网页类,NULL,0.000,100,0,94.56,102.15,91.17,2.55,0.79,2.70,0.02,0.61,125.39.39.42,中国,天津, 联通
2013-02-27 17:17:32.748409,ittzz.com,222.50.124.90,NULL,ittzz.com,ittzz.com,广东铁通TOPn网站,NULL,0.000,100,0,33.00,36.35,32.74,0.39,0.21,3.54,0.01,0.51,118.26.225.53,中国,上海, 铁通
2013-02-27 17:17:33.053320,黑龙江联通,222.50.124.94,NULL,黑龙江联通,www.hl.cnc.cn,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:17:34.576758,广州网,222.50.124.66,NULL,广州网,www.020.com,网页类,NULL,60.000,100,60,3.77,4.54,3.62,0.17,0.13,0.84,0.00,0.20,120.31.61.171,中国,广东, 铁通
2013-02-27 17:17:37.652583,babytree.com,222.50.124.110,NULL,babytree.com,babytree.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.238.250.203,中国,河北, 电信
2013-02-27 17:17:42.195032,广州妈妈网,222.50.124.66,NULL,广州妈妈网,www.gzmama.com,网页类,NULL,0.000,100,0,99.96,103.71,99.51,0.49,0.40,3.96,0.00,0.60,58.248.62.30,中国,广东, 联通
2013-02-27 17:17:46.748302,126.com,222.50.124.2,NULL,126.com,126.com,广东铁通TOPn网站,NULL,1.000,100,1,57.53,57.95,57.35,0.12,0.14,0.45,0.00,0.11,123.125.50.22,中国,北京, 联通
2013-02-27 17:17:49.058301,xcar.com.cn,222.50.124.70,NULL,xcar.com.cn,xcar.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118.67.112.72,中国,北京, 其它运营商
2013-02-27 17:17:49.381318,5599.com,222.50.124.26,NULL,5599.com,5599.com,广东铁通TOPn网站,NULL,0.000,100,0,30.39,32.17,30.23,0.28,0.18,1.84,0.00,0.36,115.182.2.63,中国,北京, 移动
2013-02-27 17:17:54.253353,qqopenapp.com,222.50.124.2,NULL,qqopenapp.com,qqopenapp.com,广东铁通TOPn网站,NULL,0.000,100,0,0.66,2.02,0.48,0.15,0.10,1.44,0.00,0.20,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:18:00.187178,3g.cn,222.50.124.102,NULL,3g.cn,3g.cn,广东铁通TOPn网站,NULL,0.000,100,0,3.52,3.84,3.46,0.06,0.05,0.33,0.00,0.06,183.232.11.166,中国,广东, 移动
2013-02-27 17:18:00.492023,53kf.com,222.50.124.90,NULL,53kf.com,53kf.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.227.58.188,中国,浙江, 电信
2013-02-27 17:18:00.775266,51yes.com,222.50.124.110,NULL,51yes.com,51yes.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.147.114.19,中国,广东, 电信
2013-02-27 17:18:03.743185,irs01.com,222.50.124.50,NULL,irs01.com,irs01.com,广东铁通TOPn网站,NULL,0.000,100,0,52.51,53.43,52.24,0.16,0.14,1.09,0.00,0.15,180.169.20.252,中国,上海, 电信
2013-02-27 17:18:10.576113,dopool.com,222.50.124.70,NULL,dopool.com,dopool.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220.170.192.35,中国,湖南, 电信
2013-02-27 17:18:10.900497,funshion.com,222.50.124.26,NULL,funshion.com,funshion.com,广东铁通TOPn网站,NULL,0.000,100,0,10.95,11.45,10.68,0.17,0.18,0.63,0.00,0.16,121.14.38.133,中国,广东, 电信
2013-02-27 17:18:14.253979,lxdns.com,222.50.124.50,NULL,lxdns.com,lxdns.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:18:24.101762,微博,222.50.124.110,NULL,微博,www.weibo.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-27 17:18:27.511752,so.com,222.50.124.102,NULL,so.com,so.com,广东铁通TOPn网站,NULL,0.000,100,0,47.74,47.96,47.64,0.07,0.07,0.25,0.00,0.06,182.118.31.240,中国,河南, 联通
2013-02-27 17:18:27.816723,kuaiwan.com,222.50.124.102,NULL,kuaiwan.com,kuaiwan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.225.115.167,中国,浙江, 电信
2013-02-27 17:18:29.814195,189mv.cn,222.50.124.2,NULL,189mv.cn,189mv.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.63.133.186,中国,广东, 电信
2013-02-27 17:18:32.101236,环球网,222.50.124.82,NULL,环球网,www.huanqiu.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.31.42.20,中国,北京, 其它运营商
2013-02-27 17:18:32.534316,xcar.com.cn,222.50.124.26,NULL,xcar.com.cn,xcar.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,45.45,47.13,45.04,0.27,0.27,1.71,0.00,0.27,118.67.112.72,中国,北京, 其它运营商
2013-02-27 17:18:37.519592,dxsvr.com,222.50.124.2,NULL,dxsvr.com,dxsvr.com,广东铁通TOPn网站,NULL,0.000,100,0,73.91,77.91,73.49,0.52,0.32,4.01,0.00,0.51,119.161.213.143,中国,北京, 其它运营商
2013-02-27 17:18:39.618060,hao123.com,222.50.124.70,NULL,hao123.com,hao123.com,广东铁通TOPn网站,NULL,0.000,100,0,43.37,43.98,43.06,0.18,0.21,0.56,0.00,0.15,180.149.131.31,中国,北京, 电信
2013-02-27 17:18:46.902021,糗事百科,222.50.124.66,NULL,糗事百科,www.qiushibaike.com,网页类,NULL,0.000,100,0,55.80,57.52,53.52,1.46,1.22,3.78,0.00,1.26,183.203.15.209,中国,山西, 移动
2013-02-27 17:18:47.437504,环球网,222.50.124.114,NULL,环球网,www.huanqiu.com,网页类,NULL,1.000,100,1,47.24,47.63,46.96,0.13,0.15,0.46,0.00,0.10,125.39.187.20,中国,天津, 联通
2013-02-27 17:18:54.064086,vipshop.com,222.50.124.26,NULL,vipshop.com,vipshop.com,广东铁通TOPn网站,NULL,0.000,100,0,31.99,32.63,31.85,0.14,0.13,0.75,0.00,0.16,180.186.22.30,中国,北京, 移动
2013-02-27 17:18:55.054699,QQ空间,222.50.124.98,NULL,QQ空间,www.qzone.qq.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.90.143.191,中国,广东, 联通
2013-02-27 17:18:56.649266,cctv,123.89.176.30,NULL,cctv,www.cctv.com,网页类,NULL,0.000,100,0,37.41,37.72,37.14,0.15,0.20,0.49,0.00,0.11,122.70.142.160,中国,北京, 铁通
2013-02-27 17:19:07.066591,和讯网,222.50.124.94,NULL,和讯网,www.hexun.com,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:19:08.371270,5599.com,222.50.124.102,NULL,5599.com,5599.com,广东铁通TOPn网站,NULL,0.000,100,0,39.75,40.87,39.41,0.28,0.25,1.16,0.00,0.23,115.182.2.63,中国,北京, 移动
2013-02-27 17:19:08.432403,sogou.com,222.50.124.50,NULL,sogou.com,sogou.com,广东铁通TOPn网站,NULL,0.000,100,0,42.10,42.62,41.81,0.16,0.20,0.70,0.01,0.15,220.181.124.201,中国,北京, 电信
2013-02-27 17:19:13.061603,so.com,222.50.124.2,NULL,so.com,so.com,广东铁通TOPn网站,NULL,1.000,100,1,63.36,63.74,63.08,0.14,0.16,0.60,0.00,0.11,182.118.31.240,中国,河南, 联通
2013-02-27 17:19:15.054957,admaster.com.cn,222.50.124.70,NULL,admaster.com.cn,admaster.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.215.168.155,中国,江苏, 电信
2013-02-27 17:19:18.750592,guosen.cn,222.50.124.50,NULL,guosen.cn,guosen.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:19:20.673707,yy.com,222.50.124.2,NULL,yy.com,yy.com,广东铁通TOPn网站,NULL,0.000,100,0,113.08,147.63,109.43,4.34,1.40,36.21,0.03,4.29,61.55.172.36,中国,河北, 联通
2013-02-27 17:19:22.202313,环球网,222.50.124.106,NULL,环球网,www.huanqiu.com,网页类,NULL,0.000,100,0,71.16,73.16,70.84,0.35,0.26,2.13,0.01,0.41,113.31.42.20,中国,北京, 其它运营商
2013-02-27 17:19:29.702709,sohu.com.cn,222.50.124.26,NULL,sohu.com.cn,sohu.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.135.181.176,中国,北京, 联通
2013-02-27 17:19:33.876026,v-56.com,222.50.124.110,NULL,v-56.com,v-56.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.32.180.16,中国,广东, 电信
2013-02-27 17:19:36.670954,kankan.com,222.50.124.70,NULL,kankan.com,kankan.com,广东铁通TOPn网站,NULL,3.000,100,3,91.83,96.29,84.94,2.55,1.19,6.02,0.02,1.14,60.217.235.188,中国,山东, 联通
2013-02-27 17:19:37.207696,迅雷看看,222.50.124.46,NULL,迅雷看看,www.kankan.com,网页类,NULL,0.000,100,0,3.58,10.12,2.65,2.18,0.46,7.37,0.00,1.52,61.235.96.93,中国,广东, 铁通
2013-02-27 17:19:43.403699,环球网,123.89.176.38,NULL,环球网,www.huanqiu.com,网页类,NULL,0.000,100,0,68.06,74.94,67.01,1.98,0.55,7.77,0.01,1.27,113.31.42.20,中国,北京, 其它运营商
2013-02-27 17:19:44.182099,it168.com,222.50.124.70,NULL,it168.com,it168.com,广东铁通TOPn网站,NULL,0.000,100,0,30.20,37.53,29.97,1.04,0.14,7.46,0.00,0.74,223.202.33.211,中国,北京, 移动
2013-02-27 17:19:49.433210,idreamsky.com,222.50.124.90,NULL,idreamsky.com,idreamsky.com,广东铁通TOPn网站,NULL,0.000,100,0,10.81,11.59,10.31,0.23,0.25,1.10,0.01,0.21,124.172.236.21,中国,广东, 铁通
2013-02-27 17:19:49.738155,acs86.com,222.50.124.90,NULL,acs86.com,acs86.com,广东铁通TOPn网站,NULL,1.000,100,1,56.92,64.29,55.48,2.18,0.68,6.07,0.01,1.10,117.79.81.133,中国,北京, 其它运营商
2013-02-27 17:19:51.285506,迅雷看看,222.50.124.54,NULL,迅雷看看,www.kankan.com,网页类,NULL,0.000,100,0,2.79,2.93,2.67,0.06,0.05,0.18,0.00,0.04,61.235.96.93,中国,广东, 铁通
2013-02-27 17:19:56.322494,baidu.com,222.50.124.2,NULL,baidu.com,baidu.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220.181.111.86,中国,北京, 其它运营商
2013-02-27 17:19:58.961336,天空软件站,222.50.124.38,NULL,天空软件站,www.skycn.com,下载类,NULL,0.000,100,0,77.15,77.91,76.89,0.15,0.15,0.90,0.00,0.15,125.39.78.230,中国,天津, 联通
2013-02-27 17:20:02.963855,qplus.com,222.50.124.90,NULL,qplus.com,qplus.com,广东铁通TOPn网站,NULL,0.000,100,0,14.80,15.69,14.26,0.25,0.26,1.18,0.00,0.22,112.90.143.118,中国,广东, 联通
2013-02-27 17:20:03.931229,tianya.cn,222.50.124.2,NULL,tianya.cn,tianya.cn,广东铁通TOPn网站,NULL,0.000,100,0,105.91,111.09,99.91,2.70,0.76,2.48,0.02,0.54,221.11.172.222,中国,海南, 联通
2013-02-27 17:20:05.824754,adsame.com,222.50.124.70,NULL,adsame.com,adsame.com,广东铁通TOPn网站,NULL,0.000,100,0,39.52,39.64,39.38,0.05,0.06,0.17,0.00,0.04,118.26.200.34,中国,上海, 铁通
2013-02-27 17:20:12.924998,小说阅读网,222.50.124.66,NULL,小说阅读网,www.readnovel.com,网页类,NULL,0.000,100,0,56.23,63.27,55.82,1.17,0.20,6.35,0.00,0.63,60.210.23.65,中国,山东, 联通
2013-02-27 17:20:16.776845,cctv,222.50.124.102,NULL,cctv,www.cctv.com,网页类,NULL,0.000,100,0,43.63,50.02,42.50,2.12,0.47,6.82,0.00,1.04,122.70.142.160,中国,北京, 铁通
2013-02-27 17:20:18.737958,sandai.net,222.50.124.110,NULL,sandai.net,sandai.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:20:20.443855,cbsi.com.cn,222.50.124.110,NULL,cbsi.com.cn,cbsi.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118.67.124.252,中国,北京, 其它运营商
2013-02-27 17:20:20.574057,baidu.com,222.50.124.26,NULL,baidu.com,baidu.com,广东铁通TOPn网站,NULL,0.000,100,0,44.75,51.09,43.70,2.06,0.46,6.90,0.00,1.04,220.181.111.85,中国,北京, 其它运营商
2013-02-27 17:20:25.466264,新浪,222.50.124.10,NULL,新浪,www.sina.com.cn,网页类,NULL,0.000,100,0,37.97,45.12,36.98,2.27,0.48,7.74,0.00,1.39,211.98.132.64,中国,北京, 铁通
2013-02-27 17:20:27.323747,优酷,222.50.124.70,NULL,优酷,www.youku.com,网页类,NULL,0.000,100,0,29.13,36.12,28.07,2.16,0.32,7.95,0.00,1.02,122.72.120.241,中国,中国NDC, 铁通
2013-02-27 17:20:34.568416,天空软件站,222.50.124.50,NULL,天空软件站,www.skycn.com,下载类,NULL,0.000,100,0,56.83,57.14,56.53,0.13,0.14,0.45,0.00,0.10,125.39.78.230,中国,天津, 联通
2013-02-27 17:20:43.823387,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.102,NULL,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,NULL,0.000,100,0,0.64,1.98,0.54,0.14,0.05,1.41,0.00,0.19,222.50.124.86,中国,广东, 铁通
2013-02-27 17:20:44.435470,91.com,222.50.124.102,NULL,91.com,91.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.207.254.111,中国,福建, 电信
2013-02-27 17:20:47.011162,qq邮箱,222.50.124.2,NULL,qq邮箱,www.mail.qq.com,网页类,NULL,0.000,100,0,5.09,6.51,4.08,0.73,0.86,2.23,0.00,0.62,120.196.210.104,中国,广东, 移动
2013-02-27 17:20:48.939673,cctv,222.50.124.82,NULL,cctv,www.cctv.com,网页类,NULL,0.000,100,0,37.32,37.68,37.02,0.16,0.18,0.64,0.00,0.14,122.70.142.160,中国,北京, 铁通
2013-02-27 17:20:56.049211,ss3w.com,222.50.124.26,NULL,ss3w.com,ss3w.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205.178.189.129,美国,NULL, 其它运营商
2013-02-27 17:20:56.111899,天空软件站,222.50.124.130,NULL,天空软件站,www.skycn.com,下载类,NULL,0.000,100,0,68.61,68.84,68.37,0.10,0.12,0.40,0.00,0.09,125.39.78.230,中国,天津, 联通
