结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,解析时间,丢包,发包数,丢包数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,结果 IP 地址,结果国家名称,结果省名称,结果归属地
2013-02-27 17:06:22.448093,szhtxx.com,222.50.124.110,NULL,szhtxx.com,szhtxx.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.204.65.21,中国,广东, 其它运营商
2013-02-27 17:06:23.719268,readnovel.com,222.50.124.90,NULL,readnovel.com,readnovel.com,广东铁通TOPn网站,NULL,0.000,100,0,32.31,32.40,32.25,0.03,0.03,0.10,0.00,0.02,118.244.198.2,中国,吉林, 铁通
2013-02-27 17:06:27.684689,网易,222.50.124.86,NULL,网易,www.163.com,网页类,NULL,0.000,100,0,41.74,42.08,41.41,0.17,0.17,0.44,0.00,0.12,223.87.1.59,中国,四川, 移动
2013-02-27 17:06:37.120071,chinaiiss.com,222.50.124.2,NULL,chinaiiss.com,chinaiiss.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.10.117.198,中国,广东, 电信
2013-02-27 17:06:37.233046,黑龙江联通,222.50.124.106,NULL,黑龙江联通,www.hl.cnc.cn,网页类,NULL,0.000,100,0,61.04,61.67,60.88,0.12,0.12,0.63,0.00,0.14,221.212.213.106,中国,黑龙江, 联通
2013-02-27 17:06:39.790296,moonbasa.com,222.50.124.26,NULL,moonbasa.com,moonbasa.com,广东铁通TOPn网站,NULL,0.000,100,0,12.26,18.79,11.38,1.20,0.94,6.94,0.01,1.33,113.108.220.136,中国,广东, 电信
2013-02-27 17:06:45.779612,环球网,123.89.176.30,NULL,环球网,www.huanqiu.com,网页类,NULL,1.000,100,1,73.21,75.86,72.81,0.43,0.29,2.69,0.01,0.40,113.31.42.20,中国,北京, 其它运营商
2013-02-27 17:06:48.687024,icast.cn,222.50.124.50,NULL,icast.cn,icast.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222.73.178.102,中国,上海, 电信
2013-02-27 17:06:49.216433,10086.cn,222.50.124.70,NULL,10086.cn,10086.cn,广东铁通TOPn网站,NULL,0.000,100,0,46.71,51.59,42.99,2.38,2.68,7.16,0.05,1.97,218.206.191.70,中国,北京, 移动
2013-02-27 17:06:56.297258,soso.com,222.50.124.50,NULL,soso.com,soso.com,广东铁通TOPn网站,NULL,0.000,100,0,105.27,108.17,102.51,1.40,0.61,2.33,0.02,0.52,61.135.167.27,中国,北京, 联通
2013-02-27 17:06:58.749726,kejet.net,222.50.124.2,NULL,kejet.net,kejet.net,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.226.122.236,中国,浙江, 电信
2013-02-27 17:07:01.542766,qihoo.com,222.50.124.26,NULL,qihoo.com,qihoo.com,广东铁通TOPn网站,NULL,0.000,100,0,42.34,49.26,41.31,2.15,0.53,7.39,0.00,1.29,61.55.181.124,中国,河北, 联通
2013-02-27 17:07:04.673492,56.com,222.50.124.102,NULL,56.com,56.com,广东铁通TOPn网站,NULL,0.000,100,0,3.38,10.88,2.54,2.01,0.58,6.74,0.00,1.42,112.90.57.7,中国,广东, 联通
2013-02-27 17:07:04.978412,88210212.com,222.50.124.102,NULL,88210212.com,88210212.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.106.18.148,中国,广东, 电信
2013-02-27 17:07:09.113178,sina.com.cn,222.50.124.110,NULL,sina.com.cn,sina.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202.108.33.60,中国,北京, 其它运营商
2013-02-27 17:07:17.829591,广州妈妈网,222.50.124.130,NULL,广州妈妈网,www.gzmama.com,网页类,NULL,0.000,100,0,4.19,5.89,3.91,0.34,0.32,1.90,0.00,0.39,58.248.62.30,中国,广东, 联通
2013-02-27 17:07:18.206395,paipai.com,222.50.124.102,NULL,paipai.com,paipai.com,广东铁通TOPn网站,NULL,0.000,100,0,12.02,14.22,11.89,0.23,0.11,2.27,0.00,0.31,58.251.150.244,中国,广东, 联通
2013-02-27 17:07:18.225727,安卓商城官网,222.50.124.114,NULL,安卓商城官网,https://play.google.com/store,网页类,NULL,0.000,100,0,0.62,0.82,0.53,0.05,0.05,0.19,0.00,0.04,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:07:20.283881,irs01.com,222.50.124.2,NULL,irs01.com,irs01.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.169.20.131,中国,上海, 电信
2013-02-27 17:07:24.559626,88210212.com,222.50.124.70,NULL,88210212.com,88210212.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.106.18.148,中国,广东, 电信
2013-02-27 17:07:28.347248,778669.com,222.50.124.50,NULL,778669.com,778669.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:07:30.630722,baidu-1img.cn,222.50.124.110,NULL,baidu-1img.cn,baidu-1img.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:07:36.973052,360safe.com,222.50.124.26,NULL,360safe.com,360safe.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.238.254.53,中国,河北, 电信
2013-02-27 17:07:42.016245,sohu.com,222.50.124.2,NULL,sohu.com,sohu.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.135.181.176,中国,北京, 联通
2013-02-27 17:07:45.632304,2345.com,222.50.124.90,NULL,2345.com,2345.com,广东铁通TOPn网站,NULL,0.000,100,0,35.46,36.30,35.29,0.15,0.12,0.88,0.01,0.14,211.151.66.100,中国,北京, 联通
2013-02-27 17:07:45.936976,xcar.com.cn,222.50.124.90,NULL,xcar.com.cn,xcar.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118.67.112.72,中国,北京, 其它运营商
2013-02-27 17:07:46.085721,广州妈妈网,222.50.124.86,NULL,广州妈妈网,www.gzmama.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.248.62.30,中国,广东, 联通
2013-02-27 17:07:58.520722,chinagames.net,222.50.124.26,NULL,chinagames.net,chinagames.net,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.60.26.198,中国,广东, 电信
2013-02-27 17:08:03.650533,yngxxx.com,222.50.124.2,NULL,yngxxx.com,yngxxx.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.107.108.37,中国,广东, 电信
2013-02-27 17:08:04.878261,poco,123.89.176.30,NULL,poco,www.poco.cn,网页类,NULL,0.000,100,0,69.51,78.04,68.65,1.48,0.96,9.17,0.00,1.63,125.39.187.32,中国,天津, 联通
2013-02-27 17:08:06.329722,广州妈妈网,222.50.124.34,NULL,广州妈妈网,www.gzmama.com,网页类,NULL,0.000,100,0,19.98,21.65,19.49,0.38,0.35,1.81,0.00,0.36,58.248.62.34,中国,广东, 联通
2013-02-27 17:08:07.632733,funshion.com,222.50.124.70,NULL,funshion.com,funshion.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.14.38.133,中国,广东, 电信
2013-02-27 17:08:11.162567,cctv,222.50.124.18,NULL,cctv,www.cctv.com,网页类,NULL,0.000,100,0,41.70,42.05,41.41,0.17,0.20,0.52,0.00,0.14,223.87.1.59,中国,四川, 移动
2013-02-27 17:08:12.862796,soufun.com,222.50.124.102,NULL,soufun.com,soufun.com,广东铁通TOPn网站,NULL,0.000,100,0,45.87,47.80,45.53,0.31,0.29,2.11,0.00,0.36,202.108.253.57,中国,北京, 联通
2013-02-27 17:08:13.168949,weibo.com,222.50.124.90,NULL,weibo.com,weibo.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-27 17:08:14.911245,qiyou.com,222.50.124.50,NULL,qiyou.com,qiyou.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.248.34.220,美国,NULL, 其它运营商
2013-02-27 17:08:21.676484,funshion.net,222.50.124.2,NULL,funshion.net,funshion.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:08:22.321060,poco,222.50.124.50,NULL,poco,www.poco.cn,网页类,NULL,0.000,100,0,62.22,62.77,61.97,0.14,0.16,0.67,0.00,0.13,221.204.248.116,中国,山西, 联通
2013-02-27 17:08:26.604378,10086.cn,222.50.124.102,NULL,10086.cn,10086.cn,广东铁通TOPn网站,NULL,0.000,100,0,42.75,46.18,39.25,1.85,2.26,5.73,0.03,1.57,218.206.191.72,中国,北京, 移动
2013-02-27 17:08:27.774559,sogou.com,222.50.124.26,NULL,sogou.com,sogou.com,广东铁通TOPn网站,NULL,0.000,100,0,44.91,45.35,44.60,0.18,0.22,0.63,0.00,0.17,220.181.124.201,中国,北京, 电信
2013-02-27 17:08:29.257213,tom.com,222.50.124.70,NULL,tom.com,tom.com,广东铁通TOPn网站,NULL,2.000,100,2,50.49,51.72,47.51,0.87,0.88,3.94,0.00,0.77,202.108.12.62,中国,北京, 联通
2013-02-27 17:08:42.106649,189qas.com,222.50.124.110,NULL,189qas.com,189qas.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.228.171.120,中国,上海, 电信
2013-02-27 17:08:43.839729,mapbar.com,222.50.124.50,NULL,mapbar.com,mapbar.com,广东铁通TOPn网站,NULL,0.000,100,0,32.13,32.38,32.00,0.07,0.08,0.27,0.00,0.06,211.157.24.135,中国,北京, 联通
2013-02-27 17:08:49.407621,优酷,222.50.124.34,NULL,优酷,www.youku.com,网页类,NULL,0.000,100,0,28.32,28.66,28.04,0.14,0.10,0.48,0.01,0.11,122.72.120.241,中国,中国NDC, 铁通
2013-02-27 17:08:50.680161,广州网,222.50.124.74,NULL,广州网,www.020.com,网页类,NULL,60.000,100,60,3.71,4.17,3.58,0.11,0.11,0.55,0.00,0.12,120.31.61.171,中国,广东, 铁通
2013-02-27 17:08:51.418746,微博,123.89.176.38,NULL,微博,www.weibo.com,网页类,NULL,0.000,100,0,42.94,43.41,42.37,0.21,0.24,0.71,0.00,0.18,180.149.134.17,中国,北京, 电信
2013-02-27 17:08:54.244730,xlpan.com,222.50.124.102,NULL,xlpan.com,xlpan.com,广东铁通TOPn网站,NULL,2.000,100,2,62.24,63.49,59.09,0.89,1.01,2.98,0.01,0.71,111.161.24.166,中国,北京, 联通
2013-02-27 17:08:54.313360,微博,222.50.124.14,NULL,微博,www.weibo.com,网页类,NULL,0.000,100,0,41.84,42.56,41.48,0.15,0.14,1.00,0.00,0.16,180.149.134.17,中国,北京, 电信
2013-02-27 17:08:58.291005,太平洋电脑网,110.209.253.254,NULL,太平洋电脑网,www.pconline.com.cn,网页类,NULL,0.000,100,0,35.23,166.00,2.39,48.18,25.59,163.48,0.00,39.42,210.21.118.120,中国,广东, 联通
2013-02-27 17:09:05.380658,chinaiiss.com,222.50.124.50,NULL,chinaiiss.com,chinaiiss.com,广东铁通TOPn网站,NULL,0.000,100,0,9.80,10.69,9.60,0.22,0.22,1.02,0.01,0.25,121.10.117.198,中国,广东, 电信
2013-02-27 17:09:07.749275,ifeng.com,222.50.124.102,NULL,ifeng.com,ifeng.com,广东铁通TOPn网站,NULL,1.000,100,1,53.07,53.90,52.78,0.21,0.17,0.84,0.00,0.15,123.125.72.60,中国,北京, 联通
2013-02-27 17:09:11.029804,ittzz.com,222.50.124.26,NULL,ittzz.com,ittzz.com,广东铁通TOPn网站,NULL,0.000,100,0,31.99,55.12,30.57,4.06,1.31,11.92,0.00,2.37,118.26.225.53,中国,上海, 铁通
2013-02-27 17:09:15.944090,ittzz.com,222.50.124.2,NULL,ittzz.com,ittzz.com,广东铁通TOPn网站,NULL,0.000,100,0,41.14,68.59,39.43,4.83,1.37,21.18,0.00,3.04,118.26.225.53,中国,上海, 铁通
2013-02-27 17:09:21.484271,hexun.com,222.50.124.102,NULL,hexun.com,hexun.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.173.14.2,中国,湖北, 电信
2013-02-27 17:09:27.027481,黑龙江联通,222.50.124.50,NULL,黑龙江联通,www.hl.cnc.cn,网页类,NULL,0.000,100,0,79.53,79.86,79.34,0.09,0.10,0.31,0.01,0.07,221.212.213.106,中国,黑龙江, 联通
2013-02-27 17:09:27.066768,itc.cn,222.50.124.110,NULL,itc.cn,itc.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:09:28.672790,88210212.com,222.50.124.110,NULL,88210212.com,88210212.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.106.18.148,中国,广东, 电信
2013-02-27 17:09:32.661650,so.com,222.50.124.26,NULL,so.com,so.com,广东铁通TOPn网站,NULL,0.000,100,0,61.33,61.72,61.10,0.13,0.15,0.50,0.00,0.11,182.118.31.240,中国,河南, 联通
2013-02-27 17:09:33.836090,1360.cn,222.50.124.70,NULL,1360.cn,1360.cn,广东铁通TOPn网站,NULL,6.000,100,6,35.56,38.48,35.00,0.59,0.52,2.78,0.02,0.48,58.68.151.179,中国,北京, 移动
2013-02-27 17:09:35.096262,微博,222.50.124.102,NULL,微博,www.weibo.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-27 17:09:37.565203,小说阅读网,222.50.124.10,NULL,小说阅读网,www.readnovel.com,网页类,NULL,0.000,100,0,59.66,60.11,59.43,0.13,0.15,0.50,0.00,0.12,60.210.23.74,中国,山东, 联通
2013-02-27 17:09:41.341121,iqiyi.com,222.50.124.70,NULL,iqiyi.com,iqiyi.com,广东铁通TOPn网站,NULL,0.000,100,0,40.60,40.93,40.42,0.09,0.11,0.45,0.00,0.09,202.108.14.15,中国,北京, 联通
2013-02-27 17:09:48.417257,qqopenapp.com,222.50.124.90,NULL,qqopenapp.com,qqopenapp.com,广东铁通TOPn网站,NULL,0.000,100,0,0.63,0.79,0.54,0.05,0.06,0.23,0.00,0.05,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:09:48.585289,qihoo.com,222.50.124.50,NULL,qihoo.com,qihoo.com,广东铁通TOPn网站,NULL,0.000,100,0,51.39,51.91,51.16,0.09,0.09,0.55,0.00,0.10,61.55.181.124,中国,河北, 联通
2013-02-27 17:09:48.721898,admaster.com.cn,222.50.124.90,NULL,admaster.com.cn,admaster.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.215.168.155,中国,江苏, 电信
2013-02-27 17:09:59.106238,糗事百科,222.50.124.10,NULL,糗事百科,www.qiushibaike.com,网页类,NULL,0.000,100,0,56.60,58.44,54.23,1.46,1.52,3.84,0.00,1.36,183.203.15.209,中国,山西, 移动
2013-02-27 17:10:01.209437,安卓商城官网,123.89.176.38,NULL,安卓商城官网,https://play.google.com/store,网页类,NULL,0.000,100,0,0.61,0.73,0.53,0.04,0.05,0.17,0.00,0.04,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:10:04.750935,zqlx.com,222.50.124.102,NULL,zqlx.com,zqlx.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:10:08.195262,广州妈妈网,222.50.124.38,NULL,广州妈妈网,www.gzmama.com,网页类,NULL,1.000,100,1,19.46,20.15,19.16,0.19,0.21,0.85,0.00,0.17,58.248.62.30,中国,广东, 联通
2013-02-27 17:10:15.907128,优酷,222.50.124.46,NULL,优酷,www.youku.com,网页类,NULL,0.000,100,0,24.20,24.54,23.93,0.14,0.11,0.61,0.00,0.12,122.72.120.241,中国,中国NDC, 铁通
2013-02-27 17:10:16.066626,网易,222.50.124.94,NULL,网易,www.163.com,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:10:16.887094,snyu.com,222.50.124.70,NULL,snyu.com,snyu.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.215.169.133,中国,江苏, 电信
2013-02-27 17:10:20.830557,工商银行,222.50.124.14,NULL,工商银行,www.icbc.com.cn,网页类,NULL,0.000,100,0,126.25,131.10,121.41,2.45,0.64,1.96,0.03,0.47,113.31.42.29,中国,北京, 其它运营商
2013-02-27 17:10:23.939056,37wan.com,222.50.124.50,NULL,37wan.com,37wan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.129.216.157,中国,广东, 电信
2013-02-27 17:10:24.532792,it168.com,222.50.124.110,NULL,it168.com,it168.com,广东铁通TOPn网站,NULL,0.000,100,0,32.21,32.42,32.12,0.04,0.05,0.18,0.00,0.03,223.202.33.211,中国,北京, 移动
2013-02-27 17:10:31.451959,优酷视频,222.50.124.130,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,NULL,0.000,100,0,0.67,0.85,0.57,0.06,0.06,0.22,0.00,0.05,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:10:37.350799,安卓商城官网,222.50.124.34,NULL,安卓商城官网,https://play.google.com/store,网页类,NULL,0.000,100,0,0.63,2.93,0.51,0.24,0.11,2.35,0.00,0.32,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:10:38.316020,duowan.com,222.50.124.70,NULL,duowan.com,duowan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120.132.133.62,中国,北京, 其它运营商
2013-02-27 17:10:43.079752,155.com,222.50.124.102,NULL,155.com,155.com,广东铁通TOPn网站,NULL,0.000,100,0,45.50,46.90,45.19,0.31,0.31,1.59,0.00,0.34,119.188.11.3,中国,山东, 联通
2013-02-27 17:10:43.385255,digieq.com,222.50.124.102,NULL,digieq.com,digieq.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.232.240.148,中国,北京, 其它运营商
2013-02-27 17:10:46.020829,mapbar.com,222.50.124.70,NULL,mapbar.com,mapbar.com,广东铁通TOPn网站,NULL,0.000,100,0,27.87,28.15,27.66,0.08,0.09,0.33,0.00,0.08,211.157.24.135,中国,北京, 联通
2013-02-27 17:10:53.294352,3322.org,222.50.124.50,NULL,3322.org,3322.org,广东铁通TOPn网站,NULL,0.000,100,0,225.66,236.70,219.07,4.15,1.01,3.74,0.02,0.80,61.160.239.28,中国,江苏, 电信
2013-02-27 17:10:56.272840,70e.com,222.50.124.2,NULL,70e.com,70e.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.248.34.220,美国,NULL, 其它运营商
2013-02-27 17:10:58.979728,糗事百科,222.50.124.38,NULL,糗事百科,www.qiushibaike.com,网页类,NULL,0.000,100,0,56.27,57.92,53.95,1.53,1.56,3.88,0.01,1.36,183.203.15.209,中国,山西, 移动
2013-02-27 17:11:01.775275,taotaosou.com,222.50.124.110,NULL,taotaosou.com,taotaosou.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.236.101.27,中国,浙江, 电信
2013-02-27 17:11:10.727477,ad-plus.cn,222.50.124.102,NULL,ad-plus.cn,ad-plus.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220.181.20.30,中国,北京, 电信
2013-02-27 17:11:14.522779,安卓商城官网,222.50.124.130,NULL,安卓商城官网,https://play.google.com/store,网页类,NULL,0.000,100,0,0.66,0.79,0.58,0.05,0.06,0.18,0.00,0.04,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:11:18.004728,kuwo.cn,222.50.124.2,NULL,kuwo.cn,kuwo.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221.238.18.57,中国,天津, 电信
2013-02-27 17:11:20.609341,kejet.net,222.50.124.26,NULL,kejet.net,kejet.net,广东铁通TOPn网站,NULL,0.000,100,0,25.15,25.80,24.85,0.20,0.18,0.79,0.00,0.16,122.226.122.236,中国,浙江, 电信
2013-02-27 17:11:21.361609,kuaibo.com,222.50.124.70,NULL,kuaibo.com,kuaibo.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175.6.0.102,中国,湖南, 电信
2013-02-27 17:11:24.454005,pc120.com,222.50.124.90,NULL,pc120.com,pc120.com,广东铁通TOPn网站,NULL,1.000,100,1,61.51,61.96,61.07,0.20,0.23,0.70,0.01,0.18,114.112.68.164,中国,江苏, 移动
2013-02-27 17:11:25.091902,太平洋电脑网,123.65.232.142,NULL,太平洋电脑网,www.pconline.com.cn,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210.21.118.120,中国,广东, 联通
2013-02-27 17:11:26.664828,778669.com,222.50.124.102,NULL,778669.com,778669.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:11:34.704708,scorecardresearch.com,222.50.124.110,NULL,scorecardresearch.com,scorecardresearch.com,广东铁通TOPn网站,NULL,0.000,100,0,253.81,257.53,253.46,0.49,0.37,3.96,0.00,0.60,165.193.78.252,美国,NULL, 其它运营商
2013-02-27 17:11:36.245316,189qas.com,222.50.124.50,NULL,189qas.com,189qas.com,广东铁通TOPn网站,NULL,0.000,100,0,28.09,29.09,27.80,0.25,0.24,1.17,0.00,0.28,116.228.171.120,中国,上海, 电信
2013-02-27 17:11:38.069813,taomee.com,222.50.124.102,NULL,taomee.com,taomee.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.80.99.112,中国,上海, 电信
2013-02-27 17:11:39.422641,178.com,222.50.124.2,NULL,178.com,178.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123.134.67.166,中国,山东, 联通
2013-02-27 17:11:42.978448,ijinshan.com,222.50.124.70,NULL,ijinshan.com,ijinshan.com,广东铁通TOPn网站,NULL,9.000,100,9,54.91,55.82,51.79,0.75,0.81,3.78,0.00,0.75,114.112.68.197,中国,江苏, 移动
2013-02-27 17:11:56.148999,91.com,222.50.124.26,NULL,91.com,91.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.207.254.111,中国,福建, 电信
2013-02-27 17:11:57.629305,土豆网,222.50.124.114,NULL,土豆网,www.tudou.com,网页类,NULL,0.000,100,0,42.75,43.16,42.64,0.07,0.07,0.48,0.00,0.07,123.126.98.150,中国,北京, 联通
2013-02-27 17:11:57.671248,mop.com,222.50.124.50,NULL,mop.com,mop.com,广东铁通TOPn网站,NULL,0.000,100,0,42.78,45.42,42.45,0.42,0.29,2.58,0.00,0.44,211.100.39.136,中国,北京, 电信
2013-02-27 17:12:01.066647,duowan.com,222.50.124.2,NULL,duowan.com,duowan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120.132.133.62,中国,北京, 其它运营商
2013-02-27 17:12:03.761371,qidian.com,222.50.124.26,NULL,qidian.com,qidian.com,广东铁通TOPn网站,NULL,0.000,100,0,33.70,34.53,33.45,0.18,0.18,0.83,0.00,0.18,202.102.58.214,中国,江苏, 电信
2013-02-27 17:12:04.416425,irs01.com,222.50.124.70,NULL,irs01.com,irs01.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.169.20.131,中国,上海, 电信
2013-02-27 17:12:05.314693,2345.com,222.50.124.102,NULL,2345.com,2345.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.227.230.133,中国,浙江, 电信
2013-02-27 17:12:19.026740,baofeng.net,222.50.124.90,NULL,baofeng.net,baofeng.net,广东铁通TOPn网站,NULL,1.000,100,1,67.90,69.95,67.36,0.39,0.39,2.44,0.00,0.46,60.28.110.233,中国,天津, 联通
2013-02-27 17:12:19.200314,淘宝网,222.50.124.66,NULL,淘宝网,www.taobao.com,网页类,NULL,0.000,100,0,42.37,42.52,42.30,0.03,0.04,0.16,0.00,0.03,122.72.3.251,中国,中国NDC, 铁通
2013-02-27 17:12:22.714598,funshion.com,222.50.124.2,NULL,funshion.com,funshion.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.252.181.190,中国,广西, 电信
2013-02-27 17:12:26.141583,xunlei.com,222.50.124.70,NULL,xunlei.com,xunlei.com,广东铁通TOPn网站,NULL,5.000,100,5,17.96,19.76,14.84,0.77,0.74,3.35,0.00,0.75,58.251.57.166,中国,广东, 其它运营商
2013-02-27 17:12:30.327414,华军软件园,222.50.124.22,NULL,华军软件园,www.onlinedown.net,下载类,NULL,0.000,100,0,32.37,33.33,32.11,0.18,0.21,1.06,0.01,0.17,120.193.11.195,中国,浙江, 移动
2013-02-27 17:12:32.647285,天空软件站,222.50.124.94,NULL,天空软件站,www.skycn.com,下载类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:12:33.562265,xlpan.com,222.50.124.70,NULL,xlpan.com,xlpan.com,广东铁通TOPn网站,NULL,0.000,100,0,54.01,56.60,51.19,1.57,1.58,4.30,0.07,1.10,111.161.24.152,中国,北京, 联通
