结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,路由变化,路由跳数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,丢包,发包数,丢包数,结果 IP 地址,结果国家名称,结果省名称,结果归属地,附加项
2013-02-27 17:06:01.549242,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,kugou.com,kugou.com,广东铁通TOPn网站,4,9,6.80,16.14,0.58,5.65,1.25,3.81,0.00,1.58,0.000,27,0,113.106.27.244,中国,广东, 电信,9
2013-02-27 17:06:03.202093,广东铁通5-qylt02(xhht)联通出口,222.50.124.106,NULL,qq邮箱,www.mail.qq.com,网页类,5,11,7.03,28.78,0.60,8.27,5.23,31.22,0.00,9.53,9.091,33,3,120.196.210.104,中国,广东, 移动,11
2013-02-27 17:06:13.763990,广东铁通2-gzlt02(gzhy)联通出口,222.50.124.74,NULL,太平洋电脑网,www.pconline.com.cn,网页类,0,12,9.84,35.29,0.94,9.13,3.80,34.12,0.00,9.61,11.111,36,4,210.21.118.120,中国,广东, 联通,12
2013-02-27 17:06:15.301993,广东铁通2-hzdx01(hyhr)电信出口,222.50.124.6,NULL,网易,www.163.com,网页类,5,12,24.66,45.06,0.58,18.80,1.71,8.60,0.00,3.00,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-27 17:06:20.431013,广东铁通3-hazlt01(bjdx)联通出口,222.50.124.58,NULL,小说阅读网,www.readnovel.com,网页类,2,30,3.12,10.53,0.59,3.75,0.95,3.04,0.00,1.18,83.333,90,75,60.210.23.74,中国,山东, 联通,30
2013-02-27 17:06:22.437350,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,工商银行,www.icbc.com.cn,网页类,0,17,18.49,52.11,0.59,21.76,0.33,2.06,0.00,0.57,7.843,51,4,125.39.39.42,中国,天津, 联通,17
2013-02-27 17:06:25.167974,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,soso.com,soso.com,广东铁通TOPn网站,28,30,3.90,11.12,0.62,4.29,0.43,1.16,0.00,0.46,86.667,90,78,61.135.167.27,中国,北京, 联通,30
2013-02-27 17:06:25.675490,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,qq邮箱,www.mail.qq.com,网页类,4,12,5.82,22.34,0.62,6.00,4.63,32.36,0.00,9.47,5.556,36,2,120.196.210.104,中国,广东, 移动,12
2013-02-27 17:06:37.396903,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,51.com,51.com,广东铁通TOPn网站,0,30,2.47,10.68,0.56,2.18,0.92,14.55,0.00,2.88,0.000,90,0,61.130.108.152,中国,浙江, 电信,30
2013-02-27 17:06:40.970475,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,糗事百科,www.qiushibaike.com,网页类,1,13,34.25,61.41,0.58,24.16,6.58,50.74,0.00,13.41,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-27 17:06:45.210675,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,chinaiiss.com,chinaiiss.com,广东铁通TOPn网站,0,20,4.91,16.68,0.57,6.73,0.77,5.42,0.00,1.76,60.000,60,36,121.10.117.198,中国,广东, 电信,20
2013-02-27 17:06:46.016550,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,adsame.com,adsame.com,广东铁通TOPn网站,0,11,28.88,67.51,0.62,18.00,1.54,9.55,0.00,2.63,3.030,33,1,118.26.200.34,中国,上海, 铁通,11
2013-02-27 17:06:46.139332,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,360.cn,360.cn,广东铁通TOPn网站,0,18,14.47,76.37,0.57,27.75,0.23,0.82,0.00,0.30,66.667,54,36,125.39.100.74,中国,天津, 联通,18
2013-02-27 17:06:51.943872,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,synacast.com,synacast.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,32.45.49.57,美国,NULL, 其它运营商,0
2013-02-27 17:06:53.561765,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,sdo.com,sdo.com,广东铁通TOPn网站,0,30,5.06,68.49,0.72,12.16,3.94,73.81,0.00,13.63,0.000,90,0,114.80.132.136,中国,上海, 电信,30
2013-02-27 17:07:07.309900,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,天空软件站,www.skycn.com,下载类,2,23,39.81,98.64,0.60,30.30,1.12,6.67,0.00,1.80,8.696,69,6,125.39.78.230,中国,天津, 联通,23
2013-02-27 17:07:08.808747,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,优酷,www.youku.com,网页类,0,7,19.64,32.96,0.74,12.20,3.86,14.69,0.00,5.21,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-27 17:07:16.701331,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,admaster.com.cn,admaster.com.cn,广东铁通TOPn网站,0,30,3.31,14.03,0.59,3.36,1.93,17.42,0.00,4.45,0.000,90,0,58.215.168.155,中国,江苏, 电信,30
2013-02-27 17:07:23.996830,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,xcy8.com,xcy8.com,广东铁通TOPn网站,0,30,4.50,11.61,0.63,5.03,0.38,0.82,0.00,0.32,90.000,90,81,121.10.173.39,中国,广东, 电信,30
2013-02-27 17:07:28.867745,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,youdao.com,youdao.com,广东铁通TOPn网站,1,19,15.26,74.89,0.54,26.93,0.93,3.82,0.00,1.39,68.421,57,39,61.135.218.26,中国,北京, 联通,19
2013-02-27 17:07:34.438015,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,天空软件站,www.skycn.com,下载类,0,30,3.13,9.47,0.70,3.68,0.48,0.91,0.00,0.37,86.667,90,78,125.39.78.230,中国,天津, 联通,30
2013-02-27 17:07:37.966900,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,黑龙江联通,www.hl.cnc.cn,网页类,0,17,32.56,86.98,0.57,36.14,1.70,11.14,0.00,2.83,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-27 17:07:41.460476,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,qqgameapp.com,qqgameapp.com,广东铁通TOPn网站,0,5,2.35,8.71,0.57,3.18,0.33,0.98,0.00,0.38,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-27 17:07:42.379485,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,天空软件站,www.skycn.com,下载类,0,30,59.06,157.67,0.92,70.10,42.45,100.47,0.00,42.38,90.000,90,81,125.39.78.230,中国,天津, 联通,30
2013-02-27 17:07:46.192447,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,soufun.com,soufun.com,广东铁通TOPn网站,0,17,13.15,65.97,0.59,23.75,0.40,1.05,0.00,0.43,64.706,51,33,202.108.253.57,中国,北京, 联通,17
2013-02-27 17:07:46.193562,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,sohu.com,sohu.com,广东铁通TOPn网站,0,30,22.63,65.32,0.66,23.67,5.52,52.34,0.00,13.09,53.333,90,48,61.135.181.175,中国,北京, 联通,30
2013-02-27 17:07:47.630058,广东铁通4-zhdx(hyhr)电信出口,222.50.124.14,NULL,土豆网,www.tudou.com,网页类,7,18,22.73,67.97,0.56,24.88,0.63,2.95,0.00,0.81,22.222,54,12,123.126.98.151,中国,北京, 联通,18
2013-02-27 17:07:51.858508,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,kuai8.com,kuai8.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-27 17:07:57.848790,广东铁通5-qylt02(xhht)联通出口,222.50.124.106,NULL,广州妈妈网,www.gzmama.com,网页类,6,12,7.21,13.01,0.56,4.76,0.40,3.15,0.00,0.85,0.000,36,0,58.248.62.30,中国,广东, 联通,12
2013-02-27 17:07:58.836427,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,2.01,8.49,0.56,2.90,1.22,6.97,0.00,2.57,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-27 17:08:03.321675,广东铁通2-gzlt02(gzhy)联通出口,222.50.124.74,NULL,微博,www.weibo.com,网页类,0,30,2.09,6.99,0.62,1.41,0.23,3.09,0.00,0.58,0.000,90,0,180.149.134.17,中国,北京, 电信,30
2013-02-27 17:08:06.957689,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,3393.com,3393.com,广东铁通TOPn网站,0,30,3.19,7.97,0.54,3.38,1.26,3.75,0.00,1.76,90.000,90,81,121.10.173.39,中国,广东, 电信,30
2013-02-27 17:08:07.705917,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,QQ空间,www.qzone.qq.com,网页类,0,30,3.56,7.17,0.62,2.30,3.14,6.28,0.00,2.27,83.333,90,75,112.90.143.191,中国,广东, 联通,30
2013-02-27 17:08:10.935672,广东铁通6-hazdx01(zdxd)电信出口,222.50.124.46,NULL,cctv,www.cctv.com,网页类,0,12,29.47,71.38,0.57,22.57,12.55,75.34,0.00,24.91,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-27 17:08:20.475733,广东铁通3-huzlt03(bjdx)联通出口,222.50.124.98,NULL,华军软件园,www.onlinedown.net,下载类,12,11,15.75,34.09,0.70,14.61,1.03,9.37,0.00,2.65,0.000,33,0,120.193.11.194,中国,浙江, 移动,11
2013-02-27 17:08:20.594522,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,太平洋电脑网,www.pconline.com.cn,网页类,0,30,4.11,9.52,0.77,3.50,6.86,25.54,0.00,10.79,86.667,90,78,210.21.118.120,中国,广东, 联通,30
2013-02-27 17:08:21.138366,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,qq邮箱,www.mail.qq.com,网页类,4,12,8.01,28.42,0.64,8.45,9.31,54.53,0.00,16.63,2.778,36,1,120.196.210.104,中国,广东, 移动,12
2013-02-27 17:08:23.295703,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,aipai.com,aipai.com,广东铁通TOPn网站,0,30,2.79,6.71,0.60,2.77,1.47,4.36,0.00,2.04,90.000,90,81,121.10.241.89,中国,广东, 电信,30
2013-02-27 17:08:24.668794,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,70e.com,70e.com,广东铁通TOPn网站,0,30,61.14,127.73,0.65,50.73,2.00,12.16,0.00,3.58,63.333,90,57,54.248.34.220,美国,NULL, 其它运营商,30
2013-02-27 17:08:30.390651,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,qiyi.com,qiyi.com,广东铁通TOPn网站,20,11,28.26,42.99,0.57,14.92,1.40,6.98,0.00,2.56,0.000,33,0,202.108.14.56,中国,北京, 联通,11
2013-02-27 17:08:31.535024,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,allyes.com,allyes.com,广东铁通TOPn网站,0,30,25.88,57.38,0.59,22.04,2.71,40.45,0.00,9.45,43.333,90,39,116.246.18.251,中国,上海, 电信,30
2013-02-27 17:08:36.472189,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,sinajs.cn,sinajs.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,57.255.209.111,法国,NULL, 其它运营商,0
2013-02-27 17:08:45.716617,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,网易,www.163.com,网页类,5,12,24.34,44.07,0.60,19.58,0.65,2.13,0.00,0.84,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-27 17:08:46.701571,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,qq邮箱,www.mail.qq.com,网页类,5,11,6.93,23.75,0.61,6.39,7.29,33.50,0.00,9.90,9.091,33,3,120.196.210.104,中国,广东, 移动,11
2013-02-27 17:08:47.102249,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,gtimg.com.cn,gtimg.com.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,28.71.87.246,美国,NULL, 其它运营商,0
2013-02-27 17:08:47.459357,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,youku.com,youku.com,广东铁通TOPn网站,9,10,28.39,42.66,0.61,17.18,1.24,9.90,0.00,2.91,0.000,30,0,211.151.146.209,中国,北京, 联通,10
2013-02-27 17:08:49.674776,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,kandian.com,kandian.com,广东铁通TOPn网站,0,19,11.85,61.13,0.56,22.11,0.28,0.66,0.00,0.25,68.421,57,39,123.126.53.254,中国,北京, 联通,19
2013-02-27 17:08:54.819907,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,csbew.com,csbew.com,广东铁通TOPn网站,4,24,11.95,57.33,0.59,20.40,1.93,6.98,0.00,2.42,75.000,72,54,219.232.255.100,中国,北京, 其它运营商,24
2013-02-27 17:09:04.531024,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,新浪,www.sina.com.cn,网页类,5,8,19.23,37.79,0.58,15.93,0.38,1.72,0.00,0.57,0.000,24,0,211.98.132.67,中国,北京, 铁通,8
2013-02-27 17:09:05.705178,广东铁通3-qylt01(gzhy)联通出口,222.50.124.78,NULL,qq邮箱,www.mail.qq.com,网页类,6,12,4.47,11.87,0.62,3.42,1.40,5.53,0.00,1.70,5.556,36,2,120.196.210.104,中国,广东, 移动,12
2013-02-27 17:09:06.838303,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,meilishuo.com,meilishuo.com,广东铁通TOPn网站,29,30,5.36,16.05,0.57,6.32,3.82,11.92,0.00,4.87,86.667,90,78,124.202.144.9,中国,北京, 移动,30
2013-02-27 17:09:09.086914,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,世纪佳缘,www.jiayuan.com,网页类,0,10,21.35,35.02,0.61,12.10,0.26,1.95,0.00,0.56,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-27 17:09:10.724735,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,qqopenapp.com,qqopenapp.com,广东铁通TOPn网站,0,5,2.91,11.86,0.56,4.47,0.06,0.18,0.00,0.06,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-27 17:09:12.556407,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,taotaosou.com,taotaosou.com,广东铁通TOPn网站,0,30,3.93,30.45,0.59,6.37,3.98,83.33,0.00,15.72,0.000,90,0,115.236.101.27,中国,浙江, 电信,30
2013-02-27 17:09:21.849311,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,kukuplay.com,kukuplay.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,24.0.104.188,美国,NULL, 其它运营商,0
2013-02-27 17:09:22.115803,广东铁通4-cslt01(bjdx)联通出口,222.50.124.82,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,1.87,7.66,0.61,2.59,0.22,1.10,0.00,0.39,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-27 17:09:24.155217,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,qhimg.com,qhimg.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,50.32.108.105,美国,NULL, 其它运营商,0
2013-02-27 17:09:26.561997,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,世纪佳缘,www.jiayuan.com,网页类,0,30,17.18,32.99,0.59,15.24,0.26,0.97,0.00,0.32,80.000,90,72,59.151.18.32,中国,北京, 其它运营商,30
2013-02-27 17:09:29.032983,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,qqopenapp.com,qqopenapp.com,广东铁通TOPn网站,0,5,2.29,8.59,0.57,3.15,0.35,1.41,0.00,0.53,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-27 17:09:31.057047,广东铁通4-gzdx02(gzhy)电信出口,222.50.124.38,NULL,广东铁通6-hazdx01(zdxd)电信出口,222.50.124.46,NULL,0,2,4.93,9.31,0.55,4.38,3.98,7.92,0.00,3.94,0.000,6,0,222.50.124.46,中国,广东, 铁通,2
2013-02-27 17:09:35.803470,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,irs09.com,irs09.com,广东铁通TOPn网站,0,30,3.02,18.39,0.60,3.71,1.67,25.10,0.00,5.22,0.000,90,0,114.112.32.233,中国,江苏, 移动,30
2013-02-27 17:09:47.062463,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,qq邮箱,www.mail.qq.com,网页类,5,12,4.75,9.87,0.57,2.78,3.39,11.51,0.00,3.74,5.556,36,2,120.196.210.104,中国,广东, 移动,12
2013-02-27 17:09:47.289724,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,vpon.com,vpon.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,15.0.0.0,美国,NULL, 其它运营商,0
2013-02-27 17:09:54.001292,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,allyes.com,allyes.com,广东铁通TOPn网站,0,30,3.08,7.54,0.59,3.15,1.76,5.14,0.00,2.39,90.000,90,81,116.246.18.251,中国,上海, 电信,30
2013-02-27 17:09:54.837241,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,yihaodian.com,yihaodian.com,广东铁通TOPn网站,0,16,22.45,39.10,0.62,14.00,1.31,10.53,0.00,2.67,0.000,48,0,222.73.105.82,中国,上海, 电信,16
2013-02-27 17:10:02.399296,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,3322.org,3322.org,广东铁通TOPn网站,0,22,53.86,108.33,0.55,45.78,1.01,4.87,0.00,1.29,18.182,66,12,61.160.239.28,中国,江苏, 电信,22
2013-02-27 17:10:07.619759,广东铁通3-hzdx02(hyhr)电信出口,222.50.124.10,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,1.65,6.14,0.59,2.01,0.19,0.77,0.00,0.26,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-27 17:10:08.480369,广东铁通6-gddx(bgp)联通出口,110.209.253.254,NULL,poco,www.poco.cn,网页类,12,17,15.60,45.63,0.60,18.17,1.96,11.57,0.00,3.15,0.000,51,0,221.192.144.10,中国,河北, 联通,17
2013-02-27 17:10:12.161555,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,jrjimg.cn,jrjimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,9.97.108.101,美国,NULL, 其它运营商,0
2013-02-27 17:10:14.121455,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,kugou.com,kugou.com,广东铁通TOPn网站,1,9,11.25,55.43,0.58,16.33,12.33,104.25,0.00,32.55,0.000,27,0,113.106.27.246,中国,广东, 电信,9
2013-02-27 17:10:17.013709,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,duowan.com,duowan.com,广东铁通TOPn网站,0,20,4.82,12.52,0.61,5.04,2.60,17.08,0.00,5.52,60.000,60,36,120.132.133.62,中国,北京, 其它运营商,20
2013-02-27 17:10:23.433933,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,189qas.com,189qas.com,广东铁通TOPn网站,0,22,19.13,30.81,0.55,12.80,0.38,2.94,0.00,0.67,16.667,66,11,116.228.171.120,中国,上海, 电信,22
2013-02-27 17:10:27.905735,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,it168.com,it168.com,广东铁通TOPn网站,0,10,25.37,41.47,0.62,14.35,0.53,3.43,0.00,0.98,0.000,30,0,223.202.33.211,中国,北京, 移动,10
2013-02-27 17:10:32.437517,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,hexun.com,hexun.com,广东铁通TOPn网站,0,17,6.84,26.89,0.59,8.77,2.34,17.49,0.00,5.73,52.941,51,27,59.173.14.2,中国,湖北, 电信,17
2013-02-27 17:10:36.954148,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,3322.org,3322.org,广东铁通TOPn网站,0,30,2.93,6.80,0.69,2.75,0.54,0.92,0.00,0.32,90.000,90,81,61.160.239.28,中国,江苏, 电信,30
2013-02-27 17:10:37.158585,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,网易,www.163.com,网页类,0,12,24.12,45.95,0.59,19.29,1.60,10.41,0.00,3.05,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-27 17:10:39.039004,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,广州网,www.020.com,网页类,0,15,3.75,10.47,0.49,2.82,0.49,3.49,0.00,0.85,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-27 17:10:49.339765,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,5599.com,5599.com,广东铁通TOPn网站,0,10,24.07,40.06,0.60,13.87,0.30,1.75,0.00,0.51,0.000,30,0,115.182.2.63,中国,北京, 移动,10
2013-02-27 17:10:52.168126,广东铁通6-gxyn01(dx)电信出口,222.50.124.22,NULL,小说阅读网,www.readnovel.com,网页类,1,18,11.23,54.84,0.60,19.71,0.46,2.11,0.00,0.74,66.667,54,36,60.210.23.74,中国,山东, 联通,18
2013-02-27 17:10:54.168818,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,adsxin.com,adsxin.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,35.83.104.66,美国,NULL, 其它运营商,0
2013-02-27 17:10:54.774878,广东铁通2-zsdx02(ncda)电信出口,222.50.124.30,NULL,广州妈妈网,www.gzmama.com,网页类,1,16,4.92,16.97,0.56,6.12,0.20,0.90,0.00,0.31,62.500,48,30,58.248.62.30,中国,广东, 联通,16
2013-02-27 17:10:57.215575,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,poco,www.poco.cn,网页类,1,16,11.76,59.47,0.57,21.43,0.92,2.65,0.00,1.21,62.500,48,30,221.192.149.73,中国,河北, 联通,16
2013-02-27 17:10:58.521566,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,sinajs.cn,sinajs.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,9.9.118.97,美国,NULL, 其它运营商,0
2013-02-27 17:11:15.192776,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,华军软件园,www.onlinedown.net,下载类,7,12,20.59,41.45,0.57,16.25,4.13,35.39,0.00,9.92,8.333,36,3,221.130.12.62,中国,江苏, 移动,12
2013-02-27 17:11:17.703938,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,twsapp.com,twsapp.com,广东铁通TOPn网站,0,5,2.03,7.55,0.53,2.76,0.59,2.83,0.00,1.12,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-27 17:11:18.029078,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,wps.cn,wps.cn,广东铁通TOPn网站,0,10,24.66,41.44,0.60,14.87,1.65,14.87,0.00,4.42,0.000,30,0,219.239.93.145,中国,北京, 移动,10
2013-02-27 17:11:20.135248,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,sdo.com,sdo.com,广东铁通TOPn网站,14,19,8.81,44.96,0.54,16.21,0.20,0.81,0.00,0.28,68.421,57,39,112.65.240.26,中国,上海, 联通,19
2013-02-27 17:11:25.659757,广东铁通4-qylt01(xhht)联通出口,222.50.124.102,NULL,世纪佳缘,www.jiayuan.com,网页类,0,10,28.26,42.83,0.57,16.85,0.20,1.35,0.00,0.39,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-27 17:11:29.899569,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,tieyou.com,tieyou.com,广东铁通TOPn网站,0,30,5.27,86.96,0.60,15.38,5.60,126.67,0.00,23.36,0.000,90,0,114.80.202.113,中国,上海, 电信,30
2013-02-27 17:11:37.750695,广东铁通3-hazlt01(bjdx)联通出口,222.50.124.58,NULL,迅雷看看,www.kankan.com,网页类,0,5,4.20,10.87,0.56,3.51,0.44,1.09,0.00,0.48,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-27 17:11:40.736056,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,iqiyi.com,iqiyi.com,广东铁通TOPn网站,0,11,27.69,45.64,0.63,15.87,1.03,8.62,0.00,2.42,0.000,33,0,202.108.14.55,中国,北京, 联通,11
2013-02-27 17:11:41.049550,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,szhtxx.com,szhtxx.com,广东铁通TOPn网站,0,30,4.59,12.04,0.57,5.27,0.34,0.76,0.00,0.30,90.000,90,81,116.204.65.21,中国,广东, 其它运营商,30
2013-02-27 17:11:44.788808,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,synacast.com,synacast.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,10.9.118.97,局域网,NULL, 其它运营商,0
2013-02-27 17:11:48.318703,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,poco,www.poco.cn,网页类,0,30,4.26,11.59,0.66,4.45,0.54,1.11,0.00,0.46,86.667,90,78,221.204.248.116,中国,山西, 联通,30
2013-02-27 17:11:48.924540,广东铁通2-gzlt01（hxpt）联通出口,222.50.124.114,NULL,网易,www.163.com,网页类,5,12,26.30,52.06,0.57,19.40,4.76,26.92,0.00,8.01,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-27 17:11:51.854647,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,adscellphone.com,adscellphone.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,115.112.109.61,印度,NULL, 其它运营商,0
2013-02-27 17:11:54.785730,广东铁通3-qylt01(gzhy)联通出口,222.50.124.78,NULL,淘宝网,www.taobao.com,网页类,5,8,19.46,36.06,0.59,14.01,1.40,4.98,0.00,2.15,12.500,24,3,122.72.35.241,中国,中国NDC, 铁通,8
2013-02-27 17:11:56.261094,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,126.com,126.com,广东铁通TOPn网站,0,18,14.57,57.47,0.58,19.77,3.66,19.32,0.00,7.03,66.667,54,36,123.125.50.22,中国,北京, 联通,18
2013-02-27 17:11:57.092890,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,QQ空间,www.qzone.qq.com,网页类,0,30,2.79,8.57,0.62,2.94,1.10,3.67,0.00,1.44,83.333,90,75,112.90.143.191,中国,广东, 联通,30
