结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,路由变化,路由跳数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,丢包,发包数,丢包数,结果 IP 地址,结果国家名称,结果省名称,结果归属地,附加项
2013-02-27 17:12:40.056437,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,guosen.cn,guosen.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,98.44.155.93,美国,NULL, 其它运营商,0
2013-02-27 17:12:41.155651,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,tieyou.com,tieyou.com,广东铁通TOPn网站,0,30,4.26,38.65,0.62,7.41,3.82,55.54,0.00,13.65,0.000,90,0,114.80.202.113,中国,上海, 电信,30
2013-02-27 17:12:44.070170,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,天空软件站,www.skycn.com,下载类,0,18,30.25,69.94,0.60,28.09,4.26,50.89,0.00,11.39,5.556,54,3,125.39.78.230,中国,天津, 联通,18
2013-02-27 17:12:44.674925,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,tom.com,tom.com,广东铁通TOPn网站,0,18,13.74,56.35,0.57,19.70,2.56,9.94,0.00,3.72,66.667,54,36,202.108.12.62,中国,北京, 联通,18
2013-02-27 17:12:45.442018,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,广州网,www.020.com,网页类,0,15,3.64,12.13,0.46,3.07,0.17,0.72,0.00,0.20,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-27 17:12:54.280009,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,gtags.net,gtags.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,101.116.78.97,澳大利亚,NULL, 其它运营商,0
2013-02-27 17:12:54.612951,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,迅雷看看,www.kankan.com,网页类,0,5,4.13,11.05,0.58,3.59,0.23,0.58,0.00,0.24,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-27 17:13:00.376790,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,baofeng.net,baofeng.net,广东铁通TOPn网站,0,18,15.95,51.95,0.59,18.88,9.92,38.76,0.00,14.69,66.667,54,36,221.238.27.169,中国,天津, 电信,18
2013-02-27 17:13:00.495415,广东铁通2-gzlt02(gzhy)联通出口,222.50.124.74,NULL,华军软件园,www.onlinedown.net,下载类,7,12,20.38,39.02,0.65,14.53,13.10,65.61,0.00,23.76,8.333,36,3,221.130.12.62,中国,江苏, 移动,12
2013-02-27 17:13:03.494349,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,迅雷看看,www.kankan.com,网页类,0,5,4.42,12.07,0.57,3.97,0.21,0.56,0.00,0.23,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-27 17:13:07.582238,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,cctv,www.cctv.com,网页类,10,12,25.56,44.11,0.60,18.62,2.78,16.57,0.00,4.85,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-27 17:13:15.806388,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,gtags.net,gtags.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,104.239.135.220,其它地区,NULL, 其它运营商,0
2013-02-27 17:13:22.694935,广东铁通6-gxyn01(dx)电信出口,222.50.124.22,NULL,淘宝网,www.taobao.com,网页类,5,8,19.55,34.50,0.61,13.76,1.48,8.56,0.00,2.91,12.500,24,3,122.72.35.241,中国,中国NDC, 铁通,8
2013-02-27 17:13:25.821363,广东铁通5-qylt02(xhht)联通出口,222.50.124.106,NULL,环球网,www.huanqiu.com,网页类,17,19,20.50,55.70,0.61,23.20,0.81,6.27,0.00,1.50,5.263,57,3,125.39.187.20,中国,天津, 联通,19
2013-02-27 17:13:27.995895,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,小说阅读网,www.readnovel.com,网页类,9,14,17.66,71.53,0.57,21.77,0.75,3.44,0.00,1.20,0.000,42,0,60.210.23.65,中国,山东, 联通,14
2013-02-27 17:13:42.789116,广东铁通4-gzlt01(tplh)联通出口,123.89.176.30,NULL,天空软件站,www.skycn.com,下载类,0,19,16.98,75.08,0.59,26.48,6.75,34.08,0.00,12.42,68.421,57,39,125.39.78.230,中国,天津, 联通,19
2013-02-27 17:13:44.347083,广东铁通3-gzdx01(gzhy)电信出口,222.50.124.34,NULL,广州妈妈网,www.gzmama.com,网页类,1,16,6.22,19.67,0.58,6.95,0.55,2.04,0.00,0.71,62.500,48,30,58.248.62.34,中国,广东, 联通,16
2013-02-27 17:13:45.223056,广东铁通2-hzdx01(hyhr)电信出口,222.50.124.6,NULL,黑龙江联通,www.hl.cnc.cn,网页类,1,17,42.10,116.15,0.57,38.79,0.74,4.10,0.00,1.11,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-27 17:13:47.136107,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,SERVICE.TOOLS.SDO.COM,SERVICE.TOOLS.SDO.COM,广东铁通TOPn网站,0,30,2.41,7.25,0.62,1.62,0.65,7.87,0.00,1.83,0.000,90,0,122.226.73.176,中国,浙江, 电信,30
2013-02-27 17:13:49.744715,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,chinaiiss.com,chinaiiss.com,广东铁通TOPn网站,0,30,5.38,14.62,0.59,6.53,0.84,2.39,0.00,1.09,90.000,90,81,121.10.117.198,中国,广东, 电信,30
2013-02-27 17:14:03.460436,广东铁通6-gddx(bgp)联通出口,110.209.253.254,NULL,苹果官网,www.apple.com,网页类,8,10,108.39,241.34,0.68,106.54,6.96,66.30,0.00,19.79,0.000,30,0,184.24.173.15,美国,NULL, 其它运营商,10
2013-02-27 17:14:04.577012,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,pplive.com,pplive.com,广东铁通TOPn网站,0,10,22.54,35.04,0.61,12.64,0.14,0.69,0.00,0.19,0.000,30,0,59.151.34.25,中国,北京, 其它运营商,10
2013-02-27 17:14:05.011265,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,ppweb.com.cn,ppweb.com.cn,广东铁通TOPn网站,1,9,20.45,33.20,0.57,12.49,0.42,1.31,0.00,0.46,0.000,27,0,122.11.35.98,中国,北京, 移动,9
2013-02-27 17:14:06.965452,广东铁通2-huzlt02(bjdx)联通出口,222.50.124.94,NULL,和讯网,www.hexun.com,网页类,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-27 17:14:10.577387,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,淘宝网,www.taobao.com,网页类,3,7,15.11,29.91,0.69,12.66,0.30,0.85,0.00,0.31,14.286,21,3,122.72.7.241,中国,中国NDC, 铁通,7
2013-02-27 17:14:11.287996,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,黑龙江联通,www.hl.cnc.cn,网页类,0,18,36.19,86.62,0.58,35.85,1.37,5.64,0.00,1.91,0.000,54,0,221.212.213.106,中国,黑龙江, 联通,18
2013-02-27 17:14:13.094808,广东铁通4-gzdx02(gzhy)电信出口,222.50.124.38,NULL,环球网,www.huanqiu.com,网页类,16,20,15.55,78.86,0.61,28.54,0.50,2.50,0.00,0.90,70.000,60,42,113.31.42.20,中国,北京, 其它运营商,20
2013-02-27 17:14:13.682498,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,100bt.com,100bt.com,广东铁通TOPn网站,0,30,3.81,47.86,0.57,8.37,2.48,59.64,0.00,10.71,0.000,90,0,113.105.158.142,中国,广东, 电信,30
2013-02-27 17:14:29.334908,广东铁通5-gzlt(asd)联通出口,123.89.176.38,NULL,和讯网,www.hexun.com,网页类,0,13,25.94,36.55,0.62,12.35,0.28,1.78,0.00,0.51,0.000,39,0,219.239.236.198,中国,北京, 电信,13
2013-02-27 17:14:29.814072,广东铁通2-zsdx02(ncda)电信出口,222.50.124.30,NULL,世纪佳缘,www.jiayuan.com,网页类,0,10,27.88,42.27,0.57,16.27,0.25,1.15,0.00,0.36,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-27 17:14:30.142968,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,youdao.com,youdao.com,广东铁通TOPn网站,2,30,1.83,4.05,0.62,1.37,0.32,0.83,0.00,0.30,86.667,90,78,61.135.218.27,中国,北京, 联通,30
2013-02-27 17:14:30.500835,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,优酷,www.youku.com,网页类,0,7,19.65,34.50,0.65,14.63,1.46,6.16,0.00,2.23,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-27 17:14:33.306103,广东铁通3-huzlt03(bjdx)联通出口,222.50.124.98,NULL,qq邮箱,www.mail.qq.com,网页类,6,12,9.49,68.38,0.63,18.02,9.56,90.98,0.00,25.85,5.556,36,2,120.196.210.104,中国,广东, 移动,12
2013-02-27 17:14:34.608288,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,sohu.com.cn,sohu.com.cn,广东铁通TOPn网站,2,30,3.13,8.40,0.58,2.98,2.19,9.02,0.00,3.48,83.333,90,75,61.135.181.175,中国,北京, 联通,30
2013-02-27 17:14:35.001511,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,环球网,www.huanqiu.com,网页类,14,19,28.27,81.54,0.62,27.97,1.94,9.87,0.00,2.83,15.789,57,9,113.31.42.20,中国,北京, 其它运营商,19
2013-02-27 17:14:41.807092,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,synacast.com,synacast.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,139.180.28.238,美国,NULL, 其它运营商,0
2013-02-27 17:14:53.768632,广东铁通5-gzlt(asd)联通出口,123.89.176.38,NULL,网易,www.163.com,网页类,1,12,24.17,45.25,0.58,19.93,1.16,5.41,0.00,1.72,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-27 17:14:56.973187,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,环球网,www.huanqiu.com,网页类,38,18,23.65,61.13,0.56,23.64,2.88,37.14,0.00,8.64,5.556,54,3,125.39.187.20,中国,天津, 联通,18
2013-02-27 17:14:57.942892,广东铁通5-qylt02(xhht)联通出口,222.50.124.106,NULL,华军软件园,www.onlinedown.net,下载类,10,12,19.89,35.60,0.57,15.41,2.68,18.91,0.00,5.45,16.667,36,6,221.130.12.61,中国,江苏, 移动,12
2013-02-27 17:15:02.838946,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,qiyou.com,qiyou.com,广东铁通TOPn网站,0,30,59.56,121.94,0.56,48.69,1.16,9.45,0.00,2.65,63.333,90,57,54.248.34.220,美国,NULL, 其它运营商,30
2013-02-27 17:15:07.045077,广东铁通3-hzdx02(hyhr)电信出口,222.50.124.10,NULL,微博,www.weibo.com,网页类,0,17,10.01,41.90,0.58,14.52,1.38,6.45,0.00,2.29,64.706,51,33,180.149.134.17,中国,北京, 电信,17
2013-02-27 17:15:10.390227,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,126.net,126.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,120.158.125.58,其它地区,NULL, 其它运营商,0
2013-02-27 17:15:10.573178,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,baidu-2img.cn,baidu-2img.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,111.110.101.59,日本,NULL, 其它运营商,0
2013-02-27 17:15:11.479349,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,snyu.com,snyu.com,广东铁通TOPn网站,0,19,5.85,31.66,0.70,10.05,0.44,2.62,0.00,0.83,57.895,57,33,58.215.169.133,中国,江苏, 电信,19
2013-02-27 17:15:13.263020,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,2345.com,2345.com,广东铁通TOPn网站,29,30,2.62,7.05,0.61,1.70,1.02,9.87,0.00,2.27,0.000,90,0,122.227.230.133,中国,浙江, 电信,30
2013-02-27 17:15:13.354204,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,pagechoice.net,pagechoice.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,100.78.111.100,其它地区,NULL, 其它运营商,0
2013-02-27 17:15:28.577868,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,china.com,china.com,广东铁通TOPn网站,0,17,13.41,59.03,0.57,20.80,5.27,30.23,0.00,11.17,64.706,51,33,221.194.139.60,中国,河北, 联通,17
2013-02-27 17:15:36.220052,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,ppstream.com,ppstream.com,广东铁通TOPn网站,0,11,23.89,37.22,0.56,12.54,0.20,1.24,0.00,0.34,0.000,33,0,211.151.142.154,中国,北京, 联通,11
2013-02-27 17:15:38.616321,广东铁通2-gzlt01（hxpt）联通出口,222.50.124.114,NULL,淘宝网,www.taobao.com,网页类,0,8,27.05,51.31,0.60,20.51,2.34,15.25,0.00,5.28,12.500,24,3,122.72.14.241,中国,中国NDC, 铁通,8
2013-02-27 17:15:49.806688,广东铁通3-hzdx02(hyhr)电信出口,222.50.124.10,NULL,广州妈妈网,www.gzmama.com,网页类,0,16,4.53,15.87,0.58,5.63,0.60,3.27,0.00,1.19,64.583,48,31,58.248.62.30,中国,广东, 联通,16
2013-02-27 17:15:50.311912,广东铁通2-hzdx01(hyhr)电信出口,222.50.124.6,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,1.53,5.57,0.56,1.81,0.19,0.83,0.00,0.29,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-27 17:15:55.325931,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,pptv.com,pptv.com,广东铁通TOPn网站,8,30,1.41,3.86,0.53,1.03,0.19,1.04,0.00,0.35,76.667,90,69,119.147.174.102,中国,广东, 电信,30
2013-02-27 17:15:59.112422,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,tudou.com,tudou.com,广东铁通TOPn网站,0,18,22.41,78.91,0.58,25.97,3.69,46.84,0.00,11.97,20.370,54,11,123.126.98.173,中国,北京, 联通,18
2013-02-27 17:16:00.832813,广东铁通2-zsdx02(ncda)电信出口,222.50.124.30,NULL,环球网,www.huanqiu.com,网页类,0,21,14.67,73.08,0.62,26.21,1.94,5.55,0.00,2.34,71.429,63,45,113.31.42.20,中国,北京, 其它运营商,21
2013-02-27 17:16:04.429717,广东铁通3-huzlt03(bjdx)联通出口,222.50.124.98,NULL,和讯网,www.hexun.com,网页类,5,13,26.03,37.67,0.59,12.79,1.50,13.03,0.00,3.43,0.000,39,0,219.239.236.199,中国,北京, 电信,13
2013-02-27 17:16:12.558766,广东铁通2-zsdx02(ncda)电信出口,222.50.124.30,NULL,小说阅读网,www.readnovel.com,网页类,4,16,12.55,53.37,0.56,18.66,5.20,24.15,0.00,8.67,62.500,48,30,60.210.23.65,中国,山东, 联通,16
2013-02-27 17:16:12.924066,广东铁通6-gddx(bgp)联通出口,110.209.253.254,NULL,广州妈妈网,www.gzmama.com,网页类,0,14,2.06,6.92,0.59,1.56,0.34,1.60,0.00,0.47,0.000,42,0,58.248.62.34,中国,广东, 联通,14
2013-02-27 17:16:14.873365,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,gtimg.cn,gtimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,101.46.106.112,中国,NULL, 其它运营商,0
2013-02-27 17:16:18.231830,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,小说阅读网,www.readnovel.com,网页类,2,30,5.50,11.72,0.57,4.64,2.20,5.19,0.00,2.19,90.000,90,81,60.210.23.65,中国,山东, 联通,30
2013-02-27 17:16:26.647199,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,37wan.com,37wan.com,广东铁通TOPn网站,0,30,1.78,5.16,0.62,1.70,0.13,0.49,0.00,0.18,83.333,90,75,219.129.216.157,中国,广东, 电信,30
2013-02-27 17:16:26.705455,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,acs86.com,acs86.com,广东铁通TOPn网站,3,22,14.88,76.32,0.56,27.65,0.23,0.83,0.00,0.28,72.727,66,48,117.79.81.134,中国,北京, 其它运营商,22
2013-02-27 17:16:29.882079,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,51.la,51.la,广东铁通TOPn网站,0,30,2.60,13.72,0.65,2.39,1.47,32.29,0.00,5.79,0.000,90,0,117.21.226.199,中国,江西, 电信,30
2013-02-27 17:16:34.661718,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,tom.com,tom.com,广东铁通TOPn网站,0,18,11.07,56.29,0.56,20.30,0.26,0.69,0.00,0.20,66.667,54,36,202.108.12.62,中国,北京, 联通,18
2013-02-27 17:16:36.568538,广东铁通4-zhdx(hyhr)电信出口,222.50.124.14,NULL,cctv,www.cctv.com,网页类,1,12,24.42,46.29,0.60,19.32,1.68,7.25,0.00,2.63,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-27 17:16:36.976497,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,世纪佳缘,www.jiayuan.com,网页类,0,10,21.54,30.21,0.55,11.76,0.21,0.67,0.00,0.21,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-27 17:16:39.169755,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,kankan.com,kankan.com,广东铁通TOPn网站,8,14,35.32,91.66,0.63,37.41,12.27,136.19,0.00,35.86,11.905,42,5,60.217.235.188,中国,山东, 联通,14
2013-02-27 17:16:45.190351,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,liebao.cn,liebao.cn,广东铁通TOPn网站,0,22,12.79,59.56,0.57,21.18,1.65,6.29,0.00,2.42,72.727,66,48,114.112.68.197,中国,江苏, 移动,22
2013-02-27 17:16:46.892721,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,2345.com,2345.com,广东铁通TOPn网站,0,10,22.67,41.59,0.58,13.03,1.72,14.41,0.00,4.28,0.000,30,0,211.151.66.100,中国,北京, 联通,10
2013-02-27 17:16:48.220563,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,eastmoney.com,eastmoney.com,广东铁通TOPn网站,0,20,36.27,76.17,0.63,25.89,0.63,2.04,0.00,0.61,15.000,60,9,222.73.55.186,中国,上海, 电信,20
2013-02-27 17:16:48.599628,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,xunlei.com,xunlei.com,广东铁通TOPn网站,0,30,2.11,3.68,0.60,1.41,0.86,1.95,0.00,0.81,86.667,90,78,58.251.57.166,中国,广东, 其它运营商,30
2013-02-27 17:16:50.182205,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,天空软件站,www.skycn.com,下载类,0,18,13.99,71.84,0.62,25.95,2.90,11.96,0.00,4.42,68.519,54,37,125.39.78.230,中国,天津, 联通,18
2013-02-27 17:16:55.909023,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,189qas.com,189qas.com,广东铁通TOPn网站,0,30,3.15,14.61,0.58,3.45,1.85,18.21,0.00,4.93,0.000,90,0,116.228.171.120,中国,上海, 电信,30
2013-02-27 17:16:59.295676,广东铁通3-hzdx02(hyhr)电信出口,222.50.124.10,NULL,工商银行,www.icbc.com.cn,网页类,0,16,23.03,66.34,0.59,26.12,0.54,2.87,0.00,0.94,6.250,48,3,125.39.39.42,中国,天津, 联通,16
2013-02-27 17:17:00.137942,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,迅雷看看,www.kankan.com,网页类,0,5,3.31,7.25,0.54,2.18,0.24,0.94,0.00,0.35,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-27 17:17:03.503994,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,baidu.com,baidu.com,广东铁通TOPn网站,17,18,32.38,92.99,0.65,29.90,8.95,128.88,0.00,30.98,14.815,54,8,123.125.114.144,中国,北京, 其它运营商,18
2013-02-27 17:17:10.118737,广东铁通4-gzlt01(tplh)联通出口,123.89.176.30,NULL,世纪佳缘,www.jiayuan.com,网页类,0,10,23.82,33.22,0.60,12.98,0.16,0.63,0.00,0.16,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-27 17:17:17.115665,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,和讯网,www.hexun.com,网页类,6,13,26.42,39.14,0.58,13.08,0.38,2.54,0.00,0.71,0.000,39,0,219.239.236.198,中国,北京, 电信,13
2013-02-27 17:17:18.941764,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,gexing.com,gexing.com,广东铁通TOPn网站,0,30,2.57,25.41,0.59,4.28,0.96,24.63,0.00,4.40,0.000,90,0,122.225.115.212,中国,浙江, 电信,30
2013-02-27 17:17:27.671493,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,QQ空间,www.qzone.qq.com,网页类,32,14,3.04,8.51,0.57,2.69,0.61,3.87,0.00,1.17,14.286,42,6,112.90.140.193,中国,广东, 联通,14
2013-02-27 17:17:39.145969,广东铁通3-qylt01(gzhy)联通出口,222.50.124.78,NULL,广州网,www.020.com,网页类,0,15,8.18,71.56,0.51,17.11,0.55,2.61,0.00,0.78,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-27 17:17:40.459815,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,uvan.com,uvan.com,广东铁通TOPn网站,0,10,26.22,37.76,0.56,15.34,0.28,1.19,0.00,0.38,0.000,30,0,211.151.134.239,中国,北京, 联通,10
2013-02-27 17:17:40.689518,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,kukuplay.com,kukuplay.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,92.117.52.101,德国,NULL, 其它运营商,0
2013-02-27 17:17:40.933295,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,baidu.com,baidu.com,广东铁通TOPn网站,19,19,14.18,65.03,0.60,23.18,0.56,2.50,0.00,0.87,68.421,57,39,123.125.114.144,中国,北京, 其它运营商,19
2013-02-27 17:17:42.168304,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,kuwo.cn,kuwo.cn,广东铁通TOPn网站,15,30,3.29,21.27,0.60,4.80,1.65,29.24,0.00,5.50,0.000,90,0,221.238.18.57,中国,天津, 电信,30
2013-02-27 17:17:42.966157,广东铁通6-hazdx01(zdxd)电信出口,222.50.124.46,NULL,天空软件站,www.skycn.com,下载类,0,19,12.86,59.17,0.59,20.94,1.35,7.44,0.00,2.73,68.421,57,39,125.39.78.230,中国,天津, 联通,19
2013-02-27 17:17:44.273943,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,37wan.com,37wan.com,广东铁通TOPn网站,0,30,3.27,11.73,0.60,4.26,0.66,2.26,0.00,0.88,83.333,90,75,219.129.216.157,中国,广东, 电信,30
2013-02-27 17:17:54.759442,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,155.com,155.com,广东铁通TOPn网站,0,15,11.84,56.54,0.60,20.18,0.90,3.39,0.00,1.23,60.000,45,27,119.188.11.3,中国,山东, 联通,15
2013-02-27 17:17:55.480087,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,sinaimg.cn,sinaimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,208.248.50.181,美国,NULL, 其它运营商,0
2013-02-27 17:17:56.263273,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,wps.cn,wps.cn,广东铁通TOPn网站,0,10,22.14,35.97,0.59,12.75,0.28,2.29,0.00,0.67,0.000,30,0,219.239.93.145,中国,北京, 移动,10
2013-02-27 17:18:00.865568,广东铁通3-hzdx02(hyhr)电信出口,222.50.124.10,NULL,淘宝网,www.taobao.com,网页类,4,7,20.73,58.46,0.58,20.72,7.13,36.96,0.00,13.44,14.286,21,3,122.72.7.241,中国,中国NDC, 铁通,7
2013-02-27 17:18:06.248707,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,世纪佳缘,www.jiayuan.com,网页类,0,10,20.97,35.19,0.59,12.65,0.28,0.73,0.00,0.22,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-27 17:18:16.189057,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,QQ空间,www.qzone.qq.com,网页类,0,30,1.27,3.36,0.61,0.94,0.26,0.75,0.00,0.27,76.667,90,69,112.90.140.193,中国,广东, 联通,30
2013-02-27 17:18:21.496030,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,华军软件园,www.onlinedown.net,下载类,7,12,17.78,45.16,0.64,16.84,3.59,23.46,0.00,6.55,8.333,36,3,221.130.12.62,中国,江苏, 移动,12
2013-02-27 17:18:21.822117,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,新浪,www.sina.com.cn,网页类,4,7,24.00,43.56,0.54,18.71,0.36,1.42,0.00,0.51,0.000,21,0,211.98.132.66,中国,北京, 铁通,7
2013-02-27 17:18:23.777364,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,sinaimg.cn,sinaimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,56.52.48.56,美国,NULL, 其它运营商,0
2013-02-27 17:18:24.896328,广东铁通3-qylt01(gzhy)联通出口,222.50.124.78,NULL,QQ空间,www.qzone.qq.com,网页类,0,14,9.02,76.01,0.58,20.32,12.13,129.60,0.00,35.53,14.286,42,6,112.90.140.193,中国,广东, 联通,14
2013-02-27 17:18:29.028912,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,环球网,www.huanqiu.com,网页类,17,21,17.89,73.03,0.63,25.86,4.57,22.73,0.00,8.27,71.429,63,45,113.31.42.20,中国,北京, 其它运营商,21
2013-02-27 17:18:40.828067,广东铁通2-gzlt01（hxpt）联通出口,222.50.124.114,NULL,迅雷看看,www.kankan.com,网页类,0,5,4.05,10.85,0.59,3.52,0.18,0.75,0.00,0.28,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-27 17:18:45.425424,广东铁通4-cslt01(bjdx)联通出口,222.50.124.82,NULL,QQ空间,www.qzone.qq.com,网页类,0,30,2.02,5.32,0.61,1.71,0.48,1.16,0.00,0.49,83.333,90,75,112.90.143.191,中国,广东, 联通,30
2013-02-27 17:18:45.626188,广东铁通2-hzdx01(hyhr)电信出口,222.50.124.6,NULL,糗事百科,www.qiushibaike.com,网页类,2,13,54.18,258.64,0.56,66.59,10.85,100.47,0.00,27.30,7.692,39,3,183.203.15.209,中国,山西, 移动,13
