结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,解析时间,连接时间,首字节时间,首屏打开时间,下载时间,页面加载时间,总时间,吞吐率,综合质量,解析成功率,连接成功率,首页加载成功率,加载比例,成功率,结果 IP 地址,结果国家名称,结果省名称,结果归属地,下载大小,内容大小,返回码,附加项,元素数量
2013-02-26 22:14:52.852125,222.50.124.26,NULL,zhekouku.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:14:57.362871,222.50.124.2,NULL,sogou.com,广东铁通TOPn网站,0.26,42.97,43.46,217.66,395.34,609.15,609.15,110.07,74.5,100.00,100.00,100.00,100.00,100.00,220.181.124.201,中国,北京, 电信,43.5,40.1,301,5,5
2013-02-26 22:15:05.123094,222.50.124.50,NULL,www.163.com,网页类,0.47,88.68,479.47,4169.62,20129.38,23402.16,26279.91,37.18,26.7,100.00,100.00,100.00,100.00,100.00,223.87.1.58,中国,四川, 移动,748.4,718.5,200,50,84
2013-02-26 22:15:05.480152,222.50.124.82,NULL,www.taobao.com,网页类,0.41,30.36,34.17,287.69,4536.12,6885.11,7461.61,228.69,81.7,100.00,100.00,100.00,100.00,100.00,122.72.35.251,中国,中国NDC, 铁通,1037.4,1530.1,200,50,106
2013-02-26 22:15:11.180320,222.50.124.90,NULL,91dos.com,广东铁通TOPn网站,0.25,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,122.225.117.140,中国,浙江, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:15:13.531034,222.50.124.54,NULL,wps.cn,广东铁通TOPn网站,0.23,36.17,36.40,320.63,7008.62,7764.57,7900.24,28.90,51.5,100.00,100.00,100.00,100.00,100.00,219.239.93.145,中国,北京, 移动,202.5,198.3,302,13,13
2013-02-26 22:15:13.680001,222.50.124.26,NULL,zqlx.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:15:16.385361,222.50.124.94,NULL,www.apple.com,网页类,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:15:17.492121,222.50.124.2,NULL,chinagames.net,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,183.60.26.241,中国,广东, 电信,NULL,0.0,400,1,1
2013-02-26 22:15:18.376456,123.89.176.30,NULL,www.huanqiu.com,网页类,0.47,401.09,57.48,629.65,8274.63,10640.31,11584.23,32.77,36.4,100.00,100.00,100.00,100.00,100.00,125.39.187.20,中国,天津, 联通,271.2,257.2,200,37,37
2013-02-26 22:15:19.236232,222.50.124.50,NULL,10086.cn,广东铁通TOPn网站,0.27,44.64,46.26,91.16,144.58,284.62,284.62,37.17,63.1,100.00,100.00,100.00,100.00,100.00,218.206.191.70,中国,北京, 移动,5.4,4.4,200,3,3
2013-02-26 22:15:24.304001,222.50.124.86,NULL,www.onlinedown.net,下载类,0.51,36.12,37.20,257.46,36483.25,32083.38,47044.83,28.78,36.5,100.00,100.00,100.00,100.00,0.00,221.130.12.61,中国,江苏, 移动,1049.8,1707.9,200,50,221
2013-02-26 22:15:29.194385,222.50.124.110,NULL,jrjimg.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:15:33.705152,222.50.124.90,NULL,189mv.cn,广东铁通TOPn网站,0.49,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,183.63.133.186,中国,广东, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:15:34.355729,222.50.124.50,NULL,yy.com,广东铁通TOPn网站,0.50,60.94,77.67,139.60,1419.89,1971.16,1971.16,48.83,63.7,100.00,100.00,100.00,100.00,100.00,61.55.172.36,中国,河北, 联通,69.3,66.4,200,8,8
2013-02-26 22:15:34.497958,222.50.124.38,NULL,www.hl.cnc.cn,网页类,0.35,67.49,69.15,137.00,69.15,137.00,137.00,5.72,61.7,100.00,100.00,100.00,100.00,100.00,221.212.213.106,中国,黑龙江, 联通,0.4,0.2,200,1,1
2013-02-26 22:15:41.326810,222.50.124.82,NULL,www.apple.com,网页类,0.44,152.18,152.76,305.38,1108.09,1744.28,1914.17,130.96,67.7,100.00,51.61,100.00,51.61,0.00,23.2.109.15,美国,NULL, 其它运营商,145.1,139.2,200,31,31
2013-02-26 22:15:45.972477,222.50.124.54,NULL,dopool.com,广东铁通TOPn网站,0.24,35.73,103.84,139.81,109.38,172.77,172.77,16.05,61.7,100.00,100.00,100.00,100.00,100.00,220.170.192.35,中国,湖南, 电信,1.8,1.3,200,2,2
2013-02-26 22:15:52.193742,222.50.124.54,NULL,https://play.google.com/store,网页类,0.27,363.19,299.70,785.10,686.22,1843.42,1843.43,56.58,52.9,100.00,40.00,100.00,10.26,0.00,74.125.235.197,美国,NULL, 其它运营商,38.8,28.8,200,10,39
2013-02-26 22:15:56.222655,222.50.124.110,NULL,mapbar.com,广东铁通TOPn网站,0.51,33.56,33.95,233.79,3695.45,4514.41,4748.22,137.91,73.9,100.00,100.00,100.00,100.00,100.00,211.157.24.135,中国,北京, 联通,509.6,503.0,301,19,19
2013-02-26 22:15:56.248270,222.50.124.90,NULL,1360.cn,广东铁通TOPn网站,0.50,30.06,31.12,122.85,61.59,122.85,122.85,20.10,64.1,100.00,66.67,100.00,66.67,0.00,58.68.151.179,中国,北京, 移动,1.2,0.7,302,3,3
2013-02-26 22:15:59.127813,222.50.124.2,NULL,qhimg.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:16:00.641369,222.50.124.2,NULL,hexun.com,广东铁通TOPn网站,0.25,1.28,99.37,332.65,22056.87,18649.39,22512.32,39.29,37.2,100.00,100.00,100.00,100.00,100.00,59.173.14.2,中国,湖北, 电信,866.7,823.7,301,50,115
2013-02-26 22:16:04.254782,222.50.124.74,NULL,www.qiushibaike.com,网页类,0.54,55.90,61.57,232.10,2798.43,3755.96,4099.94,208.26,81.6,100.00,100.00,100.00,100.00,100.00,183.203.15.209,中国,山西, 移动,582.8,574.8,200,25,25
2013-02-26 22:16:15.937929,222.50.124.26,NULL,www.hl.cnc.cn,网页类,0.21,81.09,82.39,163.70,82.39,163.70,163.70,4.80,59.9,100.00,100.00,100.00,100.00,100.00,221.212.213.106,中国,黑龙江, 联通,0.4,0.2,200,1,1
2013-02-26 22:16:18.467930,222.50.124.86,NULL,https://play.google.com/store,网页类,0.48,340.60,353.88,809.29,819.13,2213.36,2213.36,57.09,52.6,100.00,45.45,100.00,12.82,0.00,74.125.235.200,美国,NULL, 其它运营商,46.8,34.2,200,11,39
2013-02-26 22:16:20.384848,222.50.124.102,NULL,www.apple.com,网页类,0.65,155.47,156.07,312.19,1016.14,1664.39,1741.99,162.41,73.9,100.00,51.61,100.00,51.61,0.00,23.2.109.15,美国,NULL, 其它运营商,165.0,159.6,200,31,31
2013-02-26 22:16:23.162404,123.89.176.30,NULL,www.youku.com,网页类,0.22,32.20,33.37,200.04,6285.77,8234.32,8973.98,150.07,70.6,100.00,100.00,100.00,100.00,100.00,122.72.120.241,中国,中国NDC, 铁通,943.3,919.2,200,50,83
2013-02-26 22:16:26.828608,222.50.124.130,NULL,www.163.com,网页类,0.48,79.97,184.88,750.25,18493.51,23667.15,27573.22,41.28,37.9,100.00,100.00,100.00,100.00,100.00,223.87.1.58,中国,四川, 移动,763.4,733.2,200,50,84
2013-02-26 22:16:29.854020,222.50.124.58,NULL,www.kankan.com,网页类,0.40,2.72,130.83,382.15,2579.24,2219.95,3654.97,199.53,81.1,100.00,100.00,100.00,100.00,100.00,61.235.96.93,中国,广东, 铁通,514.6,497.5,200,50,57
2013-02-26 22:16:29.855022,222.50.124.54,NULL,37wan.com,广东铁通TOPn网站,0.43,20.48,20.31,1154.64,6944.43,17067.63,17235.06,87.90,64.4,100.00,100.00,100.00,100.00,100.00,219.129.216.157,中国,广东, 电信,610.4,590.4,301,50,74
2013-02-26 22:16:34.077451,222.50.124.2,NULL,cntv.cn,广东铁通TOPn网站,0.24,43.40,42.88,262.16,9629.42,10005.95,14482.12,70.09,54.0,100.00,100.00,100.00,100.00,100.00,202.108.8.82,中国,北京, 联通,674.9,629.3,301,50,119
2013-02-26 22:16:36.957931,222.50.124.42,NULL,www.qzone.qq.com,网页类,0.23,6.00,12.09,20.79,144.45,225.08,225.08,180.62,89.9,100.00,100.00,100.00,100.00,100.00,112.90.140.193,中国,广东, 联通,26.1,24.7,302,6,6
2013-02-26 22:16:40.184143,222.50.124.14,NULL,255.255.255.255,NULL,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:16:41.611157,222.50.124.70,NULL,funshion.com,广东铁通TOPn网站,0.46,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,117.34.68.90,中国,陕西, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:16:42.687087,222.50.124.50,NULL,www.apple.com,网页类,0.27,65.06,65.76,131.08,2172.65,3205.57,3352.08,219.46,82.5,100.00,100.00,100.00,100.00,100.00,96.16.237.15,美国,NULL, 其它运营商,476.8,465.8,200,31,31
2013-02-26 22:16:45.706496,222.50.124.90,NULL,hao123.com,广东铁通TOPn网站,0.26,40.99,41.44,3393.51,4246.10,4583.05,4719.53,31.54,54.8,100.00,100.00,100.00,100.00,100.00,123.125.114.224,中国,北京, 其它运营商,133.9,130.2,302,11,11
2013-02-26 22:16:46.293562,123.65.232.142,NULL,www.hexun.com,网页类,0.25,37.59,38.12,231.20,6941.90,9159.65,9781.66,127.47,69.3,100.00,100.00,100.00,100.00,100.00,219.239.236.198,中国,北京, 电信,884.9,841.9,200,50,115
2013-02-26 22:16:55.068725,222.50.124.26,NULL,yoyi.com.cn,广东铁通TOPn网站,0.25,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,116.213.196.90,中国,北京, 其它运营商,NULL,NULL,NULL,1,1
2013-02-26 22:16:55.605773,222.50.124.54,NULL,pplive.com,广东铁通TOPn网站,0.43,42.68,46.58,1092.11,1937.26,2663.54,2737.86,250.76,85.4,100.00,100.00,100.00,100.00,100.00,59.151.34.25,中国,北京, 其它运营商,485.8,480.0,301,15,15
2013-02-26 22:16:57.674046,222.50.124.26,NULL,digieq.com,广东铁通TOPn网站,0.50,NULL,NULL,NULL,79.00,157.36,157.36,33.27,NULL,100.00,50.00,0.00,50.00,0.00,219.232.240.148,中国,北京, 其它运营商,2.6,2.4,403,2,2
2013-02-26 22:16:58.230837,222.50.124.70,NULL,www.pconline.com.cn,网页类,0.49,16.82,28.44,1617.18,21553.80,36822.23,37259.21,33.05,38.8,100.00,100.00,100.00,100.00,0.00,210.21.118.120,中国,广东, 联通,712.4,696.4,200,50,60
2013-02-26 22:17:00.417880,222.50.124.110,NULL,www.hexun.com,网页类,0.26,36.55,36.94,224.17,723.42,762.06,1021.24,132.88,79.7,100.00,7.41,100.00,7.41,0.00,219.239.236.198,中国,北京, 电信,96.1,91.3,200,50,108
2013-02-26 22:17:04.141129,222.50.124.74,NULL,www.apple.com,网页类,0.45,71.73,72.35,144.53,999.86,1579.01,1657.23,164.96,82.7,100.00,51.61,100.00,51.61,0.00,96.16.237.15,美国,NULL, 其它运营商,164.9,159.1,200,31,31
2013-02-26 22:17:06.324983,222.50.124.50,NULL,qqgameapp.com,广东铁通TOPn网站,0.22,0.68,48.21,49.11,53.38,56.25,56.25,72.02,70.7,100.00,100.00,100.00,100.00,100.00,211.98.70.195,中国,湖南, 铁通,3.8,2.9,200,5,5
2013-02-26 22:17:14.623137,222.50.124.2,NULL,www.gzmama.com,网页类,0.51,21.54,26.22,118.24,6800.12,12804.73,13523.14,151.80,70.5,100.00,100.00,100.00,100.00,100.00,58.248.62.30,中国,广东, 联通,1032.3,2334.1,200,50,96
2013-02-26 22:17:18.304676,222.50.124.26,NULL,guosen.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:17:21.441637,222.50.124.110,NULL,qhimg.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:17:22.437017,222.50.124.54,NULL,51yes.com,广东铁通TOPn网站,0.25,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,119.147.114.19,中国,广东, 电信,NULL,0.0,400,1,1
2013-02-26 22:17:22.965140,222.50.124.70,NULL,funshion.net,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:17:26.054244,222.50.124.98,NULL,www.icbc.com.cn,网页类,0.52,3.19,125.75,190.56,314.26,369.73,369.73,30.74,61.6,100.00,100.00,100.00,100.00,100.00,113.31.42.29,中国,北京, 其它运营商,9.7,8.7,200,3,3
2013-02-26 22:17:31.036313,222.50.124.2,NULL,dopool.com,广东铁通TOPn网站,0.26,1.17,9436.06,9437.49,9440.07,9442.95,9442.95,0.21,33.8,100.00,100.00,100.00,100.00,100.00,220.170.192.35,中国,湖南, 电信,2.0,1.5,200,2,2
2013-02-26 22:17:42.659872,222.50.124.2,NULL,www.icbc.com.cn,网页类,0.52,45.54,45.63,91.69,187.86,348.92,348.92,28.22,62.9,100.00,100.00,100.00,100.00,100.00,125.39.39.42,中国,天津, 联通,5.3,4.2,200,3,3
2013-02-26 22:17:43.665707,222.50.124.110,NULL,it168.com,广东铁通TOPn网站,0.26,32.30,32.18,64.75,32.18,64.75,64.75,12.38,64.1,100.00,50.00,100.00,50.00,0.00,223.202.33.211,中国,北京, 移动,0.4,0.2,301,2,2
2013-02-26 22:17:53.111881,222.50.124.70,NULL,readnovel.com,广东铁通TOPn网站,0.26,43.18,43.24,307.11,7715.22,8981.15,9319.49,40.94,56.0,100.00,100.00,100.00,100.00,100.00,118.244.198.2,中国,吉林, 铁通,315.9,306.2,302,29,29
2013-02-26 22:17:54.679511,222.50.124.66,NULL,www.skycn.com,下载类,0.47,72.23,73.49,440.79,6231.10,7776.00,8224.96,59.70,56.0,100.00,100.00,100.00,100.00,100.00,125.39.78.230,中国,天津, 联通,372.0,363.5,200,28,28
2013-02-26 22:17:59.990141,222.50.124.54,NULL,kuai8.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:18:00.946879,222.50.124.26,NULL,snyu.com,广东铁通TOPn网站,0.26,3063.17,65.58,3129.01,14773.12,10932.36,22093.47,7.67,27.8,100.00,100.00,100.00,100.00,100.00,58.215.169.133,中国,江苏, 电信,113.2,108.2,200,20,20
2013-02-26 22:18:02.877456,222.50.124.2,NULL,adsxin.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:18:03.188039,222.50.124.90,NULL,https://play.google.com/store,网页类,0.61,356.82,309.35,786.67,746.02,1951.19,1951.20,53.67,52.7,100.00,40.00,100.00,10.26,0.00,74.125.235.194,美国,NULL, 其它运营商,40.0,30.1,200,10,39
2013-02-26 22:18:04.719074,222.50.124.70,NULL,digieq.com,广东铁通TOPn网站,0.47,NULL,NULL,NULL,60.02,120.02,120.02,43.78,NULL,100.00,50.00,0.00,50.00,0.00,219.232.240.148,中国,北京, 其它运营商,2.6,2.4,403,2,2
2013-02-26 22:18:06.471132,222.50.124.26,NULL,sohu.com.cn,广东铁通TOPn网站,0.21,119.02,118.98,481.41,4368.20,6214.01,6785.87,89.48,58.5,100.00,100.00,100.00,100.00,100.00,61.135.181.176,中国,北京, 联通,390.9,368.7,302,50,66
2013-02-26 22:18:09.784511,222.50.124.110,NULL,www.kankan.com,网页类,0.53,3.05,126.60,370.96,2677.70,2328.88,3725.86,192.19,80.8,100.00,100.00,100.00,100.00,100.00,61.235.96.93,中国,广东, 铁通,514.6,497.5,200,50,57
2013-02-26 22:18:13.408704,222.50.124.54,NULL,adwo.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:18:13.412573,222.50.124.90,NULL,3g.cn,广东铁通TOPn网站,0.48,3.70,6.40,74.22,1711.53,2571.51,2621.85,86.59,72.6,100.00,100.00,100.00,100.00,100.00,183.232.11.166,中国,广东, 移动,148.2,137.9,302,38,38
2013-02-26 22:18:16.418867,222.50.124.94,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:18:20.491191,222.50.124.34,NULL,www.mail.qq.com,网页类,0.26,5.96,21.66,27.88,21.66,27.88,27.88,26.92,65.3,100.00,100.00,100.00,100.00,100.00,120.196.210.104,中国,广东, 移动,0.6,0.2,200,1,1
2013-02-26 22:18:23.593707,222.50.124.2,NULL,adscellphone.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:18:27.715021,222.50.124.54,NULL,qihoo.com,广东铁通TOPn网站,0.24,108.37,109.79,327.08,664.02,963.31,963.31,18.78,54.6,100.00,100.00,100.00,100.00,100.00,61.55.181.124,中国,河北, 联通,12.5,11.1,200,4,4
2013-02-26 22:18:28.851794,222.50.124.70,NULL,www.kankan.com,网页类,0.47,2.81,24.03,59.25,2420.84,1963.40,3509.73,212.59,84.9,100.00,100.00,100.00,100.00,100.00,61.235.96.93,中国,广东, 铁通,514.6,497.5,200,50,57
2013-02-26 22:18:33.037551,222.50.124.90,NULL,irs01.com,广东铁通TOPn网站,0.50,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,180.169.20.133,中国,上海, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:18:33.131831,222.50.124.54,NULL,www.hexun.com,网页类,0.46,32.17,32.76,199.45,39594.39,60010.35,60010.35,17.51,36.3,100.00,100.00,100.00,76.32,0.00,219.239.236.199,中国,北京, 电信,693.4,671.1,200,50,114
2013-02-26 22:18:40.245349,222.50.124.50,NULL,778669.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:18:44.835824,123.89.176.30,NULL,www.pconline.com.cn,网页类,0.52,16.50,29.38,133.84,14722.23,15330.59,15995.13,49.13,50.7,100.00,100.00,100.00,100.00,100.00,210.21.118.120,中国,广东, 联通,723.4,696.4,200,50,60
2013-02-26 22:18:51.142389,222.50.124.110,NULL,126.net,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:18:53.130691,222.50.124.22,NULL,www.jiayuan.com,网页类,0.46,31.86,36.47,135.40,5939.71,7769.47,8757.13,33.59,53.0,100.00,100.00,100.00,100.00,100.00,59.151.18.32,中国,北京, 其它运营商,199.5,186.5,200,33,33
2013-02-26 22:18:57.181317,222.50.124.86,NULL,www.020.com,网页类,0.25,3.83,157.60,182.94,10697.14,10825.60,11063.62,95.50,55.5,100.00,100.00,100.00,100.00,100.00,120.31.61.171,中国,广东, 铁通,1021.6,1496.6,200,50,72
2013-02-26 22:18:58.780424,222.50.124.90,NULL,wps.cn,广东铁通TOPn网站,0.24,42.87,42.97,292.63,2374.12,2473.99,3272.75,85.51,69.1,100.00,100.00,100.00,100.00,100.00,219.239.93.145,中国,北京, 移动,203.0,198.6,302,14,14
2013-02-26 22:19:00.584560,222.50.124.50,NULL,7k7k.com,广东铁通TOPn网站,0.48,35.08,35.25,245.53,4287.63,5671.81,7011.20,89.45,67.0,100.00,100.00,100.00,100.00,100.00,115.182.59.33,中国,北京, 移动,383.5,358.0,301,50,67
2013-02-26 22:19:08.823785,222.50.124.74,NULL,www.tudou.com,网页类,0.51,52.02,52.45,316.49,786.46,554.98,1054.41,335.58,90.5,100.00,4.73,100.00,4.73,0.00,123.126.98.146,中国,北京, 联通,263.9,261.7,200,50,148
2013-02-26 22:19:13.299088,222.50.124.54,NULL,3322.org,广东铁通TOPn网站,0.47,31.59,32.19,584.76,3011.45,4499.58,6386.91,26.39,57.0,100.00,100.00,100.00,100.00,100.00,61.160.239.28,中国,江苏, 电信,79.5,76.2,301,13,13
2013-02-26 22:19:18.106094,222.50.124.90,NULL,jrjimg.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:19:20.417029,222.50.124.54,NULL,acs86.com,广东铁通TOPn网站,0.25,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,117.79.81.133,中国,北京, 其它运营商,NULL,0.1,403,1,1
2013-02-26 22:19:22.129298,222.50.124.26,NULL,51.la,广东铁通TOPn网站,0.22,3039.19,9046.28,12161.37,24544.46,27208.94,30822.03,5.39,22.5,100.00,96.00,100.00,96.00,100.00,117.21.226.199,中国,江西, 电信,132.2,126.6,302,25,25
2013-02-26 22:19:22.635124,222.50.124.26,NULL,itc.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:19:25.654484,222.50.124.46,NULL,www.onlinedown.net,下载类,0.51,28.56,86.15,517.38,13254.44,19540.35,23759.30,79.21,49.9,100.00,100.00,100.00,100.00,100.00,120.193.11.194,中国,浙江, 移动,1049.9,1707.9,200,50,221
2013-02-26 22:19:27.435620,222.50.124.70,NULL,778669.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:19:32.994310,123.65.232.142,NULL,www.huanqiu.com,网页类,0.23,131.93,133.06,662.16,16747.01,14005.54,19539.69,16.29,33.0,100.00,100.00,100.00,100.00,100.00,113.31.42.20,中国,北京, 其它运营商,272.9,258.8,200,37,37
2013-02-26 22:19:35.678643,222.50.124.2,NULL,pconline.com.cn,广东铁通TOPn网站,0.45,12.63,15.64,188.58,5731.68,9209.30,9874.85,126.10,72.3,100.00,100.00,100.00,100.00,100.00,219.136.245.40,中国,广东, 电信,722.8,696.7,301,50,61
2013-02-26 22:19:35.900292,222.50.124.110,NULL,guosen.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:19:40.432812,222.50.124.90,NULL,www.hl.cnc.cn,网页类,0.44,70.96,72.43,143.82,72.43,143.82,143.82,5.46,61.4,100.00,100.00,100.00,100.00,100.00,221.212.213.106,中国,黑龙江, 联通,0.4,0.2,200,1,1
2013-02-26 22:19:43.102097,222.50.124.10,NULL,https://play.google.com/store,网页类,0.52,363.56,314.14,799.80,5555.23,14155.39,16738.01,105.81,50.9,100.00,95.00,100.00,95.00,100.00,74.125.235.196,美国,NULL, 其它运营商,587.8,484.5,200,40,40
2013-02-26 22:19:48.257758,222.50.124.70,NULL,gtimg.com.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:19:49.919832,222.50.124.2,NULL,kankan.com,广东铁通TOPn网站,0.26,20.30,20.99,107.52,2469.43,2224.71,3552.59,208.59,84.2,100.00,100.00,100.00,100.00,100.00,58.251.57.175,中国,广东, 联通,515.1,497.7,302,50,58
2013-02-26 22:19:51.054286,222.50.124.50,NULL,xunlei.com,广东铁通TOPn网站,0.48,115.31,115.73,688.62,2694.47,2410.81,3900.23,191.17,74.3,100.00,100.00,100.00,100.00,100.00,58.251.57.167,中国,广东, 其它运营商,515.1,497.7,301,50,58
2013-02-26 22:19:58.420184,222.50.124.110,NULL,kuaibo.com,广东铁通TOPn网站,0.44,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,175.6.0.102,中国,湖南, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:20:10.606965,222.50.124.26,NULL,qidian.com,广东铁通TOPn网站,0.26,34.80,36.10,681.84,9194.46,11671.33,14897.50,66.65,54.9,100.00,87.80,100.00,87.80,0.00,202.102.58.214,中国,江苏, 电信,612.8,597.5,301,41,41
2013-02-26 22:20:11.184573,222.50.124.70,NULL,3g.cn,广东铁通TOPn网站,0.48,3.85,6.97,50.54,1326.57,2173.83,2223.40,111.75,74.0,100.00,100.00,100.00,100.00,100.00,183.232.11.166,中国,广东, 移动,148.2,137.9,302,38,38
2013-02-26 22:20:13.978822,222.50.124.50,NULL,jrjimg.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:20:17.053042,222.50.124.2,NULL,bet007.com,广东铁通TOPn网站,0.21,12.32,12.38,24.92,12.38,24.92,24.92,28.47,65.5,100.00,50.00,100.00,50.00,0.00,61.143.225.118,中国,广东, 电信,0.4,0.1,301,2,2
2013-02-26 22:20:17.787094,222.50.124.90,NULL,scorecardresearch.com,广东铁通TOPn网站,0.53,271.98,290.43,3074.17,4476.07,13921.71,14865.76,10.61,40.4,100.00,100.00,100.00,100.00,100.00,165.193.78.252,美国,NULL, 其它运营商,47.5,36.0,302,10,10
