结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,解析时间,丢包,发包数,丢包数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,结果 IP 地址,结果国家名称,结果省名称,结果归属地
2013-02-26 22:15:06.167837,222.50.124.2,NULL,bet007.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.143.225.118,中国,广东, 电信
2013-02-26 22:15:09.374584,222.50.124.30,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,31.73,32.34,31.55,0.13,0.13,0.65,0.00,0.13,211.98.132.64,中国,北京, 铁通
2013-02-26 22:15:13.986584,222.50.124.2,NULL,doubleclick.net,广东铁通TOPn网站,NULL,0.000,100,0,253.04,253.68,252.40,0.40,0.48,1.20,0.01,0.24,70.32.146.212,美国,NULL, 其它运营商
2013-02-26 22:15:17.065289,123.65.232.142,NULL,www.163.com,网页类,NULL,0.000,100,0,42.51,53.26,38.93,3.95,3.16,13.41,0.03,3.41,223.87.1.58,中国,四川, 移动
2013-02-26 22:15:22.491884,222.50.124.102,NULL,tudou.com,广东铁通TOPn网站,NULL,4.000,100,4,115.23,117.29,114.93,0.27,0.16,2.13,0.00,0.30,123.126.98.173,中国,北京, 联通
2013-02-26 22:15:28.449304,222.50.124.50,NULL,taotaosou.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.236.101.27,中国,浙江, 电信
2013-02-26 22:15:35.497617,222.50.124.2,NULL,360buy.com,广东铁通TOPn网站,NULL,0.000,100,0,35.33,41.67,33.64,1.71,1.58,7.90,0.00,1.82,58.83.238.167,中国,北京, 铁通
2013-02-26 22:15:35.618689,222.50.124.102,NULL,222.50.124.46,NULL,NULL,0.000,100,0,1.43,16.40,0.60,2.64,1.30,12.69,0.00,3.05,222.50.124.46,中国,广东, 铁通
2013-02-26 22:15:36.023621,222.50.124.102,NULL,360safe.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.238.254.52,中国,河北, 电信
2013-02-26 22:15:36.061099,222.50.124.58,NULL,www.qiushibaike.com,网页类,NULL,0.000,100,0,56.86,65.25,54.05,2.24,1.86,10.75,0.01,1.93,183.203.15.209,中国,山西, 移动
2013-02-26 22:15:41.326308,222.50.124.70,NULL,www.readnovel.com,网页类,NULL,9.000,100,9,65.18,71.62,63.01,1.80,0.98,6.99,0.03,1.55,60.5.252.203,中国,河北, 联通
2013-02-26 22:15:45.002712,222.50.124.38,NULL,www.020.com,网页类,NULL,60.000,100,60,4.10,10.80,3.60,1.45,0.84,7.13,0.01,1.96,120.31.61.171,中国,广东, 铁通
2013-02-26 22:15:49.040945,110.209.253.254,NULL,www.skycn.com,下载类,NULL,0.000,100,0,60.48,60.71,60.23,0.10,0.12,0.37,0.00,0.09,125.39.78.230,中国,天津, 联通
2013-02-26 22:15:49.442766,222.50.124.106,NULL,www.hexun.com,网页类,NULL,0.000,100,0,36.20,101.00,32.14,13.93,1.66,41.77,0.00,5.59,219.239.236.199,中国,北京, 电信
2013-02-26 22:15:52.720021,222.50.124.30,NULL,www.poco.cn,网页类,NULL,0.000,100,0,69.81,84.05,68.41,2.75,2.05,15.26,0.03,3.43,124.95.150.158,中国,辽宁, 联通
2013-02-26 22:15:54.315026,123.89.176.38,NULL,www.qiushibaike.com,网页类,NULL,1.000,100,1,43.57,45.64,41.63,1.40,1.46,3.42,0.01,1.29,183.203.15.209,中国,山西, 移动
2013-02-26 22:15:57.022545,222.50.124.14,NULL,www.jiayuan.com,网页类,NULL,0.000,100,0,33.01,54.92,31.67,3.34,0.85,6.67,0.00,1.29,59.151.18.32,中国,北京, 其它运营商
2013-02-26 22:16:03.061522,222.50.124.102,NULL,www.pconline.com.cn,网页类,NULL,0.000,100,0,42.57,177.35,12.76,45.35,22.45,137.69,0.00,34.16,210.21.118.120,中国,广东, 联通
2013-02-26 22:16:03.125491,222.50.124.26,NULL,yx186.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:16:03.734931,123.65.232.142,NULL,https://play.google.com/store,网页类,NULL,0.000,100,0,0.57,0.93,0.50,0.06,0.05,0.36,0.00,0.06,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:16:11.405165,222.50.124.50,NULL,pengyou.com,广东铁通TOPn网站,NULL,2.000,100,2,99.29,99.88,97.79,0.45,0.37,1.54,0.00,0.34,112.64.234.210,中国,上海, 联通
2013-02-26 22:16:16.669263,222.50.124.90,NULL,3366.com,广东铁通TOPn网站,NULL,0.000,100,0,6.34,8.20,4.85,0.72,0.73,2.92,0.00,0.69,120.198.189.102,中国,广东, 移动
2013-02-26 22:16:18.658392,222.50.124.2,NULL,www.cctv.com,网页类,NULL,0.000,100,0,42.77,43.44,42.46,0.18,0.20,0.95,0.01,0.14,122.70.142.160,中国,北京, 铁通
2013-02-26 22:16:19.475310,222.50.124.90,NULL,adscellphone.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:16:24.386259,222.50.124.78,NULL,www.poco.cn,网页类,NULL,12.000,100,12,51.28,58.46,48.45,1.41,1.18,6.92,0.01,1.55,218.59.209.165,中国,山东, 联通
2013-02-26 22:16:26.875394,123.89.176.30,NULL,www.163.com,网页类,NULL,0.000,100,0,42.68,46.02,41.89,0.58,0.55,3.81,0.01,0.61,223.87.1.59,中国,四川, 移动
2013-02-26 22:16:31.900838,110.209.253.254,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,37.07,37.46,36.84,0.13,0.13,0.47,0.00,0.10,211.98.132.67,中国,北京, 铁通
2013-02-26 22:16:32.961869,222.50.124.50,NULL,155.com,广东铁通TOPn网站,NULL,1.000,100,1,55.95,59.37,54.30,1.07,1.16,4.18,0.00,0.91,119.188.11.3,中国,山东, 联通
2013-02-26 22:16:35.843790,222.50.124.26,NULL,www.skycn.com,下载类,NULL,0.000,100,0,64.83,65.63,64.49,0.19,0.18,0.86,0.00,0.17,125.39.78.230,中国,天津, 联通
2013-02-26 22:16:40.184194,222.50.124.6,NULL,www.qiushibaike.com,网页类,NULL,0.000,100,0,55.68,57.74,53.37,1.57,1.68,3.93,0.00,1.45,183.203.15.209,中国,山西, 移动
2013-02-26 22:16:54.398541,222.50.124.50,NULL,wingdns.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.164.110.173,中国,浙江, 电信
2013-02-26 22:16:57.720074,222.50.124.102,NULL,soso.com,广东铁通TOPn网站,NULL,0.000,100,0,51.41,52.08,51.28,0.13,0.11,0.73,0.00,0.14,61.135.167.27,中国,北京, 联通
2013-02-26 22:16:58.025007,222.50.124.90,NULL,189qas.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.228.171.120,中国,上海, 电信
2013-02-26 22:17:02.119033,222.50.124.50,NULL,woxihuan.com,广东铁通TOPn网站,NULL,0.000,100,0,66.07,66.68,65.71,0.19,0.21,0.68,0.00,0.15,123.125.160.234,中国,北京, 联通
2013-02-26 22:17:04.123557,222.50.124.110,NULL,ss3w.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205.178.189.129,美国,NULL, 其它运营商
2013-02-26 22:17:07.551668,222.50.124.70,NULL,ifeng.com,广东铁通TOPn网站,NULL,11.000,100,11,50.53,51.94,47.21,0.78,0.79,2.74,0.00,0.64,123.125.72.60,中国,北京, 联通
2013-02-26 22:17:11.294312,222.50.124.26,NULL,china.com,广东铁通TOPn网站,NULL,3.000,100,3,130.83,131.40,130.44,0.20,0.22,0.60,0.00,0.14,221.194.139.60,中国,河北, 联通
2013-02-26 22:17:11.346033,222.50.124.102,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,NULL,0.000,100,0,0.63,1.25,0.53,0.07,0.05,0.70,0.00,0.09,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:17:13.436363,123.89.176.30,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,5.05,6.60,4.17,0.59,0.62,2.25,0.00,0.52,120.196.210.104,中国,广东, 移动
2013-02-26 22:17:15.729776,222.50.124.2,NULL,ss3w.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205.178.189.129,美国,NULL, 其它运营商
2013-02-26 22:17:19.009361,222.50.124.42,NULL,www.skycn.com,下载类,NULL,0.000,100,0,64.51,65.41,64.06,0.25,0.24,0.82,0.00,0.20,125.39.78.230,中国,天津, 联通
2013-02-26 22:17:29.082069,222.50.124.70,NULL,kejet.net,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.226.122.236,中国,浙江, 电信
2013-02-26 22:17:36.759914,123.89.176.38,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,30.41,30.91,30.29,0.10,0.08,0.53,0.00,0.09,211.98.132.67,中国,北京, 铁通
2013-02-26 22:17:37.453990,222.50.124.2,NULL,aipai.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.10.241.89,中国,广东, 电信
2013-02-26 22:17:37.557209,222.50.124.50,NULL,digieq.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.232.240.148,中国,北京, 其它运营商
2013-02-26 22:17:38.967659,222.50.124.90,NULL,3322.org,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.160.239.28,中国,江苏, 电信
2013-02-26 22:17:44.964993,222.50.124.22,NULL,www.cctv.com,网页类,NULL,0.000,100,0,37.36,37.71,37.09,0.16,0.20,0.52,0.00,0.15,122.70.142.160,中国,北京, 铁通
2013-02-26 22:17:45.062052,222.50.124.62,NULL,www.qiushibaike.com,网页类,NULL,0.000,100,0,56.34,58.13,54.00,1.46,1.53,3.95,0.01,1.34,183.203.15.209,中国,山西, 移动
2013-02-26 22:17:47.091998,222.50.124.70,NULL,gtimg.com.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:17:50.596865,222.50.124.70,NULL,taobao.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.228.242.241,中国,浙江, 电信
2013-02-26 22:17:52.572749,222.50.124.90,NULL,doubleclick.net,广东铁通TOPn网站,NULL,0.000,100,0,259.68,260.35,259.07,0.36,0.48,1.06,0.01,0.24,70.32.146.212,美国,NULL, 其它运营商
2013-02-26 22:17:52.572777,222.50.124.90,NULL,kuaibo.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175.6.0.102,中国,湖南, 电信
2013-02-26 22:17:54.536751,222.50.124.26,NULL,kaixin001.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.131.222.21,中国,北京, 其它运营商
2013-02-26 22:17:55.584719,222.50.124.50,NULL,synacast.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:18:02.251652,222.50.124.34,NULL,www.readnovel.com,网页类,NULL,0.000,100,0,67.39,81.86,66.84,1.55,0.57,14.81,0.00,1.85,60.5.252.203,中国,河北, 联通
2013-02-26 22:18:08.724393,222.50.124.70,NULL,itc.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:18:12.397385,222.50.124.110,NULL,adsxin.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:18:14.002345,222.50.124.110,NULL,kankan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.251.57.175,中国,广东, 联通
2013-02-26 22:18:19.924245,222.50.124.90,NULL,kuaiwan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.225.115.167,中国,浙江, 电信
2013-02-26 22:18:20.488055,222.50.124.2,NULL,tieyou.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.80.202.113,中国,上海, 电信
2013-02-26 22:18:23.896769,222.50.124.34,NULL,www.hl.cnc.cn,网页类,NULL,0.000,100,0,61.68,61.84,61.48,0.07,0.08,0.32,0.00,0.06,221.212.213.106,中国,黑龙江, 联通
2013-02-26 22:18:28.220058,222.50.124.50,NULL,https://play.google.com/store,网页类,NULL,0.000,100,0,0.60,0.80,0.51,0.06,0.06,0.25,0.00,0.05,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:18:33.142996,222.50.124.102,NULL,222.50.124.78,NULL,NULL,0.000,100,0,0.64,0.92,0.51,0.04,0.02,0.40,0.00,0.06,222.50.124.78,中国,广东, 铁通
2013-02-26 22:18:33.648065,222.50.124.90,NULL,100bt.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.105.158.142,中国,广东, 电信
2013-02-26 22:18:42.206003,222.50.124.2,NULL,uusee.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221.238.29.196,中国,天津, 电信
2013-02-26 22:18:45.408248,222.50.124.38,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,31.75,33.85,31.58,0.25,0.16,2.08,0.00,0.30,211.98.132.65,中国,北京, 铁通
2013-02-26 22:18:47.067906,222.50.124.102,NULL,uvan.com,广东铁通TOPn网站,NULL,0.000,100,0,30.02,33.61,29.55,0.67,0.48,3.51,0.00,0.67,211.151.134.239,中国,北京, 联通
2013-02-26 22:18:49.672987,222.50.124.90,NULL,googleadsserving.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:18:49.756472,222.50.124.58,NULL,www.kankan.com,网页类,NULL,0.000,100,0,2.76,3.02,2.67,0.05,0.04,0.19,0.00,0.04,61.235.96.93,中国,广东, 铁通
2013-02-26 22:18:55.069381,222.50.124.74,NULL,www.icbc.com.cn,网页类,NULL,11.000,100,11,73.86,75.23,70.31,0.94,0.99,4.34,0.00,0.88,113.31.42.29,中国,北京, 其它运营商
2013-02-26 22:19:00.653511,222.50.124.110,NULL,70e.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.248.34.220,美国,NULL, 其它运营商
2013-02-26 22:19:02.797389,222.50.124.70,NULL,ppstream.com,广东铁通TOPn网站,NULL,0.000,100,0,33.36,36.99,32.97,0.54,0.37,3.36,0.00,0.49,211.151.142.154,中国,北京, 联通
2013-02-26 22:19:03.741690,222.50.124.14,NULL,www.onlinedown.net,下载类,NULL,1.000,100,1,33.06,43.81,32.41,1.53,0.72,10.86,0.01,2.08,120.193.11.195,中国,浙江, 移动
2013-02-26 22:19:06.920068,222.50.124.26,NULL,sina.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,57.61,58.22,57.33,0.16,0.18,0.88,0.01,0.14,202.108.33.60,中国,北京, 其它运营商
2013-02-26 22:19:09.965354,222.50.124.110,NULL,www.youku.com,网页类,NULL,0.000,100,0,32.52,32.91,32.25,0.14,0.10,0.59,0.00,0.12,122.72.120.241,中国,中国NDC, 铁通
2013-02-26 22:19:11.290056,222.50.124.50,NULL,www.kankan.com,网页类,NULL,0.000,100,0,2.75,2.98,2.66,0.06,0.06,0.25,0.00,0.05,61.235.96.93,中国,广东, 铁通
2013-02-26 22:19:14.200859,222.50.124.102,NULL,www.qzone.qq.com,网页类,NULL,0.000,100,0,5.09,6.42,4.94,0.15,0.10,1.34,0.00,0.18,112.90.140.193,中国,广东, 联通
2013-02-26 22:19:22.270543,222.50.124.110,NULL,lxdns.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:19:24.229320,222.50.124.78,NULL,www.kankan.com,网页类,NULL,0.000,100,0,2.83,3.12,2.70,0.08,0.08,0.33,0.00,0.07,61.235.96.93,中国,广东, 铁通
2013-02-26 22:19:25.466755,222.50.124.2,NULL,v-56.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.32.180.16,中国,广东, 电信
2013-02-26 22:19:28.666762,222.50.124.26,NULL,pc120.com,广东铁通TOPn网站,NULL,0.000,100,0,61.10,61.70,60.78,0.19,0.22,0.79,0.00,0.18,114.112.68.164,中国,江苏, 移动
2013-02-26 22:19:41.837384,222.50.124.102,NULL,qidian.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202.102.58.214,中国,江苏, 电信
2013-02-26 22:19:44.143492,222.50.124.102,NULL,vpon.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:19:45.852115,222.50.124.82,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,37.09,38.56,36.91,0.20,0.16,1.52,0.00,0.23,211.98.132.64,中国,北京, 铁通
2013-02-26 22:19:46.831105,222.50.124.50,NULL,sohu.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.135.181.175,中国,北京, 联通
2013-02-26 22:19:46.907622,222.50.124.10,NULL,www.poco.cn,网页类,NULL,2.000,100,2,68.97,75.98,68.01,1.37,0.86,7.23,0.00,1.59,125.39.187.32,中国,天津, 联通
2013-02-26 22:19:50.096200,222.50.124.26,NULL,duba.net,广东铁通TOPn网站,NULL,0.000,100,0,59.67,60.26,59.39,0.18,0.21,0.79,0.00,0.18,114.112.68.197,中国,江苏, 移动
2013-02-26 22:19:55.548442,222.50.124.102,NULL,51.la,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.21.226.199,中国,江西, 电信
2013-02-26 22:20:07.274080,222.50.124.70,NULL,4399.com,广东铁通TOPn网站,NULL,0.000,100,0,30.69,37.15,29.94,1.46,0.68,6.67,0.00,1.36,115.182.52.231,中国,北京, 移动
2013-02-26 22:20:08.265618,222.50.124.50,NULL,www.mail.qq.com,网页类,NULL,2.000,100,2,4.98,7.97,4.02,0.75,0.82,3.87,0.00,0.66,120.196.210.104,中国,广东, 移动
2013-02-26 22:20:08.547385,222.50.124.2,NULL,wingdns.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.227.23.130,中国,浙江, 电信
2013-02-26 22:20:08.724961,222.50.124.110,NULL,baidu-2img.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:20:08.875119,222.50.124.102,NULL,qihoo.com,广东铁通TOPn网站,NULL,0.000,100,0,51.48,57.89,50.78,1.54,0.65,7.08,0.00,1.42,61.55.181.124,中国,河北, 联通
2013-02-26 22:20:10.329401,222.50.124.110,NULL,aipai.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.10.241.70,中国,广东, 电信
2013-02-26 22:20:11.580186,222.50.124.90,NULL,baidu-1img.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:20:11.712259,222.50.124.26,NULL,xunlei.com,广东铁通TOPn网站,NULL,0.000,100,0,24.61,31.12,24.02,1.21,0.57,7.01,0.00,1.19,58.251.57.168,中国,广东, 其它运营商
2013-02-26 22:20:26.768303,222.50.124.2,NULL,jrjimg.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:20:29.819036,222.50.124.50,NULL,flashget.com,广东铁通TOPn网站,NULL,3.000,100,3,124.12,130.25,123.51,0.66,0.34,6.41,0.00,0.87,221.123.176.106,中国,北京, 其它运营商
2013-02-26 22:20:30.174280,222.50.124.2,NULL,taomee.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.80.99.112,中国,上海, 电信
2013-02-26 22:20:33.347051,222.50.124.38,NULL,www.163.com,网页类,NULL,0.000,100,0,43.52,48.23,42.58,0.86,0.70,5.12,0.02,0.78,223.87.1.58,中国,四川, 移动
2013-02-26 22:20:36.200093,222.50.124.90,NULL,uvan.com,广东铁通TOPn网站,NULL,0.000,100,0,35.30,36.61,34.94,0.36,0.34,1.41,0.00,0.38,211.151.134.239,中国,北京, 联通
2013-02-26 22:20:42.715045,222.50.124.70,NULL,2345.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.227.230.133,中国,浙江, 电信
2013-02-26 22:20:43.079921,222.50.124.110,NULL,10086.cn,广东铁通TOPn网站,NULL,0.000,100,0,46.98,56.03,42.99,2.67,2.80,9.13,0.01,2.25,218.206.191.70,中国,北京, 移动
2013-02-26 22:20:48.388319,222.50.124.2,NULL,37cs.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:20:49.813774,222.50.124.90,NULL,www.hexun.com,网页类,NULL,0.000,100,0,33.35,39.91,32.16,2.20,0.82,7.70,0.00,1.60,219.239.236.198,中国,北京, 电信
2013-02-26 22:20:51.363737,222.50.124.58,NULL,www.weibo.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-26 22:21:04.348993,222.50.124.82,NULL,www.icbc.com.cn,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.31.42.29,中国,北京, 其它运营商
2013-02-26 22:21:08.904693,222.50.124.26,NULL,17173.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.135.181.176,中国,北京, 联通
2013-02-26 22:21:10.109431,222.50.124.2,NULL,sinaimg.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:21:12.789062,222.50.124.50,NULL,www.onlinedown.net,下载类,NULL,4.000,100,4,28.70,42.53,28.23,1.43,0.46,14.20,0.00,1.98,120.193.11.194,中国,浙江, 移动
2013-02-26 22:21:16.622493,222.50.124.38,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,6.62,8.75,4.94,0.88,1.09,3.62,0.00,0.79,120.196.210.104,中国,广东, 移动
2013-02-26 22:21:17.265209,222.50.124.102,NULL,dxsvr.com,广东铁通TOPn网站,NULL,0.000,100,0,54.31,63.35,53.86,1.09,0.47,9.20,0.00,1.41,119.161.213.143,中国,北京, 其它运营商
2013-02-26 22:21:17.570462,222.50.124.106,NULL,www.qzone.qq.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.90.143.191,中国,广东, 联通
2013-02-26 22:21:20.308303,222.50.124.110,NULL,woxihuan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123.125.160.234,中国,北京, 联通
2013-02-26 22:21:20.394028,222.50.124.54,NULL,www.jiayuan.com,网页类,NULL,0.000,100,0,35.50,39.33,34.98,0.78,0.50,3.55,0.00,0.70,59.151.18.32,中国,北京, 其它运营商
2013-02-26 22:21:25.769858,222.50.124.86,NULL,www.readnovel.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218.60.54.22,中国,辽宁, 联通
2013-02-26 22:21:27.134300,222.50.124.26,NULL,zhekouku.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:21:30.798502,222.50.124.90,NULL,kankan.com,广东铁通TOPn网站,NULL,0.000,100,0,13.01,13.61,12.43,0.23,0.26,0.91,0.00,0.19,58.251.57.175,中国,广东, 联通
2013-02-26 22:21:33.385726,222.50.124.86,NULL,https://play.google.com/store,网页类,NULL,0.000,100,0,0.67,0.99,0.58,0.06,0.06,0.20,0.00,0.05,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:21:41.934660,222.50.124.54,NULL,www.qzone.qq.com,网页类,NULL,0.000,100,0,4.68,4.95,4.52,0.08,0.08,0.36,0.00,0.08,112.90.140.193,中国,广东, 联通
2013-02-26 22:21:43.525032,222.50.124.110,NULL,miercn.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125.77.197.86,中国,福建, 电信
2013-02-26 22:21:44.517357,222.50.124.90,NULL,www.huanqiu.com,网页类,NULL,0.000,100,0,59.83,60.61,59.40,0.26,0.28,1.08,0.00,0.23,113.31.42.20,中国,北京, 其它运营商
2013-02-26 22:21:53.098958,222.50.124.2,NULL,vpon.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:21:56.519994,222.50.124.2,NULL,qzoneapp.com,广东铁通TOPn网站,NULL,5.000,100,5,112.98,122.33,112.61,0.98,0.36,9.31,0.00,1.25,58.251.150.154,中国,广东, 联通
2013-02-26 22:21:59.689031,222.50.124.26,NULL,www.cctv.com,网页类,NULL,0.000,100,0,37.34,37.73,37.08,0.15,0.18,0.50,0.00,0.12,122.70.142.160,中国,北京, 铁通
2013-02-26 22:22:06.767777,123.89.176.38,NULL,www.readnovel.com,网页类,NULL,2.000,100,2,143.00,143.78,141.88,0.32,0.28,1.28,0.00,0.28,218.60.54.22,中国,辽宁, 联通
2013-02-26 22:22:08.907710,222.50.124.78,NULL,www.gzmama.com,网页类,NULL,5.000,100,5,12.52,14.22,8.77,0.96,1.14,5.45,0.01,0.96,58.248.62.22,中国,广东, 联通
2013-02-26 22:22:11.742116,222.50.124.90,NULL,56.com,广东铁通TOPn网站,NULL,0.000,100,0,2.80,4.27,2.56,0.29,0.24,1.50,0.00,0.30,112.90.57.7,中国,广东, 联通
2013-02-26 22:22:12.047169,222.50.124.90,NULL,csbew.com,广东铁通TOPn网站,NULL,1.000,100,1,59.58,60.45,59.00,0.29,0.33,1.15,0.00,0.26,219.232.255.100,中国,北京, 其它运营商
