结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,解析时间,丢包,发包数,丢包数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,结果 IP 地址,结果国家名称,结果省名称,结果归属地
2013-02-26 22:07:12.269580,222.50.124.70,NULL,www.jiayuan.com,网页类,NULL,0.000,100,0,32.72,36.95,31.67,1.10,0.98,3.93,0.01,1.03,59.151.18.32,中国,北京, 其它运营商
2013-02-26 22:07:13.145092,222.50.124.58,NULL,www.huanqiu.com,网页类,NULL,1.000,100,1,53.34,53.81,53.04,0.14,0.17,0.67,0.00,0.14,125.39.187.20,中国,天津, 联通
2013-02-26 22:07:13.151442,222.50.124.102,NULL,jrjimg.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:07:14.400708,222.50.124.46,NULL,www.163.com,网页类,NULL,0.000,100,0,51.03,57.54,44.11,3.32,2.55,11.07,0.01,2.46,223.87.1.59,中国,四川, 移动
2013-02-26 22:07:18.748576,222.50.124.2,NULL,www.readnovel.com,网页类,NULL,0.000,100,0,136.92,137.75,135.60,0.32,0.34,2.15,0.00,0.31,218.60.54.29,中国,辽宁, 联通
2013-02-26 22:07:22.251038,222.50.124.110,NULL,icast.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222.73.178.102,中国,上海, 电信
2013-02-26 22:07:33.594698,222.50.124.74,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,7.28,14.09,4.43,2.21,1.83,8.83,0.02,1.91,120.196.210.104,中国,广东, 移动
2013-02-26 22:07:34.776034,222.50.124.50,NULL,babytree.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.238.250.203,中国,河北, 电信
2013-02-26 22:07:35.927994,222.50.124.26,NULL,pengyou.com,广东铁通TOPn网站,NULL,0.000,100,0,51.08,71.03,27.69,14.25,14.42,41.27,0.02,13.24,120.204.201.194,中国,上海, 移动
2013-02-26 22:07:45.490776,123.65.232.142,NULL,www.tudou.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123.126.98.147,中国,北京, 联通
2013-02-26 22:07:51.391213,222.50.124.102,NULL,ip138.com,广东铁通TOPn网站,NULL,0.000,100,0,31.77,32.76,31.47,0.18,0.19,0.74,0.00,0.15,122.70.142.161,中国,北京, 铁通
2013-02-26 22:07:51.696032,222.50.124.98,NULL,www.pconline.com.cn,网页类,NULL,7.000,100,7,46.06,221.30,11.66,50.80,30.84,208.49,0.04,44.29,210.21.118.120,中国,广东, 联通
2013-02-26 22:07:52.688095,222.50.124.50,NULL,zqlx.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:07:54.192521,222.50.124.2,NULL,miercn.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.25.129.71,中国,福建, 电信
2013-02-26 22:07:56.194064,222.50.124.50,NULL,sohu.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.135.181.175,中国,北京, 联通
2013-02-26 22:07:57.465734,222.50.124.34,NULL,www.icbc.com.cn,网页类,NULL,0.000,100,0,49.62,50.48,49.31,0.21,0.21,0.99,0.00,0.21,125.39.39.42,中国,天津, 联通
2013-02-26 22:08:01.826479,222.50.124.2,NULL,3366.com,广东铁通TOPn网站,NULL,0.000,100,0,5.24,6.49,4.61,0.41,0.46,1.88,0.00,0.41,120.198.189.102,中国,广东, 移动
2013-02-26 22:08:04.921048,222.50.124.102,NULL,222.50.124.106,NULL,NULL,0.000,100,0,0.65,1.31,0.52,0.07,0.03,0.70,0.00,0.11,222.50.124.106,中国,广东, 铁通
2013-02-26 22:08:07.726857,222.50.124.102,NULL,baidu-2img.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:08:08.708210,222.50.124.110,NULL,qplus.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.90.143.118,中国,广东, 联通
2013-02-26 22:08:09.134902,222.50.124.70,NULL,9160.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.236.185.6,中国,浙江, 电信
2013-02-26 22:08:18.122392,222.50.124.110,NULL,meilishuo.com,广东铁通TOPn网站,NULL,0.000,100,0,32.53,33.30,32.27,0.20,0.19,0.89,0.00,0.17,124.202.144.10,中国,北京, 移动
2013-02-26 22:08:19.084390,222.50.124.26,NULL,ifeng.com,广东铁通TOPn网站,NULL,0.000,100,0,58.96,97.42,58.15,3.87,1.03,39.05,0.01,5.43,123.125.72.60,中国,北京, 联通
2013-02-26 22:08:25.257311,222.50.124.50,NULL,uvan.com,广东铁通TOPn网站,NULL,0.000,100,0,29.73,40.43,27.35,2.65,1.39,8.11,0.01,1.57,211.151.134.239,中国,北京, 联通
2013-02-26 22:08:30.777403,222.50.124.74,NULL,www.gzmama.com,网页类,NULL,9.000,100,9,12.94,13.86,11.50,0.48,0.48,1.49,0.01,0.39,58.248.62.22,中国,广东, 联通
2013-02-26 22:08:32.467792,222.50.124.90,NULL,www.gzmama.com,网页类,NULL,0.000,100,0,10.22,11.58,9.58,0.29,0.29,1.55,0.00,0.26,58.248.62.22,中国,广东, 联通
2013-02-26 22:08:34.051497,222.50.124.2,NULL,yx186.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:08:37.557360,222.50.124.14,NULL,www.tudou.com,网页类,NULL,5.000,100,5,46.89,48.04,46.69,0.15,0.11,1.16,0.00,0.17,123.126.98.148,中国,北京, 联通
2013-02-26 22:08:41.346853,222.50.124.110,NULL,www.qiushibaike.com,网页类,NULL,0.000,100,0,55.69,57.49,53.29,1.34,1.34,3.75,0.00,1.21,183.203.15.209,中国,山西, 移动
2013-02-26 22:08:45.980455,222.50.124.102,NULL,222.50.124.114,NULL,NULL,0.000,100,0,0.65,1.13,0.54,0.05,0.02,0.49,0.00,0.07,222.50.124.114,中国,广东, 铁通
2013-02-26 22:08:46.805764,222.50.124.62,NULL,www.youku.com,网页类,NULL,0.000,100,0,28.35,28.75,28.12,0.14,0.13,0.58,0.00,0.13,122.72.120.241,中国,中国NDC, 铁通
2013-02-26 22:08:48.785688,222.50.124.102,NULL,yx186.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:08:52.198383,222.50.124.70,NULL,acs86.com,广东铁通TOPn网站,NULL,9.000,100,9,63.95,94.43,60.03,6.67,1.31,31.81,0.01,4.04,117.79.81.135,中国,北京, 其它运营商
2013-02-26 22:08:54.619898,222.50.124.26,NULL,hao123.com,广东铁通TOPn网站,NULL,9.000,100,9,43.63,43.87,43.46,0.09,0.09,0.41,0.00,0.07,180.149.132.19,中国,北京, 电信
2013-02-26 22:09:02.304431,222.50.124.90,NULL,yx186.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:09:06.778202,222.50.124.2,NULL,youku.com,广东铁通TOPn网站,NULL,0.000,100,0,50.63,51.55,50.34,0.23,0.22,0.86,0.00,0.21,119.167.145.19,中国,山东, 联通
2013-02-26 22:09:08.331325,222.50.124.58,NULL,www.qzone.qq.com,网页类,NULL,0.000,100,0,5.53,5.99,5.33,0.08,0.09,0.51,0.00,0.09,112.90.140.193,中国,广东, 联通
2013-02-26 22:09:13.813272,222.50.124.70,NULL,qiyou.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.248.34.220,美国,NULL, 其它运营商
2013-02-26 22:09:15.942155,222.50.124.102,NULL,sandai.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:09:16.156678,222.50.124.26,NULL,163.com,广东铁通TOPn网站,NULL,12.000,100,12,36.35,40.76,33.63,2.96,2.97,6.83,0.00,2.80,123.58.180.7,中国,浙江, 移动
2013-02-26 22:09:18.696474,222.50.124.110,NULL,kuaibo.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175.6.0.102,中国,湖南, 电信
2013-02-26 22:09:23.769592,222.50.124.34,NULL,www.hexun.com,网页类,NULL,0.000,100,0,31.10,36.32,30.84,0.57,0.27,5.34,0.00,0.77,219.239.236.199,中国,北京, 电信
2013-02-26 22:09:28.332178,222.50.124.18,NULL,www.skycn.com,下载类,NULL,0.000,100,0,96.48,102.79,91.11,4.41,0.49,7.11,0.00,0.79,125.39.78.230,中国,天津, 联通
2013-02-26 22:09:35.236158,222.50.124.70,NULL,tianya.cn,广东铁通TOPn网站,NULL,8.000,100,8,119.98,120.89,116.53,0.62,0.55,3.72,0.01,0.65,221.11.172.222,中国,海南, 联通
2013-02-26 22:09:40.667045,222.50.124.102,NULL,woxihuan.com,广东铁通TOPn网站,NULL,0.000,100,0,67.57,67.97,67.36,0.13,0.15,0.58,0.00,0.12,123.125.160.234,中国,北京, 联通
2013-02-26 22:09:41.811871,222.50.124.110,NULL,gexing.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.225.115.203,中国,浙江, 电信
2013-02-26 22:09:43.876511,222.50.124.50,NULL,eastmoney.com,广东铁通TOPn网站,NULL,1.000,100,1,94.67,107.34,88.47,5.61,0.86,2.74,0.01,0.67,222.73.55.186,中国,上海, 电信
2013-02-26 22:09:45.601370,222.50.124.26,NULL,doubleclick.net,广东铁通TOPn网站,NULL,0.000,100,0,254.31,255.00,253.59,0.45,0.55,1.32,0.01,0.29,70.32.146.212,美国,NULL, 其它运营商
2013-02-26 22:09:49.882039,222.50.124.18,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,6.68,9.22,4.82,0.82,0.94,3.26,0.00,0.68,120.196.210.104,中国,广东, 移动
2013-02-26 22:09:51.489559,222.50.124.50,NULL,9160.com,广东铁通TOPn网站,NULL,0.000,100,0,29.14,29.50,28.86,0.08,0.08,0.38,0.00,0.07,115.236.185.6,中国,浙江, 电信
2013-02-26 22:09:54.486933,222.50.124.102,NULL,baofeng.net,广东铁通TOPn网站,NULL,0.000,100,0,66.38,67.40,66.02,0.25,0.26,1.27,0.00,0.24,60.28.110.233,中国,天津, 联通
2013-02-26 22:09:56.864086,222.50.124.70,NULL,57.net,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.160.234.11,中国,江苏, 电信
2013-02-26 22:10:01.905803,222.50.124.50,NULL,qlogo.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:10:03.442413,222.50.124.110,NULL,2nike.org,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:10:05.147281,222.50.124.110,NULL,www.huanqiu.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.31.42.20,中国,北京, 其它运营商
2013-02-26 22:10:07.130051,222.50.124.26,NULL,qiyi.com,广东铁通TOPn网站,NULL,0.000,100,0,32.49,33.03,32.29,0.11,0.11,0.74,0.00,0.13,202.108.14.56,中国,北京, 联通
2013-02-26 22:10:07.811855,222.50.124.102,NULL,110.209.253.254,NULL,NULL,0.000,100,0,0.66,1.79,0.48,0.12,0.04,1.14,0.00,0.17,110.209.253.254,中国,NULL, 铁通
2013-02-26 22:10:11.401008,222.50.124.10,NULL,www.gzmama.com,网页类,NULL,0.000,100,0,16.18,37.62,15.58,2.17,0.72,21.78,0.00,3.02,58.248.62.30,中国,广东, 联通
2013-02-26 22:10:18.486101,222.50.124.70,NULL,cbsi.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118.67.124.252,中国,北京, 其它运营商
2013-02-26 22:10:21.625557,222.50.124.102,NULL,china.com,广东铁通TOPn网站,NULL,0.000,100,0,52.06,52.49,51.93,0.10,0.11,0.51,0.00,0.10,221.194.139.60,中国,河北, 联通
2013-02-26 22:10:28.653841,222.50.124.30,NULL,www.skycn.com,下载类,NULL,0.000,100,0,68.39,69.12,67.95,0.21,0.24,0.91,0.00,0.21,125.39.78.230,中国,天津, 联通
2013-02-26 22:10:34.554221,222.50.124.58,NULL,www.youku.com,网页类,NULL,0.000,100,0,32.53,32.91,32.26,0.15,0.13,0.59,0.00,0.14,122.72.120.241,中国,中国NDC, 铁通
2013-02-26 22:10:40.002043,222.50.124.70,NULL,www.poco.cn,网页类,NULL,6.000,100,6,63.28,74.82,60.92,1.63,1.18,12.02,0.00,2.03,221.192.144.10,中国,河北, 联通
2013-02-26 22:10:47.145850,222.50.124.10,NULL,www.tudou.com,网页类,NULL,4.000,100,4,43.51,43.97,43.33,0.11,0.12,0.56,0.01,0.10,123.126.98.146,中国,北京, 联通
2013-02-26 22:10:49.150409,222.50.124.90,NULL,scorecardresearch.com,广东铁通TOPn网站,NULL,0.000,100,0,279.14,279.71,278.98,0.10,0.11,0.67,0.00,0.10,165.193.78.252,美国,NULL, 其它运营商
2013-02-26 22:10:49.255257,222.50.124.98,NULL,www.qiushibaike.com,网页类,NULL,1.000,100,1,52.36,54.44,50.10,1.51,1.74,3.80,0.03,1.28,183.203.15.209,中国,山西, 移动
2013-02-26 22:10:50.171579,222.50.124.46,NULL,www.gzmama.com,网页类,NULL,0.000,100,0,17.10,19.50,16.68,0.44,0.37,2.31,0.00,0.46,58.248.62.34,中国,广东, 联通
2013-02-26 22:10:51.789771,123.65.232.142,NULL,www.hl.cnc.cn,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221.212.213.106,中国,黑龙江, 联通
2013-02-26 22:10:54.658081,222.50.124.18,NULL,www.taobao.com,网页类,NULL,0.000,100,0,27.99,28.10,27.93,0.03,0.03,0.10,0.00,0.02,122.72.7.241,中国,中国NDC, 铁通
2013-02-26 22:10:55.963835,222.50.124.66,NULL,www.hexun.com,网页类,NULL,0.000,100,0,30.11,31.00,29.97,0.16,0.13,0.93,0.00,0.17,219.239.236.199,中国,北京, 电信
2013-02-26 22:11:01.407742,222.50.124.70,NULL,weather.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.4.185.35,中国,NULL, 其它运营商
2013-02-26 22:11:09.121091,222.50.124.70,NULL,readnovel.com,广东铁通TOPn网站,NULL,0.000,100,0,43.20,44.31,43.12,0.12,0.06,1.12,0.00,0.15,118.244.198.2,中国,吉林, 铁通
2013-02-26 22:11:11.883353,222.50.124.34,NULL,www.qiushibaike.com,网页类,NULL,0.000,100,0,52.42,54.34,50.22,1.39,1.58,3.60,0.00,1.18,183.203.15.209,中国,山西, 移动
2013-02-26 22:11:14.907501,222.50.124.110,NULL,xcar.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118.67.112.72,中国,北京, 其它运营商
2013-02-26 22:11:16.676256,222.50.124.90,NULL,digieq.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.232.240.148,中国,北京, 其它运营商
2013-02-26 22:11:17.589162,222.50.124.50,NULL,kugou.com,广东铁通TOPn网站,NULL,0.000,100,0,12.54,12.96,12.42,0.09,0.09,0.48,0.00,0.09,113.106.27.252,中国,广东, 电信
2013-02-26 22:11:24.325600,222.50.124.110,NULL,www.onlinedown.net,下载类,NULL,0.000,100,0,38.53,39.95,37.35,0.94,0.89,2.54,0.00,0.89,221.130.12.61,中国,江苏, 移动
2013-02-26 22:11:30.181593,222.50.124.6,NULL,www.020.com,网页类,NULL,60.000,100,60,3.74,3.96,3.63,0.07,0.09,0.27,0.00,0.07,120.31.61.171,中国,广东, 铁通
2013-02-26 22:11:30.287030,222.50.124.90,NULL,ss3w.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205.178.189.129,美国,NULL, 其它运营商
2013-02-26 22:11:30.537569,222.50.124.70,NULL,3g.cn,广东铁通TOPn网站,NULL,0.000,100,0,3.69,4.22,3.60,0.08,0.07,0.57,0.00,0.09,183.232.11.166,中国,广东, 移动
2013-02-26 22:11:36.629991,222.50.124.110,NULL,vpon.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:11:39.024755,222.50.124.130,NULL,www.poco.cn,网页类,NULL,0.000,100,0,55.83,63.92,54.87,1.75,1.36,9.04,0.00,2.17,124.95.150.158,中国,辽宁, 联通
2013-02-26 22:11:43.607068,222.50.124.102,NULL,3366.com,广东铁通TOPn网站,NULL,0.000,100,0,6.34,7.79,4.94,0.70,0.63,2.34,0.01,0.55,120.198.189.102,中国,广东, 移动
2013-02-26 22:11:43.911832,222.50.124.94,NULL,www.weibo.com,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:11:47.423062,222.50.124.26,NULL,pconline.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.136.245.40,中国,广东, 电信
2013-02-26 22:11:51.909426,222.50.124.2,NULL,www.skycn.com,下载类,NULL,1.000,100,1,64.90,65.79,64.37,0.23,0.25,1.16,0.00,0.24,125.39.78.230,中国,天津, 联通
2013-02-26 22:11:52.067635,222.50.124.74,NULL,www.qzone.qq.com,网页类,NULL,0.000,100,0,5.25,5.55,5.11,0.07,0.07,0.30,0.00,0.06,112.90.140.193,中国,广东, 联通
2013-02-26 22:11:57.216852,222.50.124.102,NULL,222.50.124.74,NULL,NULL,0.000,100,0,0.65,0.71,0.62,0.01,0.01,0.05,0.00,0.01,222.50.124.74,中国,广东, 铁通
2013-02-26 22:11:59.420467,222.50.124.2,NULL,pcpop.com,广东铁通TOPn网站,NULL,0.000,100,0,31.41,34.45,30.79,0.76,0.67,3.50,0.00,0.65,59.151.37.230,中国,北京, 其它运营商
2013-02-26 22:12:08.948984,222.50.124.26,NULL,51yes.com,广东铁通TOPn网站,NULL,11.000,100,11,9.48,13.96,9.26,0.49,0.20,4.64,0.00,0.66,119.147.114.19,中国,广东, 电信
2013-02-26 22:12:10.829693,222.50.124.102,NULL,kankan.com,广东铁通TOPn网站,NULL,0.000,100,0,11.64,12.04,11.48,0.10,0.12,0.42,0.00,0.10,58.251.57.175,中国,广东, 联通
2013-02-26 22:12:10.863410,222.50.124.110,NULL,www.cctv.com,网页类,NULL,0.000,100,0,37.37,37.68,37.09,0.17,0.18,0.57,0.00,0.14,122.70.142.160,中国,北京, 铁通
2013-02-26 22:12:14.574923,222.50.124.50,NULL,189mv.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.63.133.186,中国,广东, 电信
2013-02-26 22:12:16.670530,222.50.124.26,NULL,10086.cn,广东铁通TOPn网站,NULL,0.000,100,0,42.44,46.24,39.62,1.90,2.23,6.52,0.00,1.68,218.206.191.72,中国,北京, 移动
2013-02-26 22:12:21.045390,222.50.124.2,NULL,china.com,广东铁通TOPn网站,NULL,0.000,100,0,59.43,77.83,58.86,1.86,0.56,18.76,0.00,2.60,221.194.139.60,中国,河北, 联通
2013-02-26 22:12:22.079744,222.50.124.50,NULL,7k7k.com,广东铁通TOPn网站,NULL,0.000,100,0,34.95,36.12,34.78,0.17,0.15,1.34,0.00,0.20,115.182.59.33,中国,北京, 移动
2013-02-26 22:12:27.168464,222.50.124.90,NULL,zqlx.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:12:27.596926,222.50.124.74,NULL,www.huanqiu.com,网页类,NULL,2.000,100,2,74.02,74.56,73.75,0.16,0.19,0.69,0.00,0.15,125.39.187.20,中国,天津, 联通
2013-02-26 22:12:35.206522,222.50.124.70,NULL,www.onlinedown.net,下载类,NULL,0.000,100,0,35.16,38.92,34.18,1.10,1.11,4.74,0.00,1.11,221.130.12.61,中国,江苏, 移动
2013-02-26 22:12:38.297236,222.50.124.34,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,29.54,29.89,29.39,0.08,0.08,0.35,0.00,0.07,211.98.132.64,中国,北京, 铁通
2013-02-26 22:12:38.484675,222.50.124.106,NULL,www.020.com,网页类,NULL,60.000,100,60,3.85,5.04,3.66,0.26,0.23,1.29,0.00,0.31,120.31.61.171,中国,广东, 铁通
2013-02-26 22:12:43.619281,222.50.124.50,NULL,yihaodian.com,广东铁通TOPn网站,NULL,0.000,100,0,29.91,30.97,29.57,0.28,0.29,1.12,0.00,0.28,222.73.105.82,中国,上海, 电信
2013-02-26 22:12:48.106133,123.89.176.38,NULL,www.pconline.com.cn,网页类,NULL,1.000,100,1,38.84,171.86,15.26,41.00,22.09,154.06,0.01,34.67,210.21.118.120,中国,广东, 联通
2013-02-26 22:12:51.797794,222.50.124.90,NULL,youku.com,广东铁通TOPn网站,NULL,0.000,100,0,34.40,38.42,33.17,1.29,1.01,4.45,0.01,1.01,211.151.146.209,中国,北京, 联通
2013-02-26 22:12:56.690142,222.50.124.2,NULL,www.gzmama.com,网页类,NULL,1.000,100,1,21.36,24.70,20.94,0.47,0.36,3.58,0.01,0.57,58.248.62.22,中国,广东, 联通
2013-02-26 22:12:57.417549,123.65.232.142,NULL,www.youku.com,网页类,NULL,0.000,100,0,28.22,28.69,27.91,0.16,0.15,0.67,0.00,0.15,122.72.120.241,中国,中国NDC, 铁通
2013-02-26 22:13:05.151603,222.50.124.50,NULL,cbsi.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,39.35,39.59,39.20,0.08,0.09,0.28,0.00,0.07,118.67.124.252,中国,北京, 其它运营商
2013-02-26 22:13:10.421052,222.50.124.26,NULL,778669.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:13:10.735092,222.50.124.70,NULL,kandian.com,广东铁通TOPn网站,NULL,8.000,100,8,61.13,62.49,56.57,0.81,0.81,5.05,0.00,0.92,123.126.53.254,中国,北京, 联通
2013-02-26 22:13:13.825934,222.50.124.26,NULL,cehuan.com,广东铁通TOPn网站,NULL,11.000,100,11,14.08,37.72,11.65,4.34,2.49,20.15,0.00,4.30,121.12.107.186,中国,广东, 电信
2013-02-26 22:13:16.223153,222.50.124.94,NULL,www.jiayuan.com,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:13:18.225262,222.50.124.2,NULL,yoyi.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.213.196.90,中国,北京, 其它运营商
2013-02-26 22:13:19.128055,222.50.124.106,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,42.52,43.28,42.32,0.17,0.17,0.94,0.00,0.20,211.98.132.65,中国,北京, 铁通
2013-02-26 22:13:25.950078,222.50.124.2,NULL,adsame.com,广东铁通TOPn网站,NULL,0.000,100,0,30.62,30.82,30.48,0.06,0.06,0.21,0.00,0.05,118.26.200.34,中国,上海, 铁通
2013-02-26 22:13:26.784151,222.50.124.66,NULL,https://play.google.com/store,网页类,NULL,0.000,100,0,0.69,2.45,0.56,0.19,0.10,1.81,0.00,0.25,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:13:32.165476,222.50.124.70,NULL,www.020.com,网页类,NULL,60.000,100,60,3.81,5.07,3.61,0.28,0.23,1.44,0.00,0.36,120.31.61.171,中国,广东, 铁通
2013-02-26 22:13:32.951039,222.50.124.110,NULL,zhekouku.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:13:34.756329,222.50.124.110,NULL,www.readnovel.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60.5.252.203,中国,河北, 联通
2013-02-26 22:13:39.676456,222.50.124.74,NULL,www.qiushibaike.com,网页类,NULL,0.000,100,0,56.61,58.36,54.10,1.41,1.51,3.83,0.00,1.30,183.203.15.209,中国,山西, 移动
2013-02-26 22:13:46.168855,222.50.124.94,NULL,www.cctv.com,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:13:47.371449,222.50.124.2,NULL,qqgameapp.com,广东铁通TOPn网站,NULL,0.000,100,0,0.67,2.63,0.41,0.21,0.11,2.03,0.00,0.28,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:13:56.178469,222.50.124.110,NULL,gtags.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:13:56.969720,222.50.124.26,NULL,xcy8.com,广东铁通TOPn网站,NULL,15.000,100,15,16.10,16.27,15.96,0.07,0.10,0.27,0.00,0.07,121.10.173.39,中国,广东, 电信
2013-02-26 22:14:00.399523,222.50.124.90,NULL,kaixin001.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.131.222.21,中国,北京, 其它运营商
2013-02-26 22:14:01.286346,222.50.124.70,NULL,126.com,广东铁通TOPn网站,NULL,0.000,100,0,38.41,39.88,37.99,0.39,0.43,1.65,0.00,0.40,220.181.12.218,中国,北京, 其它运营商
2013-02-26 22:14:02.325259,222.50.124.50,NULL,xunlei.com,广东铁通TOPn网站,NULL,1.000,100,1,111.09,111.56,110.74,0.19,0.21,0.70,0.00,0.17,58.251.57.167,中国,广东, 其它运营商
2013-02-26 22:14:04.575182,222.50.124.46,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,5.07,6.54,4.08,0.56,0.59,2.30,0.01,0.48,120.196.210.104,中国,广东, 移动
2013-02-26 22:14:09.105994,222.50.124.2,NULL,5599.com,广东铁通TOPn网站,NULL,0.000,100,0,44.06,46.02,43.77,0.30,0.26,2.14,0.00,0.33,115.182.2.63,中国,北京, 移动
2013-02-26 22:14:10.130166,222.50.124.50,NULL,scorecardresearch.com,广东铁通TOPn网站,NULL,0.000,100,0,265.96,358.55,264.41,10.00,1.99,94.03,0.00,11.32,165.193.78.252,美国,NULL, 其它运营商
