结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,路由变化,路由跳数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,丢包,发包数,丢包数,结果 IP 地址,结果国家名称,结果省名称,结果归属地,附加项
2013-02-26 22:38:00.318299,222.50.124.130,NULL,www.163.com,网页类,1,12,52.59,311.56,0.60,85.43,13.30,100.04,0.00,29.14,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-26 22:38:04.316525,222.50.124.26,NULL,qire123.com,广东铁通TOPn网站,0,18,4.76,15.95,0.87,5.44,1.28,6.55,0.00,2.14,55.556,54,30,222.76.213.74,中国,福建, 电信,18
2013-02-26 22:38:04.422136,222.50.124.38,NULL,222.50.124.26,NULL,0,2,5.41,10.22,0.59,4.81,0.27,0.53,0.00,0.26,0.000,6,0,222.50.124.26,中国,广东, 铁通,2
2013-02-26 22:38:06.995078,222.50.124.90,NULL,zqlx.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,101.102.97.117,日本,NULL, 其它运营商,0
2013-02-26 22:38:11.012508,222.50.124.90,NULL,17173.com,广东铁通TOPn网站,2,30,3.01,10.47,0.60,3.74,1.15,5.05,0.00,1.96,83.333,90,75,61.135.181.176,中国,北京, 联通,30
2013-02-26 22:38:12.224096,222.50.124.86,NULL,www.taobao.com,网页类,6,9,21.17,42.20,0.59,17.98,2.13,14.52,0.00,4.72,11.111,27,3,122.72.3.251,中国,中国NDC, 铁通,9
2013-02-26 22:38:15.218041,222.50.124.2,NULL,qlogo.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,104.111.119.69,其它地区,NULL, 其它运营商,0
2013-02-26 22:38:18.601137,123.65.232.142,NULL,www.hexun.com,网页类,5,13,25.22,33.75,0.57,12.20,0.29,2.82,0.00,0.76,7.692,39,3,219.239.236.199,中国,北京, 电信,13
2013-02-26 22:38:19.150305,222.50.124.50,NULL,ppweb.com.cn,广东铁通TOPn网站,0,9,29.80,115.13,0.57,32.74,15.57,136.86,0.00,42.89,0.000,27,0,122.11.35.98,中国,北京, 移动,9
2013-02-26 22:38:23.228499,222.50.124.14,NULL,www.poco.cn,网页类,2,20,17.41,88.64,0.58,31.95,1.71,7.28,0.00,2.65,70.000,60,42,122.136.65.145,中国,吉林, 联通,20
2013-02-26 22:38:30.074693,222.50.124.26,NULL,letv.com,广东铁通TOPn网站,1,11,15.71,36.39,0.48,16.17,1.11,8.17,0.00,2.37,9.091,33,3,220.181.117.38,中国,北京, 电信,11
2013-02-26 22:38:36.751082,222.50.124.90,NULL,www.hexun.com,网页类,0,13,26.28,38.69,0.58,13.34,0.16,0.99,0.00,0.26,2.564,39,1,219.239.236.199,中国,北京, 电信,13
2013-02-26 22:38:38.459551,222.50.124.70,NULL,100bt.com,广东铁通TOPn网站,0,30,1.98,7.39,0.57,1.17,0.20,2.05,0.00,0.38,0.000,90,0,113.105.158.142,中国,广东, 电信,30
2013-02-26 22:38:40.627370,123.89.176.30,NULL,www.020.com,网页类,0,15,6.38,14.80,0.54,4.78,0.34,2.02,0.00,0.55,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:38:53.383846,222.50.124.90,NULL,126.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,41.59.92.110,其它地区,NULL, 其它运营商,0
2013-02-26 22:38:56.479390,222.50.124.78,NULL,www.hexun.com,网页类,1,13,25.35,37.34,0.61,13.54,0.62,4.79,0.00,1.35,7.692,39,3,219.239.236.198,中国,北京, 电信,13
2013-02-26 22:39:02.293568,222.50.124.50,NULL,3g.cn,广东铁通TOPn网站,0,10,4.71,13.38,0.60,3.52,1.47,6.08,0.00,2.04,0.000,30,0,183.232.11.166,中国,广东, 移动,10
2013-02-26 22:39:02.771379,222.50.124.14,NULL,www.taobao.com,网页类,4,7,14.87,29.84,0.56,12.75,0.71,3.64,0.00,1.31,14.286,21,3,122.72.7.241,中国,中国NDC, 铁通,7
2013-02-26 22:39:04.259738,222.50.124.110,NULL,letv.com,广东铁通TOPn网站,1,11,16.59,40.78,0.53,16.81,1.03,4.71,0.00,1.47,9.091,33,3,220.181.117.38,中国,北京, 电信,11
2013-02-26 22:39:11.018773,222.50.124.50,NULL,chinagames.net,广东铁通TOPn网站,9,30,12.07,90.16,0.57,22.81,4.05,47.61,0.00,11.70,50.000,90,45,183.60.26.199,中国,广东, 电信,30
2013-02-26 22:39:21.105770,222.50.124.74,NULL,www.icbc.com.cn,网页类,17,18,33.73,121.02,0.59,36.15,1.34,7.36,0.00,1.98,7.407,54,4,125.39.39.42,中国,天津, 联通,18
2013-02-26 22:39:25.250366,222.50.124.58,NULL,www.020.com,网页类,0,15,9.41,91.54,0.54,22.07,0.32,1.91,0.00,0.46,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:39:26.521982,222.50.124.90,NULL,kuaibo.com,广东铁通TOPn网站,0,30,2.38,12.14,0.87,2.02,0.45,4.04,0.00,0.99,0.000,90,0,175.6.0.102,中国,湖南, 电信,30
2013-02-26 22:39:28.339245,222.50.124.26,NULL,so.com,广东铁通TOPn网站,0,16,13.23,65.34,0.57,23.50,2.09,6.13,0.00,2.38,62.500,48,30,182.118.31.240,中国,河南, 联通,16
2013-02-26 22:39:30.109127,222.50.124.2,NULL,ad-plus.cn,广东铁通TOPn网站,0,30,1.67,3.43,0.58,1.26,0.18,0.39,0.00,0.15,90.000,90,81,220.181.20.30,中国,北京, 电信,30
2013-02-26 22:39:30.183196,222.50.124.110,NULL,3366.com,广东铁通TOPn网站,0,10,2.93,6.21,0.59,2.03,0.26,0.81,0.00,0.26,30.000,30,9,120.198.189.102,中国,广东, 移动,10
2013-02-26 22:39:35.561231,222.50.124.26,NULL,irs01.com,广东铁通TOPn网站,6,30,2.62,9.47,0.56,3.43,1.05,4.86,0.00,1.91,83.333,90,75,180.169.20.76,中国,上海, 电信,30
2013-02-26 22:39:42.539800,110.209.253.254,NULL,www.icbc.com.cn,网页类,12,18,20.10,60.95,0.63,22.95,0.97,4.86,0.00,1.25,11.111,54,6,113.31.42.29,中国,北京, 其它运营商,18
2013-02-26 22:39:44.837379,222.50.124.2,NULL,3g.cn,广东铁通TOPn网站,1,10,4.11,11.90,0.56,3.18,0.32,1.59,0.00,0.46,0.000,30,0,183.232.11.166,中国,广东, 移动,10
2013-02-26 22:39:48.767241,222.50.124.26,NULL,gtimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,116.101.99.116,越南,NULL, 其它运营商,0
2013-02-26 22:39:49.747423,222.50.124.90,NULL,cbsi.com.cn,广东铁通TOPn网站,0,30,1.82,4.91,0.58,0.82,0.10,0.76,0.00,0.14,0.000,90,0,118.67.124.252,中国,北京, 其它运营商,30
2013-02-26 22:39:54.416756,222.50.124.110,NULL,mediav.com,广东铁通TOPn网站,0,30,4.96,70.97,0.66,12.55,3.22,76.84,0.00,13.91,0.000,90,0,114.80.69.185,中国,上海, 电信,30
2013-02-26 22:39:56.224856,222.50.124.50,NULL,xcy8.com,广东铁通TOPn网站,0,19,3.79,9.50,0.56,2.59,0.83,4.19,0.00,1.09,26.316,57,15,121.10.173.39,中国,广东, 电信,19
2013-02-26 22:40:00.991290,222.50.124.26,NULL,ijinshan.com,广东铁通TOPn网站,0,22,12.19,59.62,0.57,21.30,0.92,4.35,0.00,1.55,72.727,66,48,114.112.68.197,中国,江苏, 移动,22
2013-02-26 22:40:04.366357,222.50.124.70,NULL,wingdns.com,广东铁通TOPn网站,0,30,2.01,7.93,0.57,1.27,0.21,1.56,0.00,0.37,0.000,90,0,122.227.23.130,中国,浙江, 电信,30
2013-02-26 22:40:12.785094,222.50.124.90,NULL,allyes.com,广东铁通TOPn网站,0,30,2.40,13.20,0.62,2.28,1.05,22.11,0.00,4.03,0.000,90,0,116.246.18.251,中国,上海, 电信,30
2013-02-26 22:40:12.983577,222.50.124.2,NULL,miercn.com,广东铁通TOPn网站,2,30,4.07,9.77,0.55,4.06,1.86,4.88,0.00,2.15,90.000,90,81,218.85.133.125,中国,福建, 电信,30
2013-02-26 22:40:17.355755,222.50.124.110,NULL,cehuan.com,广东铁通TOPn网站,0,30,2.20,9.58,0.62,1.78,1.05,23.84,0.00,4.31,0.000,90,0,121.12.107.186,中国,广东, 电信,30
2013-02-26 22:40:17.666169,222.50.124.66,NULL,www.huanqiu.com,网页类,20,24,33.13,67.52,0.65,23.65,0.74,6.89,0.00,1.53,13.889,72,10,113.31.42.20,中国,北京, 其它运营商,24
2013-02-26 22:40:19.124315,222.50.124.38,NULL,www.mail.qq.com,网页类,6,11,5.75,19.46,0.55,5.16,8.25,41.57,0.00,14.07,15.152,33,5,120.196.210.104,中国,广东, 移动,11
2013-02-26 22:40:25.896274,222.50.124.70,NULL,irs01.com,广东铁通TOPn网站,14,30,6.77,102.34,0.58,18.66,6.52,97.20,0.00,20.66,0.000,90,0,180.169.20.132,中国,上海, 电信,30
2013-02-26 22:40:28.509198,222.50.124.106,NULL,www.kankan.com,网页类,0,5,4.12,11.03,0.56,3.59,0.59,2.19,0.00,0.84,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:40:31.503482,222.50.124.2,NULL,10086.cn,广东铁通TOPn网站,1,12,24.61,47.59,0.58,20.14,1.34,5.19,0.00,1.80,16.667,36,6,218.206.191.70,中国,北京, 移动,12
2013-02-26 22:40:34.867143,222.50.124.114,NULL,www.cctv.com,网页类,0,11,17.64,42.99,0.64,16.79,2.17,15.36,0.00,4.36,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-26 22:40:37.352535,222.50.124.34,NULL,www.hl.cnc.cn,网页类,1,17,38.46,114.73,0.59,40.46,1.35,14.58,0.00,3.48,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-26 22:40:38.096571,222.50.124.50,NULL,taobao.com,广东铁通TOPn网站,11,19,63.69,158.12,0.55,64.78,2.88,24.01,0.00,6.14,21.053,57,12,101.226.178.41,中国,上海, 电信,19
2013-02-26 22:40:42.815140,110.209.253.254,NULL,www.020.com,网页类,0,15,4.53,15.68,0.58,3.99,1.42,8.35,0.00,2.30,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:40:54.539343,222.50.124.90,NULL,vipshop.com,广东铁通TOPn网站,0,9,21.25,34.24,0.62,14.59,0.25,0.73,0.00,0.26,11.111,27,3,180.186.22.30,中国,北京, 移动,9
2013-02-26 22:40:55.629338,222.50.124.2,NULL,moonbasa.com,广东铁通TOPn网站,0,30,3.11,7.80,0.60,3.32,0.29,0.84,0.00,0.39,90.000,90,81,113.108.220.136,中国,广东, 电信,30
2013-02-26 22:40:58.853920,222.50.124.70,NULL,126.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,116.104.0.232,越南,NULL, 其它运营商,0
2013-02-26 22:41:00.070020,222.50.124.30,NULL,www.mail.qq.com,网页类,6,12,9.66,29.80,0.56,8.58,10.37,36.71,0.00,12.12,16.667,36,6,120.196.210.104,中国,广东, 移动,12
2013-02-26 22:41:10.259040,222.50.124.2,NULL,it168.com,广东铁通TOPn网站,0,9,23.93,38.68,0.61,14.58,0.19,0.84,0.00,0.25,0.000,27,0,223.202.33.211,中国,北京, 移动,9
2013-02-26 22:41:18.118304,222.50.124.110,NULL,sogou.com,广东铁通TOPn网站,0,19,8.39,42.79,0.65,13.36,2.76,13.49,0.00,4.59,57.895,57,33,220.181.124.201,中国,北京, 电信,19
2013-02-26 22:41:20.824296,222.50.124.110,NULL,5599.com,广东铁通TOPn网站,0,10,24.46,37.34,0.57,14.55,0.67,4.81,0.00,1.44,0.000,30,0,115.182.2.63,中国,北京, 移动,10
2013-02-26 22:41:21.306167,222.50.124.26,NULL,doubleclick.net,广东铁通TOPn网站,5,17,135.54,321.46,0.59,102.33,10.34,101.06,0.00,23.95,0.000,51,0,70.32.146.212,美国,NULL, 其它运营商,17
2013-02-26 22:41:22.372592,222.50.124.90,NULL,imshell.com,广东铁通TOPn网站,0,30,2.81,12.93,0.62,2.80,1.57,30.63,0.00,5.55,0.000,90,0,121.12.172.101,中国,广东, 电信,30
2013-02-26 22:41:24.374744,222.50.124.74,NULL,www.jiayuan.com,网页类,0,10,23.31,36.62,0.61,13.40,0.33,0.99,0.00,0.35,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-26 22:41:28.071281,222.50.124.2,NULL,2nike.org,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,111.112.32.61,中国,宁夏, 联通,0
2013-02-26 22:41:36.461506,222.50.124.50,NULL,doubleclick.net,广东铁通TOPn网站,6,17,130.05,254.54,0.57,97.53,2.24,15.46,0.00,4.13,0.000,51,0,70.32.146.212,美国,NULL, 其它运营商,17
2013-02-26 22:41:37.670007,222.50.124.58,NULL,www.skycn.com,下载类,0,30,2.47,8.65,0.60,3.09,0.74,2.72,0.00,1.14,85.556,90,77,125.39.78.230,中国,天津, 联通,30
2013-02-26 22:41:38.679491,222.50.124.2,NULL,kejet.net,广东铁通TOPn网站,0,30,3.98,10.43,0.60,4.56,1.38,4.09,0.00,1.91,90.000,90,81,122.226.122.236,中国,浙江, 电信,30
2013-02-26 22:41:45.247136,222.50.124.110,NULL,vipshop.com,广东铁通TOPn网站,0,9,21.38,35.88,0.58,15.24,1.34,7.94,0.00,2.52,11.111,27,3,180.186.22.30,中国,北京, 移动,9
2013-02-26 22:41:45.604383,222.50.124.90,NULL,3322.org,广东铁通TOPn网站,0,30,2.45,12.95,0.59,2.30,0.40,5.23,0.00,1.07,0.000,90,0,61.160.239.28,中国,江苏, 电信,30
2013-02-26 22:41:49.310018,222.50.124.2,NULL,sandai.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,101.114.40.99,澳大利亚,NULL, 其它运营商,0
2013-02-26 22:41:54.596500,222.50.124.50,NULL,adsame.com,广东铁通TOPn网站,0,11,24.86,37.93,0.51,13.23,0.47,1.20,0.00,0.47,0.000,33,0,118.26.200.34,中国,上海, 铁通,11
2013-02-26 22:41:58.720012,222.50.124.90,NULL,funshion.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,114.109.61.49,泰国,NULL, 其它运营商,0
2013-02-26 22:41:59.108482,222.50.124.58,NULL,www.huanqiu.com,网页类,0,30,2.12,5.18,0.60,1.68,1.21,4.18,0.00,1.72,85.556,90,77,113.31.42.20,中国,北京, 其它运营商,30
2013-02-26 22:41:59.923215,222.50.124.26,NULL,www.jiayuan.com,网页类,0,10,24.66,39.02,0.56,14.11,0.62,2.41,0.00,0.84,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-26 22:42:07.622547,222.50.124.82,NULL,www.cctv.com,网页类,0,11,22.33,42.78,0.61,18.59,0.57,3.68,0.00,1.13,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-26 22:42:12.874914,222.50.124.110,NULL,9160.com,广东铁通TOPn网站,0,30,3.32,22.26,0.59,4.71,1.93,29.27,0.00,6.28,0.000,90,0,115.236.185.6,中国,浙江, 电信,30
2013-02-26 22:42:15.559578,222.50.124.6,NULL,www.taobao.com,网页类,4,7,18.55,34.30,0.54,14.46,2.50,12.51,0.00,4.52,14.286,21,3,122.72.7.251,中国,中国NDC, 铁通,7
2013-02-26 22:42:15.839887,222.50.124.130,NULL,www.jiayuan.com,网页类,0,10,24.35,33.30,0.64,12.98,0.39,1.88,0.00,0.54,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-26 22:42:25.060186,222.50.124.26,NULL,kuaipan.cn,广东铁通TOPn网站,0,30,2.89,9.69,0.58,3.43,0.42,1.05,0.00,0.46,83.333,90,75,114.112.66.22,中国,江苏, 移动,30
2013-02-26 22:42:29.863201,222.50.124.102,NULL,www.huanqiu.com,网页类,16,18,21.55,53.68,0.61,23.48,0.60,2.73,0.00,0.88,5.556,54,3,125.39.187.20,中国,天津, 联通,18
2013-02-26 22:42:34.358346,222.50.124.70,NULL,360.cn,广东铁通TOPn网站,1,17,36.60,136.15,0.59,41.29,1.43,6.20,0.00,1.73,9.804,51,5,125.39.100.74,中国,天津, 联通,17
2013-02-26 22:42:35.265541,222.50.124.70,NULL,aipai.com,广东铁通TOPn网站,29,30,2.95,7.22,0.56,3.03,0.29,0.82,0.00,0.38,90.000,90,81,121.10.241.89,中国,广东, 电信,30
2013-02-26 22:42:35.903735,222.50.124.110,NULL,dopool.com,广东铁通TOPn网站,0,30,3.68,40.39,0.66,7.31,3.17,48.25,0.00,10.95,0.000,90,0,220.170.192.35,中国,湖南, 电信,30
2013-02-26 22:42:38.174953,222.50.124.26,NULL,sinaimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,3.0.0.0,美国,NULL, 其它运营商,0
2013-02-26 22:42:45.084532,222.50.124.90,NULL,qhimg.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,110.39.44.10,巴基斯坦,NULL, 其它运营商,0
2013-02-26 22:42:46.194182,222.50.124.30,NULL,www.skycn.com,下载类,0,19,13.65,68.48,0.58,24.64,0.87,2.60,0.00,1.08,70.175,57,40,125.39.78.230,中国,天津, 联通,19
2013-02-26 22:42:47.483472,222.50.124.50,NULL,163.com,广东铁通TOPn网站,0,17,45.08,98.44,0.57,45.80,0.29,1.56,0.00,0.43,25.490,51,13,123.58.180.8,中国,浙江, 移动,17
2013-02-26 22:42:50.091421,222.50.124.70,NULL,ppweb.com.cn,广东铁通TOPn网站,0,9,22.13,35.34,0.58,13.34,0.51,3.25,0.00,0.98,0.000,27,0,122.11.35.98,中国,北京, 移动,9
2013-02-26 22:42:55.226391,123.89.176.30,NULL,www.hl.cnc.cn,网页类,0,17,36.06,89.47,0.58,36.76,0.17,0.61,0.00,0.18,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-26 22:42:58.714970,222.50.124.2,NULL,qihoo.com,广东铁通TOPn网站,0,13,28.10,114.09,0.49,32.94,0.84,5.04,0.00,1.64,0.000,39,0,61.55.181.124,中国,河北, 联通,13
2013-02-26 22:43:02.608034,222.50.124.50,NULL,www.mail.qq.com,网页类,4,12,5.74,18.71,0.56,4.92,5.81,24.44,0.00,8.36,11.111,36,4,120.196.210.104,中国,广东, 移动,12
2013-02-26 22:43:10.619798,222.50.124.102,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,5,1.94,6.75,0.58,2.41,0.93,4.35,0.00,1.71,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-26 22:43:12.012475,222.50.124.70,NULL,www.gzmama.com,网页类,0,11,15.70,90.53,0.59,24.23,8.31,76.58,0.00,21.67,0.000,33,0,58.248.62.34,中国,广东, 联通,11
2013-02-26 22:43:17.439239,222.50.124.6,NULL,www.kankan.com,网页类,0,5,3.98,10.34,0.57,3.32,0.16,0.52,0.00,0.19,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:43:21.834708,222.50.124.130,NULL,www.020.com,网页类,0,15,3.41,8.86,0.52,2.19,0.74,7.95,0.00,1.95,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:43:22.166663,222.50.124.114,NULL,www.weibo.com,网页类,0,30,1.93,5.17,0.58,0.85,0.18,1.50,0.00,0.27,0.000,90,0,180.149.134.17,中国,北京, 电信,30
2013-02-26 22:43:25.653821,222.50.124.2,NULL,51.la,广东铁通TOPn网站,0,30,2.34,4.84,0.58,1.82,0.62,1.08,0.00,0.45,90.000,90,81,117.21.226.199,中国,江西, 电信,30
2013-02-26 22:43:30.871027,222.50.124.34,NULL,www.huanqiu.com,网页类,17,21,14.76,74.06,0.49,26.76,1.50,7.49,0.00,2.71,71.429,63,45,113.31.42.20,中国,北京, 其它运营商,21
2013-02-26 22:43:36.745862,222.50.124.70,NULL,www.poco.cn,网页类,7,16,26.04,67.18,0.57,26.86,2.46,9.42,0.00,3.23,6.250,48,3,124.95.150.158,中国,辽宁, 联通,16
2013-02-26 22:43:36.965178,222.50.124.102,NULL,www.skycn.com,下载类,0,15,36.88,103.37,0.65,35.38,0.59,4.35,0.00,1.07,0.000,45,0,125.39.78.230,中国,天津, 联通,15
2013-02-26 22:43:43.267212,222.50.124.50,NULL,yihaodian.com,广东铁通TOPn网站,0,15,21.40,37.50,0.58,14.28,0.66,4.81,0.00,1.24,0.000,45,0,222.73.105.82,中国,上海, 电信,15
2013-02-26 22:43:44.096389,222.50.124.22,NULL,www.mail.qq.com,网页类,5,11,4.13,9.78,0.62,2.87,0.62,1.82,0.00,0.63,12.121,33,4,120.196.210.104,中国,广东, 移动,11
2013-02-26 22:43:45.196388,222.50.124.110,NULL,weibo.com,广东铁通TOPn网站,0,30,2.81,17.85,0.58,3.51,1.35,22.52,0.00,4.73,0.000,90,0,180.149.134.17,中国,北京, 电信,30
2013-02-26 22:43:48.188299,222.50.124.34,NULL,www.qiushibaike.com,网页类,2,13,33.90,60.02,0.57,23.03,3.55,24.96,0.00,6.61,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-26 22:43:51.994723,222.50.124.26,NULL,meitu.com,广东铁通TOPn网站,0,21,13.08,64.71,0.61,23.32,0.32,1.43,0.00,0.50,71.429,63,45,42.62.18.34,中国,NULL, 其它运营商,21
2013-02-26 22:43:54.478048,222.50.124.90,NULL,kukuplay.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,1.0.0.0,澳大利亚,NULL, 其它运营商,0
2013-02-26 22:44:01.302615,222.50.124.10,NULL,www.sina.com.cn,网页类,5,8,25.50,42.18,0.61,16.90,0.48,2.01,0.00,0.64,0.000,24,0,211.98.132.64,中国,北京, 铁通,8
2013-02-26 22:44:01.522439,123.89.176.30,NULL,www.youku.com,网页类,0,7,19.49,30.67,0.63,12.79,1.37,4.01,0.00,1.53,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-26 22:44:05.205412,222.50.124.50,NULL,letv.com,广东铁通TOPn网站,0,11,19.01,41.00,0.49,16.68,3.23,18.77,0.00,5.28,3.030,33,1,220.181.117.38,中国,北京, 电信,11
2013-02-26 22:44:17.712619,222.50.124.90,NULL,baidu-1img.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,120.149.178.9,澳大利亚,NULL, 其它运营商,0
2013-02-26 22:44:20.636024,222.50.124.50,NULL,lxdns.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,2.0.0.0,法国,NULL, 其它运营商,0
2013-02-26 22:44:31.530033,222.50.124.26,NULL,xlpan.com,广东铁通TOPn网站,9,16,27.74,61.24,0.35,28.10,0.29,1.55,0.00,0.42,6.250,48,3,111.161.24.166,中国,北京, 联通,16
2013-02-26 22:44:31.709405,222.50.124.70,NULL,qiyou.com,广东铁通TOPn网站,0,30,59.40,122.44,0.58,49.43,0.23,1.17,0.00,0.32,63.333,90,57,54.248.34.220,美国,NULL, 其它运营商,30
2013-02-26 22:44:33.715073,222.50.124.70,NULL,2nike.org,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:44:38.242801,222.50.124.26,NULL,flashget.com,广东铁通TOPn网站,0,23,16.31,81.64,0.56,29.51,2.69,14.43,0.00,5.26,73.913,69,51,221.123.176.106,中国,北京, 其它运营商,23
2013-02-26 22:44:45.868789,222.50.124.110,NULL,pconline.com.cn,广东铁通TOPn网站,0,19,3.29,12.02,0.67,4.03,0.24,0.81,0.00,0.26,57.895,57,33,219.136.245.40,中国,广东, 电信,19
2013-02-26 22:44:46.266699,222.50.124.10,NULL,www.020.com,网页类,0,15,9.58,92.47,0.52,22.28,0.42,3.63,0.00,0.88,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:44:50.844991,222.50.124.90,NULL,189mv.cn,广东铁通TOPn网站,0,30,2.50,9.66,0.62,2.15,1.26,24.77,0.00,4.67,0.000,90,0,183.63.133.186,中国,广东, 电信,30
2013-02-26 22:44:50.974486,123.89.176.38,NULL,www.hl.cnc.cn,网页类,0,18,28.89,74.22,0.59,31.39,0.87,4.75,0.00,1.33,0.000,54,0,221.212.213.106,中国,黑龙江, 联通,18
2013-02-26 22:44:56.972857,222.50.124.50,NULL,3393.com,广东铁通TOPn网站,0,19,3.77,10.61,0.57,3.13,0.36,1.58,0.00,0.47,26.316,57,15,121.10.173.39,中国,广东, 电信,19
2013-02-26 22:45:02.546251,222.50.124.70,NULL,91.com,广东铁通TOPn网站,29,30,3.90,15.46,0.57,5.79,1.06,4.52,0.00,1.74,83.333,90,75,121.207.254.111,中国,福建, 电信,30
2013-02-26 22:45:05.154137,222.50.124.70,NULL,duowan.com,广东铁通TOPn网站,0,30,2.11,6.76,0.58,1.38,0.61,12.63,0.00,2.25,0.000,90,0,120.132.133.62,中国,北京, 其它运营商,30
2013-02-26 22:45:07.987594,222.50.124.50,NULL,ittzz.com,广东铁通TOPn网站,0,11,25.20,41.15,0.55,13.79,1.45,7.11,0.00,2.14,0.000,33,0,118.26.225.53,中国,上海, 铁通,11
2013-02-26 22:45:09.580517,222.50.124.2,NULL,sohu.com.cn,广东铁通TOPn网站,2,30,3.22,10.08,0.55,3.53,0.89,2.98,0.00,1.07,83.333,90,75,61.135.181.175,中国,北京, 联通,30
2013-02-26 22:45:18.508618,222.50.124.26,NULL,duba.net,广东铁通TOPn网站,0,22,11.51,59.68,0.59,21.57,0.26,0.81,0.00,0.28,72.727,66,48,114.112.68.197,中国,江苏, 移动,22
2013-02-26 22:45:21.869681,110.209.253.254,NULL,www.taobao.com,网页类,5,8,28.32,68.41,0.59,24.52,3.71,23.20,0.00,7.99,12.500,24,3,122.72.14.241,中国,中国NDC, 铁通,8
2013-02-26 22:45:26.594036,222.50.124.94,NULL,www.skycn.com,下载类,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,101.116.70.105,澳大利亚,NULL, 其它运营商,0
2013-02-26 22:45:30.535215,222.50.124.26,NULL,weibo.com,广东铁通TOPn网站,0,18,7.23,41.84,0.64,13.20,1.13,6.82,0.00,2.18,57.407,54,31,180.149.134.17,中国,北京, 电信,18
2013-02-26 22:45:31.618337,222.50.124.22,NULL,www.onlinedown.net,下载类,6,12,19.93,37.20,0.64,15.90,3.11,7.25,0.00,2.53,16.667,36,6,221.130.12.61,中国,江苏, 移动,12
2013-02-26 22:45:32.041001,222.50.124.26,NULL,www.cctv.com,网页类,10,11,22.50,55.04,0.56,19.84,3.56,35.75,0.00,10.19,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-26 22:45:32.400237,222.50.124.102,NULL,www.poco.cn,网页类,0,14,35.28,128.27,0.60,37.51,0.70,4.56,0.00,1.16,0.000,42,0,221.192.144.10,中国,河北, 联通,14
2013-02-26 22:45:33.244910,222.50.124.130,NULL,www.skycn.com,下载类,0,18,37.11,121.58,0.59,37.60,1.11,11.39,0.00,2.58,1.852,54,1,125.39.78.230,中国,天津, 联通,18
