结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,路由变化,路由跳数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,丢包,发包数,丢包数,结果 IP 地址,结果国家名称,结果省名称,结果归属地,附加项
2013-02-26 22:15:03.511048,222.50.124.50,NULL,readnovel.com,广东铁通TOPn网站,0,13,25.26,37.06,0.59,12.98,0.16,0.77,0.00,0.21,0.000,39,0,118.244.198.2,中国,吉林, 铁通,13
2013-02-26 22:15:06.164957,222.50.124.26,NULL,xcy8.com,广东铁通TOPn网站,0,17,4.11,18.13,0.61,5.75,0.32,1.79,0.00,0.57,52.941,51,27,121.10.173.39,中国,广东, 电信,17
2013-02-26 22:15:06.869670,222.50.124.26,NULL,kuai8.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,116.115.61.102,中国,内蒙古, 联通,0
2013-02-26 22:15:08.373645,222.50.124.2,NULL,letv.com,广东铁通TOPn网站,0,11,22.46,86.78,0.57,25.80,11.63,112.89,0.00,33.76,6.061,33,2,220.181.117.38,中国,北京, 电信,11
2013-02-26 22:15:16.291716,222.50.124.74,NULL,www.taobao.com,网页类,4,7,24.11,58.79,0.58,21.59,5.74,32.38,0.00,11.91,14.286,21,3,122.72.3.241,中国,中国NDC, 铁通,7
2013-02-26 22:15:30.299034,222.50.124.90,NULL,88210212.com,广东铁通TOPn网站,0,30,4.08,18.89,0.56,4.12,2.38,22.06,0.00,4.72,0.000,90,0,113.106.18.148,中国,广东, 电信,30
2013-02-26 22:15:32.892733,222.50.124.26,NULL,7k7k.com,广东铁通TOPn网站,0,13,27.98,54.96,0.56,14.40,5.74,72.11,0.00,19.16,0.000,39,0,115.182.59.33,中国,北京, 移动,13
2013-02-26 22:15:40.067137,222.50.124.54,NULL,www.pconline.com.cn,网页类,0,15,5.93,15.56,0.59,6.03,0.65,1.92,0.00,0.77,60.000,45,27,210.21.118.120,中国,广东, 联通,15
2013-02-26 22:15:42.935182,222.50.124.70,NULL,189qas.com,广东铁通TOPn网站,0,30,1.95,8.61,0.58,1.36,0.16,1.27,0.00,0.28,0.000,90,0,116.228.171.120,中国,上海, 电信,30
2013-02-26 22:15:43.428678,222.50.124.90,NULL,guosen.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,88.17.144.10,西班牙,NULL, 其它运营商,0
2013-02-26 22:15:47.435807,222.50.124.90,NULL,bet007.com,广东铁通TOPn网站,2,30,3.47,9.62,0.60,3.12,1.13,5.15,0.00,2.01,82.222,90,74,61.143.225.118,中国,广东, 电信,30
2013-02-26 22:15:47.681702,222.50.124.58,NULL,www.hl.cnc.cn,网页类,0,17,37.49,92.44,0.64,37.71,0.81,5.76,0.00,1.39,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-26 22:15:47.908918,222.50.124.110,NULL,qiyou.com,广东铁通TOPn网站,0,30,82.68,312.38,0.58,87.78,0.72,5.14,0.00,1.43,63.333,90,57,54.248.34.220,美国,NULL, 其它运营商,30
2013-02-26 22:15:51.515638,222.50.124.38,NULL,www.kankan.com,网页类,0,5,4.80,14.49,0.56,4.94,0.20,0.79,0.00,0.30,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:15:53.210576,222.50.124.18,NULL,www.mail.qq.com,网页类,5,12,5.98,21.37,0.71,5.74,4.17,29.44,0.00,8.50,13.889,36,5,120.196.210.104,中国,广东, 移动,12
2013-02-26 22:15:53.516962,222.50.124.2,NULL,meilishuo.com,广东铁通TOPn网站,19,20,14.53,62.89,0.56,21.87,1.62,3.81,0.00,1.38,70.000,60,42,124.202.144.9,中国,北京, 移动,20
2013-02-26 22:16:02.729716,222.50.124.110,NULL,3322.org,广东铁通TOPn网站,0,30,2.28,7.94,0.63,1.69,0.74,5.79,0.00,1.62,0.000,90,0,61.160.239.28,中国,江苏, 电信,30
2013-02-26 22:16:05.299746,222.50.124.54,NULL,www.kankan.com,网页类,0,5,4.08,10.93,0.60,3.55,0.11,0.47,0.00,0.18,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:16:11.053317,222.50.124.6,NULL,www.cctv.com,网页类,0,11,20.44,38.25,0.55,16.80,0.35,3.34,0.00,0.94,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-26 22:16:16.669013,222.50.124.90,NULL,wingdns.com,广东铁通TOPn网站,0,30,2.53,15.67,0.61,3.17,0.81,19.95,0.00,3.56,0.000,90,0,122.227.23.130,中国,浙江, 电信,30
2013-02-26 22:16:20.175335,222.50.124.70,NULL,baofeng.net,广东铁通TOPn网站,15,18,10.01,45.93,0.58,16.20,0.61,2.22,0.00,0.74,66.667,54,36,221.238.27.169,中国,天津, 电信,18
2013-02-26 22:16:21.550317,222.50.124.110,NULL,sohu.com.cn,广东铁通TOPn网站,2,30,3.47,10.92,0.56,4.32,0.33,0.84,0.00,0.34,86.667,90,78,61.135.181.175,中国,北京, 联通,30
2013-02-26 22:16:25.870449,222.50.124.110,NULL,88210212.com,广东铁通TOPn网站,0,30,2.20,8.95,0.56,1.71,0.73,9.22,0.00,2.21,0.000,90,0,113.106.18.148,中国,广东, 电信,30
2013-02-26 22:16:25.895049,222.50.124.70,NULL,imshell.com,广东铁通TOPn网站,0,30,2.59,15.87,0.71,2.69,1.13,20.77,0.00,3.79,0.000,90,0,121.12.172.101,中国,广东, 电信,30
2013-02-26 22:16:29.899209,222.50.124.90,NULL,qlogo.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,10.9.9.102,局域网,NULL, 其它运营商,0
2013-02-26 22:16:36.077324,222.50.124.50,NULL,yunduan.cn,广东铁通TOPn网站,12,19,25.57,65.66,0.56,21.11,2.98,14.71,0.00,4.03,15.789,57,9,58.215.55.52,中国,江苏, 电信,19
2013-02-26 22:16:46.799626,123.89.176.30,NULL,www.onlinedown.net,下载类,9,12,17.40,30.81,0.58,13.15,1.76,5.86,0.00,2.27,11.111,36,4,221.130.12.62,中国,江苏, 移动,12
2013-02-26 22:16:47.518362,222.50.124.70,NULL,chinaiiss.com,广东铁通TOPn网站,0,30,3.18,39.85,0.60,6.93,1.61,38.35,0.00,6.96,0.000,90,0,121.10.117.198,中国,广东, 电信,30
2013-02-26 22:16:49.697171,222.50.124.2,NULL,pagechoice.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,77.100.88.48,英国,NULL, 其它运营商,0
2013-02-26 22:16:49.993299,222.50.124.50,NULL,it168.com,广东铁通TOPn网站,0,10,23.20,32.69,0.58,12.38,0.75,6.86,0.00,2.04,0.000,30,0,223.202.33.211,中国,北京, 移动,10
2013-02-26 22:16:52.763561,222.50.124.26,NULL,sandai.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,32.77.83.73,美国,NULL, 其它运营商,0
2013-02-26 22:16:59.703925,222.50.124.18,NULL,www.icbc.com.cn,网页类,19,21,25.42,137.00,0.57,49.94,1.15,2.58,0.00,0.94,71.429,63,45,113.31.42.29,中国,北京, 其它运营商,21
2013-02-26 22:17:00.489246,222.50.124.26,NULL,sohu.com.cn,广东铁通TOPn网站,2,30,2.41,8.09,0.61,2.85,0.81,3.71,0.00,1.45,83.333,90,75,61.135.181.176,中国,北京, 联通,30
2013-02-26 22:17:03.032211,222.50.124.90,NULL,yngxxx.com,广东铁通TOPn网站,0,30,8.70,155.58,0.59,27.89,8.46,188.86,0.00,34.24,0.000,90,0,113.107.108.37,中国,广东, 电信,30
2013-02-26 22:17:05.929163,222.50.124.110,NULL,3g.cn,广东铁通TOPn网站,0,10,5.69,16.75,0.62,4.60,5.13,44.56,0.00,13.19,0.000,30,0,183.232.11.166,中国,广东, 移动,10
2013-02-26 22:17:08.958856,222.50.124.70,NULL,189mv.cn,广东铁通TOPn网站,0,30,3.51,45.23,0.59,7.92,2.44,68.78,0.00,12.32,0.000,90,0,183.63.133.186,中国,广东, 电信,30
2013-02-26 22:17:15.231322,222.50.124.66,NULL,www.onlinedown.net,下载类,6,12,21.50,53.27,0.58,18.48,1.48,3.78,0.00,1.26,16.667,36,6,221.130.12.61,中国,江苏, 移动,12
2013-02-26 22:17:16.399710,222.50.124.34,NULL,www.kankan.com,网页类,0,5,2.90,4.75,0.62,1.35,0.33,1.08,0.00,0.40,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:17:21.716160,222.50.124.26,NULL,kaixin001.com,广东铁通TOPn网站,0,30,3.11,9.30,0.55,3.22,0.92,2.33,0.00,1.07,83.333,90,75,27.131.222.21,中国,北京, 其它运营商,30
2013-02-26 22:17:24.771416,222.50.124.74,NULL,www.gzmama.com,网页类,1,11,7.89,13.27,0.56,4.77,0.56,2.01,0.00,0.54,0.000,33,0,58.248.62.22,中国,广东, 联通,11
2013-02-26 22:17:26.053974,222.50.124.90,NULL,pptv.com,广东铁通TOPn网站,53,30,2.81,23.91,0.57,4.22,1.54,33.60,0.00,6.21,0.000,90,0,119.147.174.102,中国,广东, 电信,30
2013-02-26 22:17:31.036174,222.50.124.14,NULL,www.pconline.com.cn,网页类,0,15,5.00,16.67,0.56,6.04,1.62,8.49,0.00,3.08,60.000,45,27,210.21.118.120,中国,广东, 联通,15
2013-02-26 22:17:35.055240,222.50.124.110,NULL,miercn.com,广东铁通TOPn网站,14,30,3.69,57.65,0.58,10.05,2.09,56.88,0.00,10.19,0.000,90,0,125.77.197.86,中国,福建, 电信,30
2013-02-26 22:17:35.552386,222.50.124.130,NULL,www.pconline.com.cn,网页类,0,13,15.56,133.41,0.57,36.50,6.32,44.92,0.00,14.04,7.692,39,3,210.21.118.120,中国,广东, 联通,13
2013-02-26 22:17:36.141936,222.50.124.2,NULL,tanx.com,广东铁通TOPn网站,0,9,17.38,26.55,0.61,9.80,0.18,0.69,0.00,0.26,0.000,27,0,110.75.21.51,中国,浙江, 移动,9
2013-02-26 22:17:41.886559,222.50.124.70,NULL,vpon.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,56.54.50.44,美国,NULL, 其它运营商,0
2013-02-26 22:18:01.996095,222.50.124.50,NULL,51.la,广东铁通TOPn网站,0,19,30.46,94.66,0.59,27.70,2.98,26.98,0.00,7.02,15.789,57,9,117.21.226.199,中国,江西, 电信,19
2013-02-26 22:18:02.558364,222.50.124.26,NULL,www.skycn.com,下载类,0,19,13.66,64.80,0.59,23.04,1.83,9.79,0.00,3.57,68.421,57,39,125.39.78.230,中国,天津, 联通,19
2013-02-26 22:18:06.293338,222.50.124.94,NULL,www.cctv.com,网页类,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,103.105.102.121,其它地区,NULL, 其它运营商,0
2013-02-26 22:18:12.501060,222.50.124.90,NULL,qire123.com,广东铁通TOPn网站,0,30,2.64,11.83,0.60,2.42,0.67,6.05,0.00,1.47,0.000,90,0,222.76.213.74,中国,福建, 电信,30
2013-02-26 22:18:13.333677,222.50.124.70,NULL,eastmoney.com,广东铁通TOPn网站,0,30,2.44,11.56,0.60,2.49,0.69,13.41,0.00,2.45,0.000,90,0,222.73.55.186,中国,上海, 电信,30
2013-02-26 22:18:15.382985,222.50.124.2,NULL,itc.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,52.51.51.52,美国,NULL, 其它运营商,0
2013-02-26 22:18:16.184551,222.50.124.30,NULL,www.pconline.com.cn,网页类,0,15,6.00,19.68,0.58,7.13,1.20,2.27,0.00,0.93,60.000,45,27,210.21.118.120,中国,广东, 联通,15
2013-02-26 22:18:18.708829,222.50.124.110,NULL,qihoo.com,广东铁通TOPn网站,0,15,33.73,118.63,0.53,40.20,0.55,4.66,0.00,1.16,2.222,45,1,61.55.181.124,中国,河北, 联通,15
2013-02-26 22:18:20.491268,222.50.124.34,NULL,www.youku.com,网页类,0,7,20.16,47.21,0.63,16.30,9.04,50.67,0.00,17.20,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-26 22:18:35.059149,222.50.124.70,NULL,scorecardresearch.com,广东铁通TOPn网站,0,18,173.32,299.10,0.68,100.86,2.23,19.75,0.00,4.71,1.852,54,1,165.193.78.252,美国,NULL, 其它运营商,18
2013-02-26 22:18:35.555136,222.50.124.90,NULL,v-56.com,广东铁通TOPn网站,0,30,2.55,11.44,0.58,2.10,1.09,15.74,0.00,3.02,0.000,90,0,59.32.180.16,中国,广东, 电信,30
2013-02-26 22:18:40.022336,222.50.124.110,NULL,155.com,广东铁通TOPn网站,0,30,3.02,8.61,0.62,3.27,0.53,1.55,0.00,0.60,86.667,90,78,119.188.11.3,中国,山东, 联通,30
2013-02-26 22:18:42.152053,222.50.124.58,NULL,www.icbc.com.cn,网页类,0,18,61.99,131.12,0.58,57.40,1.07,6.16,0.00,1.77,5.556,54,3,125.39.39.42,中国,天津, 联通,18
2013-02-26 22:18:47.313169,222.50.124.2,NULL,9160.com,广东铁通TOPn网站,0,30,5.50,14.95,0.56,6.69,2.65,7.86,0.00,3.68,90.000,90,81,115.236.185.6,中国,浙江, 电信,30
2013-02-26 22:18:54.264552,222.50.124.50,NULL,babytree.com,广东铁通TOPn网站,4,30,15.98,53.76,0.61,20.27,1.03,7.54,0.00,2.23,66.667,90,60,124.238.250.204,中国,河北, 电信,30
2013-02-26 22:18:57.892363,222.50.124.70,NULL,mop.com,广东铁通TOPn网站,0,30,2.17,10.27,0.63,1.92,0.50,9.66,0.00,1.78,1.111,90,1,211.100.39.136,中国,北京, 电信,30
2013-02-26 22:19:01.236929,222.50.124.2,NULL,www.sina.com.cn,网页类,4,7,22.40,37.44,0.60,16.08,0.77,3.31,0.00,1.10,0.000,21,0,211.98.132.64,中国,北京, 铁通,7
2013-02-26 22:19:04.448217,222.50.124.10,NULL,www.readnovel.com,网页类,2,19,13.37,63.80,0.59,22.91,0.56,2.22,0.00,0.78,68.421,57,39,60.5.252.212,中国,河北, 联通,19
2013-02-26 22:19:07.560775,222.50.124.110,NULL,163.com,广东铁通TOPn网站,0,30,5.36,71.46,0.60,13.02,3.71,60.27,0.00,12.22,0.000,90,0,123.58.180.7,中国,浙江, 移动,30
2013-02-26 22:19:07.911759,222.50.124.70,NULL,itc.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:19:08.687931,222.50.124.90,NULL,paipai.com,广东铁通TOPn网站,0,15,4.17,9.98,0.58,3.46,1.03,5.25,0.00,1.90,60.000,45,27,112.90.140.151,中国,广东, 联通,15
2013-02-26 22:19:15.106084,222.50.124.50,NULL,qplus.com,广东铁通TOPn网站,4,15,22.64,114.57,0.56,41.53,1.45,7.38,0.00,2.67,60.000,45,27,112.90.143.118,中国,广东, 联通,15
2013-02-26 22:19:16.410743,222.50.124.50,NULL,vpon.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,13.10.84.67,美国,NULL, 其它运营商,0
2013-02-26 22:19:19.461673,222.50.124.2,NULL,adwo.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,131.229.97.187,美国,NULL, 其它运营商,0
2013-02-26 22:19:26.284265,222.50.124.110,NULL,liebao.cn,广东铁通TOPn网站,0,30,3.23,7.10,0.59,2.72,0.89,2.59,0.00,1.04,86.667,90,78,114.112.68.197,中国,江苏, 移动,30
2013-02-26 22:19:26.761928,222.50.124.26,NULL,meilishuo.com,广东铁通TOPn网站,0,16,31.08,97.49,0.58,23.13,5.98,92.12,0.00,22.24,0.000,48,0,124.202.144.8,中国,北京, 移动,16
2013-02-26 22:19:28.773578,222.50.124.26,NULL,www.qzone.qq.com,网页类,25,30,3.01,10.72,0.60,3.86,0.27,0.82,0.00,0.28,83.333,90,75,112.90.143.191,中国,广东, 联通,30
2013-02-26 22:19:37.620736,222.50.124.90,NULL,kandian.com,广东铁通TOPn网站,0,18,12.57,56.22,0.58,19.77,1.95,10.35,0.00,3.77,66.667,54,36,123.126.53.254,中国,北京, 联通,18
2013-02-26 22:19:39.927506,222.50.124.90,NULL,readnovel.com,广东铁通TOPn网站,0,13,26.11,38.41,0.58,12.50,0.33,2.17,0.00,0.68,0.000,39,0,118.244.198.2,中国,吉林, 铁通,13
2013-02-26 22:19:43.847117,222.50.124.70,NULL,flashget.com,广东铁通TOPn网站,0,23,34.00,70.88,0.59,26.53,2.83,31.00,0.00,6.50,11.594,69,8,221.123.176.106,中国,北京, 其它运营商,23
2013-02-26 22:19:46.681559,222.50.124.26,NULL,189mv.cn,广东铁通TOPn网站,0,30,3.52,11.11,0.58,3.71,2.84,14.87,0.00,5.03,76.667,90,69,183.63.133.186,中国,广东, 电信,30
2013-02-26 22:19:50.096044,222.50.124.30,NULL,www.icbc.com.cn,网页类,30,18,22.04,53.43,0.56,24.03,0.83,4.38,0.00,1.26,5.556,54,3,125.39.39.42,中国,天津, 联通,18
2013-02-26 22:19:53.569570,222.50.124.70,NULL,qqopenapp.com,广东铁通TOPn网站,0,6,1.81,7.30,0.61,2.46,0.33,1.80,0.00,0.66,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-26 22:19:53.714282,222.50.124.110,NULL,uusee.com,广东铁通TOPn网站,0,30,4.98,59.45,0.59,11.69,4.72,89.26,0.00,17.82,0.000,90,0,221.238.29.196,中国,天津, 电信,30
2013-02-26 22:20:02.060428,222.50.124.58,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,2.68,7.88,0.58,2.58,1.17,2.71,0.00,1.04,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-26 22:20:07.442748,222.50.124.14,NULL,www.hexun.com,网页类,5,13,26.04,37.91,0.67,12.65,2.33,17.11,0.00,4.83,0.000,39,0,219.239.236.198,中国,北京, 电信,13
2013-02-26 22:20:08.569490,222.50.124.90,NULL,funshion.com,广东铁通TOPn网站,2,30,10.53,236.94,0.59,42.07,9.52,249.37,0.00,44.59,0.000,90,0,116.252.181.190,中国,广西, 电信,30
2013-02-26 22:20:11.044236,123.65.232.142,NULL,www.cctv.com,网页类,0,11,19.03,41.83,0.73,15.10,6.82,30.28,0.00,11.39,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-26 22:20:12.551826,222.50.124.110,NULL,idreamsky.com,广东铁通TOPn网站,0,30,15.50,58.23,0.60,24.68,21.22,81.61,0.00,34.89,86.667,90,78,124.172.236.21,中国,广东, 铁通,30
2013-02-26 22:20:22.497351,222.50.124.70,NULL,ad-plus.cn,广东铁通TOPn网站,0,30,4.03,53.38,0.61,9.56,3.38,76.66,0.00,14.14,0.000,90,0,220.181.20.30,中国,北京, 电信,30
2013-02-26 22:20:25.728761,222.50.124.26,NULL,miercn.com,广东铁通TOPn网站,0,18,13.02,69.02,0.62,22.07,14.38,58.36,0.00,23.89,55.556,54,30,117.25.129.71,中国,福建, 电信,18
2013-02-26 22:20:28.114271,222.50.124.50,NULL,bet007.com,广东铁通TOPn网站,0,30,11.19,38.11,0.59,12.61,20.08,100.63,0.00,36.31,81.111,90,73,61.143.225.118,中国,广东, 电信,30
2013-02-26 22:20:34.581430,222.50.124.2,NULL,funshion.com,广东铁通TOPn网站,2,30,3.83,9.66,0.58,4.13,2.09,5.91,0.00,2.70,90.000,90,81,121.14.38.133,中国,广东, 电信,30
2013-02-26 22:20:35.375140,123.89.176.38,NULL,www.020.com,网页类,0,15,12.72,91.98,0.54,21.76,0.60,6.36,0.00,1.57,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:20:40.404367,110.209.253.254,NULL,www.hl.cnc.cn,网页类,1,18,27.44,75.52,0.59,28.80,1.99,7.74,0.00,2.24,0.000,54,0,221.212.213.106,中国,黑龙江, 联通,18
2013-02-26 22:20:45.544341,222.50.124.130,NULL,www.youku.com,网页类,0,7,18.99,34.51,0.60,14.69,0.73,1.81,0.00,0.71,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-26 22:20:46.650961,222.50.124.50,NULL,baidu.com,广东铁通TOPn网站,12,18,11.49,55.78,0.55,19.94,0.68,3.12,0.00,1.10,66.667,54,36,123.125.114.144,中国,北京, 其它运营商,18
2013-02-26 22:20:52.080150,222.50.124.26,NULL,people.com.cn,广东铁通TOPn网站,1,19,29.92,134.83,0.58,47.66,8.48,37.05,0.00,13.29,68.421,57,39,111.161.38.142,中国,北京, 联通,19
2013-02-26 22:20:53.401884,222.50.124.10,NULL,www.skycn.com,下载类,0,20,14.03,64.58,0.58,22.95,1.31,6.17,0.00,2.19,70.000,60,42,125.39.78.230,中国,天津, 联通,20
2013-02-26 22:20:53.693008,222.50.124.26,NULL,www.hl.cnc.cn,网页类,0,18,41.53,147.19,1.76,42.87,1.28,3.60,0.00,1.27,1.852,54,1,221.212.213.106,中国,黑龙江, 联通,18
2013-02-26 22:20:58.230431,222.50.124.74,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,1.22,3.67,0.64,1.10,0.15,0.59,0.00,0.20,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-26 22:21:07.728637,222.50.124.90,NULL,itc.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,128.239.227.9,美国,NULL, 其它运营商,0
2013-02-26 22:21:10.714934,222.50.124.2,NULL,ip138.com,广东铁通TOPn网站,0,9,44.91,197.83,0.58,57.11,23.98,215.05,0.00,67.55,0.000,27,0,122.70.142.161,中国,北京, 铁通,9
2013-02-26 22:21:11.553043,222.50.124.106,NULL,www.qzone.qq.com,网页类,25,30,4.12,10.00,0.61,3.96,2.74,13.00,0.00,5.13,83.333,90,75,112.90.143.191,中国,广东, 联通,30
2013-02-26 22:21:12.159857,222.50.124.90,NULL,youdao.com,广东铁通TOPn网站,0,19,13.87,51.77,0.64,17.65,2.92,6.38,0.00,2.45,68.421,57,39,61.135.218.27,中国,北京, 联通,19
2013-02-26 22:21:19.964455,222.50.124.82,NULL,www.sina.com.cn,网页类,4,7,20.16,38.13,0.60,15.42,0.96,5.31,0.00,1.79,0.000,21,0,211.98.132.65,中国,北京, 铁通,7
2013-02-26 22:21:25.406716,222.50.124.50,NULL,sandai.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,41.41.59.114,埃及,NULL, 其它运营商,0
2013-02-26 22:21:31.522906,222.50.124.50,NULL,woxihuan.com,广东铁通TOPn网站,0,19,45.99,205.47,0.58,75.18,16.94,100.47,0.00,37.36,68.421,57,39,123.125.160.234,中国,北京, 联通,19
2013-02-26 22:21:38.390875,222.50.124.70,NULL,sinaimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,14.42.15.42,韩国,NULL, 其它运营商,0
2013-02-26 22:21:38.773154,222.50.124.2,NULL,gexing.com,广东铁通TOPn网站,0,30,6.15,11.70,3.00,3.94,4.38,7.11,0.00,2.71,90.000,90,81,122.225.115.203,中国,浙江, 电信,30
2013-02-26 22:21:39.219984,222.50.124.110,NULL,adsxin.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,117.16.109.15,韩国,NULL, 教育网,0
2013-02-26 22:21:44.832656,222.50.124.110,NULL,kankan.com,广东铁通TOPn网站,0,30,2.60,6.63,0.63,2.42,1.84,5.20,0.00,2.10,86.667,90,78,60.217.235.188,中国,山东, 联通,30
2013-02-26 22:21:53.469952,222.50.124.26,NULL,4399.com,广东铁通TOPn网站,0,11,26.59,38.84,0.57,14.41,0.31,2.45,0.00,0.68,0.000,33,0,115.182.52.231,中国,北京, 移动,11
2013-02-26 22:21:53.977229,222.50.124.26,NULL,chinagames.net,广东铁通TOPn网站,0,30,26.27,177.88,0.61,61.89,27.97,195.42,0.00,68.36,76.667,90,69,183.60.26.242,中国,广东, 电信,30
2013-02-26 22:21:54.906233,222.50.124.6,NULL,www.020.com,网页类,0,15,9.26,89.43,0.41,21.55,0.28,1.37,0.00,0.34,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:21:57.483604,222.50.124.26,NULL,www.icbc.com.cn,网页类,18,20,14.86,74.73,0.56,26.89,0.81,3.86,0.00,1.38,70.000,60,42,113.31.42.29,中国,北京, 其它运营商,20
2013-02-26 22:21:58.429019,222.50.124.90,NULL,mapbar.com,广东铁通TOPn网站,0,11,22.67,31.40,0.62,12.34,0.27,1.05,0.00,0.37,0.000,33,0,211.157.24.135,中国,北京, 联通,11
2013-02-26 22:21:59.753727,222.50.124.50,NULL,hiapk.com,广东铁通TOPn网站,7,18,17.74,35.95,0.59,15.63,0.29,1.59,0.00,0.45,22.222,54,12,121.207.242.73,中国,福建, 电信,18
2013-02-26 22:22:04.563119,123.65.232.142,NULL,www.kankan.com,网页类,0,5,5.10,10.44,0.59,3.68,1.97,6.06,0.00,2.47,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:22:07.974599,222.50.124.110,NULL,soufun.com,广东铁通TOPn网站,0,30,8.57,22.89,0.59,9.11,8.63,30.71,0.00,12.84,86.667,90,78,202.108.253.57,中国,北京, 联通,30
2013-02-26 22:22:09.714824,222.50.124.70,NULL,autohome.com.cn,广东铁通TOPn网站,0,30,2.04,6.49,0.57,1.20,0.39,5.87,0.00,1.07,0.000,90,0,219.148.35.250,中国,河北, 电信,30
2013-02-26 22:22:21.263168,222.50.124.90,NULL,kuaipan.cn,广东铁通TOPn网站,0,30,3.73,12.36,0.59,4.40,0.90,2.97,0.00,1.14,83.333,90,75,114.112.66.22,中国,江苏, 移动,30
2013-02-26 22:22:21.541379,222.50.124.2,NULL,taomee.com,广东铁通TOPn网站,0,30,6.27,17.35,0.57,7.83,4.13,12.33,0.00,5.79,90.000,90,81,114.80.99.112,中国,上海, 电信,30
2013-02-26 22:22:24.259252,222.50.124.6,NULL,www.tudou.com,网页类,10,18,60.83,123.84,0.54,54.98,1.52,15.17,0.00,3.71,18.519,54,10,123.126.98.151,中国,北京, 联通,18
2013-02-26 22:22:28.100776,123.89.176.38,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,2.56,11.87,0.58,4.16,0.25,1.28,0.00,0.46,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-26 22:22:31.338780,222.50.124.70,NULL,weibo.com,广东铁通TOPn网站,0,30,2.13,6.04,0.60,1.23,0.53,7.57,0.00,1.47,0.000,90,0,180.149.134.17,中国,北京, 电信,30
2013-02-26 22:22:31.518869,222.50.124.26,NULL,jrjimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,101.110.117.34,其它地区,NULL, 其它运营商,0
2013-02-26 22:22:32.424954,222.50.124.26,NULL,paipai.com,广东铁通TOPn网站,7,17,5.05,12.88,0.56,4.99,3.08,17.27,0.00,5.87,56.863,51,29,121.14.76.225,中国,广东, 电信,17
2013-02-26 22:22:34.081432,222.50.124.50,NULL,baofeng.net,广东铁通TOPn网站,8,18,21.59,89.68,0.61,31.56,1.14,6.19,0.00,2.26,64.815,54,35,221.238.27.169,中国,天津, 电信,18
